OBJECTID,Asset Group,SAP ID,Validation State,GlobalID,Description,Site,Site Description,Local Board,Street Name,Street Number,City,Shape__Area,Shape__Length
535,Sports Field Soil,1000139424,3,bca43a72-bad6-408e-bdee-e48a463e2f4f,Sport - Soil Sbj53,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,4943.4873046875,443.465772777887
536,Sports Track,1000162322,3,7d071eb3-8f54-4908-a42d-26656d6b5d18,Summer-Rubber-1-Athletics 100m,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,1019.5576171875,256.905373918849
537,Sports Field Soil,1000139638,3,35119962-9443-44e9-bc5f-d3c582477eb4,Sport - Soil Sbj75,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,480.5302734375,93.9024027538008
538,Sports Field Soil,1000139265,3,c57ba8fb-b3c5-43d5-b045-e890213f4af0,Sport - Soil Sbk11,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,4004.2998046875,410.057886923728
539,Sports Field Soil,1000139379,3,225f4014-b9ba-4930-ba2b-17a16d4aa026,Sport - Soil Sbj35,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,1192.6240234375,146.161448462893
540,Sports Field Soil,1000160363,3,0f93af5d-3208-4034-b27a-e2ae081112e0,Winter - Soil - 2 - Rugby League,21535,McManus Park,Maungakiekie-Tamaki,Mt Wellington Highway,671,Auckland,1775.2138671875,178.835561626644
541,Sports Field Soil,1000139292,3,19440f41-9101-45c3-afe9-2a14ae4544c1,Sport - Soil Sbk16,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,611.341796875,94.5207056246768
542,Sports Field Soil,1000137385,3,0f6a4377-7bfa-4329-885d-11c61ba4e355,Winter - Soil - 3 - Football,10266,Omaru Recreation Reserve,Maungakiekie-Tamaki,Point England Road,254,Auckland,6488.521484375,331.988122238082
543,Sports Field Soil,1000133854,3,ee0f7901-5669-4c40-8706-9d4d3df2db6a,Winter - Soil - 1 - Football,10055,"Three Kings Resv, incl Fickling,Metrowat",Puketapapa,Mount Eden Road,1011,Auckland,5967.998046875,379.662706535791
544,Sports Field Soil,1000133686,3,af64d56c-471e-44d3-9d9a-e248a810d823,Winter - Soil - 2 - Football,10053,Martyn Wilson Fields & Sonia Res,Orakei,Shore Road,153,Auckland,4184.4580078125,275.982122035853
545,Sports Field Soil,1000136867,3,f92bf355-8401-45ed-82c9-556bd60ebaf6,Winter - Soil - 3 - Football,10194,Waikaraka Park,Maungakiekie-Tamaki,Neilson Street,175-243,Auckland Central,5799.2607421875,315.979932286816
546,Sports Field Soil,1000135035,3,62943858-2ea4-4de5-a8cc-61c4ab55c02e,Winter - Soil - 7 - Football,10194,Waikaraka Park,Maungakiekie-Tamaki,Neilson Street,175-243,Auckland Central,3095.0029296875,225.228908541067
547,Sports Field Soil,1000137494,3,12b2c597-eefc-4e63-b0f4-f05c9e7db9fb,Sport - Soil Sbk08,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,1523.126953125,169.055802019701
548,Sports Field Soil,1000139575,3,2680ebe0-5710-4612-ae01-395dd7df8874,Sport - Soil Sbk03,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,1419.634765625,226.886998823107
549,Sports Field Soil,1000139495,3,91f3e381-bfdd-4aa6-96a8-50cdc3089864,Sport - Soil Sbj88,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,5677.029296875,486.279235399699
550,Sports Field Soil,1000143601,3,03338c55-f735-4b6d-ac24-c09191deb322,Winter - Soil - 2 - Football,10535,Massey Park - Waiuku,Franklin,Belgium Street,2,Waiuku,4845.0126953125,284.000381581864
551,Sports Field Soil,1000140007,3,f84bdf27-20bb-4368-86f2-9de54c0510ec,Winter - Soil - 11 - Football,10365,Keith Hay Park,Puketapapa,Richardson Road,660,Auckland Central,2412.8818359375,200.578608698064
552,Sports Field Soil,1000137537,3,f6d07614-6ed1-44b6-86e7-cf96953a0095,Sport - Soil Sbj45,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,5745.2626953125,530.078748861902
553,Sports Field Soil,1000137170,3,51a662e1-49f8-4964-b73d-73a789eb97b0,Winter - Soil - 1 - Rugby League,10239,Thompson Park,Maungakiekie-Tamaki,Banks Road,50,Auckland Central,7875.3203125,367.986696567056
554,Sports Field Sand,1000133891,3,518dc5f3-03a6-4c38-893e-a5b2a3ac2917,Winter - Sand - 4 - Training,10002,Orakei Domain B,Orakei,Reihana Street,40,Auckland,1558.197265625,158.269500526961
555,Sports Field Soil,1000139504,3,c97f63f1-cd52-4baf-8521-45ed5d1e93c2,Sport - Soil Sbj89,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,8370.8005687031,894.667659541335
556,Sports Field Soil,1000143592,3,978d13f8-da6c-4e9c-b382-3e22f5883d7b,Winter - Soil - 1 - Football,10535,Massey Park - Waiuku,Franklin,Belgium Street,2,Waiuku,6299.994140625,325.999894017494
557,Sports Field Sand,1000142696,3,52fdd123-e11d-44e9-bc31-af17cfc7fde7,Winter - Sand - 7 - Football,10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,7000.041015625,340.001228810664
558,Sports Field Soil,1000143610,3,232c40e2-bcf2-43e8-b791-94edb1a4ac85,Winter - Soil - 4 - Football,10535,Massey Park - Waiuku,Franklin,Belgium Street,2,Waiuku,2145.978515625,189.999230585904
559,Sports Field Sand,1000142366,3,0853f5e7-570b-4426-8342-46009256d59d,Winter - Sand - 1 - Football,10408,Crossfield Reserve,Orakei,Crossfield Road,83,Auckland,8366.6591796875,378.807421076719
560,Sports Field Soil,1000134024,3,473942c9-8298-421f-bdfc-f951fcb91a53,Winter - Soil - 4a - League,10004,Walker Park,Albert-Eden,Walker Road,7,Auckland,2700,209.999994638261
561,Sports Field Soil,1000137510,3,b7981e72-94c0-4768-8b10-7de167089f71,Sport - Soil Sbi96,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,1359.7431640625,168.493158579574
562,Sports Field Soil,1000139016,3,00cc0669-ffe9-48be-8eb9-2d1c71a7d00a,Winter - Soil - 14 - Football,10365,Keith Hay Park,Puketapapa,Richardson Road,660,Auckland Central,2314.3935546875,196.078146334025
563,Sports Track,1000148469,3,42e71a56-bc96-4fff-8bc3-549e490124d2,STRA-ATHL-Longjump runup,11069,Onewa Domain,Kaipatiki,Northcote Road,44,Auckland,125.3056640625,148.371656731835
564,Sports Field Soil,1000152966,3,a104031b-47e2-4e9b-b055-4230981c1338,Winter - Soil - 1 - Football,20433,Liston Park,Orakei,Michaels Ave,105,Auckland,7738.12890625,358.003598795955
565,Sports Field Soil,1000139557,3,d2ea7ea1-01ac-4305-bb0b-f18d9d6dc308,Sport - Soil Sbk00,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,547.58203125,90.7376023008273
566,Sports Field Soil,1000136540,3,e43bb520-9fe3-46f4-9834-f8101902098d,Winter - Soil - 5 - Football,10266,Omaru Recreation Reserve,Maungakiekie-Tamaki,Point England Road,254,Auckland,6488.578125,331.990071022476
567,Sports Field Sand,1000134042,3,90aaf6cf-9efa-44ef-b2cd-88053546a8de,Winter - Sand - 3 - League,10004,Walker Park,Albert-Eden,Walker Road,7,Auckland,6524.77734375,337.465976783819
568,Sports Field Soil,1000137623,3,badd258b-675b-4373-8bcb-72fd312508b7,Sport - Soil Sbj86,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,951.0517578125,135.120296492939
569,Sports Field Soil,1000137718,3,e773a248-e6bc-45c6-a4de-4f128a7f83a1,Sport - Soil Sbk07,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,338.6796875,70.7464381574432
570,Sports Field Soil,1000137394,3,7ff6632a-a88f-445d-af11-4d10706529b3,Winter - Soil - 2 - Football,10266,Omaru Recreation Reserve,Maungakiekie-Tamaki,Point England Road,254,Auckland,6677.412109375,335.554885217283
571,Sports Track,1000151878,3,8e3163e3-8528-4d3c-a275-5b53f312593e,Sports Track-Shot Put Surface,11471,Ceramco Park,Waitakere Ranges,Glendale Road,112,Auckland,148.3662109375,58.7863393234291
572,Sports Field Soil,1000139397,3,15dbf3f0-d150-4fa2-b1eb-443cffed5741,Sport - Soil Sbi93,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,1724.697265625,176.917112744017
573,Sports Field Soil,1000140868,3,0b1f8caa-f515-48bd-b3ab-92f005705abb,Winter - Soil - 4 - Rugby League,10407,Mt Wellington War Memorial Reserve,Maungakiekie-Tamaki,Dunkirk Road,50,Auckland Central,7327.240234375,361.043390965649
574,Sports Field Soil,1000139548,3,c93a43d3-f0b4-4aec-b779-d41148d90cb3,Sport - Soil Sbj99,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,617.7744140625,95.3651146271195
575,Sports Field Soil,1000138615,3,6b584f72-2c59-47ae-8d6c-448a1d0e8884,Winter - Soil - 4 - General Sport,10295,Windmill Park,Albert-Eden,Windmill Road,48,Auckland,639.8876953125,146.197407373651
576,Sports Field Soil,1000137528,3,5add437a-a275-4529-8f9f-3bd49ec9f557,Sport - Soil Sbj37,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,632.1181640625,116.551770718557
577,Sports Field Soil,1000140781,3,f6ec610e-f9ee-43b9-bb8e-da1a8ea7cd60,Winter - Soil - 5 - Rugby Union,10407,Mt Wellington War Memorial Reserve,Maungakiekie-Tamaki,Dunkirk Road,50,Auckland Central,9345.298828125,400.44527165875
578,Sports Field Soil,1000139655,3,0b8ccb85-bf9c-4456-b0b7-34cecdb6a6fb,Sport - Soil Sbj78,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,954.1298828125,157.390339422851
579,Sports Field Soil,1000140015,3,27acea2b-464c-4535-8b5b-46b40651879b,Winter - Soil - 16 - Football,10365,Keith Hay Park,Puketapapa,Richardson Road,660,Auckland Central,2395.466796875,199.839855682627
580,Sports Field Soil,1000137644,3,a1959d67-6947-4da9-b325-01a40394fb9c,Sport - Soil Sbj96,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,165.4072265625,48.7785279159656
581,Sports Field Soil,1000139283,3,cecdb9b2-dec4-47f2-98f3-f87bec9e2db3,Sport - Soil Sbk13,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,1369.1640625,160.716317812883
582,Sports Field Soil,1000138899,3,e631bd0e-ffa3-4292-b130-32475b869a3f,Winter - Soil - 17 - Football,10365,Keith Hay Park,Puketapapa,Richardson Road,660,Auckland Central,2426.3994140625,200.971456324403
