Financial year,Industry,Industry Code,Quartile label,Financial benchmark,Value type,Value,Value Unit,Value Label,Null Reason
2024,Other manufacturing n.e.c.,C2599,Large,Current ratio,Upper bound (75th percentile),2.44,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Large,Current ratio,Median (50th percentile),1.42,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Large,Stock turnover per annum,Lower bound (25th percentile),3,number,Ratio,
2024,Other manufacturing n.e.c.,C2599,Large,Stock turnover per annum,Upper bound (75th percentile),13,number,Ratio,
2024,Other manufacturing n.e.c.,C2599,Large,Stock turnover per annum,Median (50th percentile),5,number,Ratio,
2024,Other manufacturing n.e.c.,C2599,Large,Return on equity,Lower bound (25th percentile),0.09,percentage,% of total proprietor or shareholder funds,
2024,Other manufacturing n.e.c.,C2599,Large,Return on equity,Upper bound (75th percentile),0.88,percentage,% of total proprietor or shareholder funds,
2024,Other manufacturing n.e.c.,C2599,Large,Return on equity,Median (50th percentile),0.38,percentage,% of total proprietor or shareholder funds,
2024,Other manufacturing n.e.c.,C2599,Large,Gross profit ratio,Lower bound (25th percentile),0.42,percentage,% of sales and/or services,
2024,Other manufacturing n.e.c.,C2599,Large,Gross profit ratio,Upper bound (75th percentile),0.67,percentage,% of sales and/or services,
2024,Other manufacturing n.e.c.,C2599,Large,Gross profit ratio,Median (50th percentile),0.54,percentage,% of sales and/or services,
2024,Other manufacturing n.e.c.,C2599,Large,Return on total assets,Lower bound (25th percentile),0.02,percentage,% of total assets,
2024,Other manufacturing n.e.c.,C2599,Large,Return on total assets,Upper bound (75th percentile),0.27,percentage,% of total assets,
2024,Other manufacturing n.e.c.,C2599,Large,Return on total assets,Median (50th percentile),0.13,percentage,% of total assets,
2024,Other manufacturing n.e.c.,C2599,Large,Liability structure,Lower bound (25th percentile),0.08,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other manufacturing n.e.c.,C2599,Large,Liability structure,Upper bound (75th percentile),0.64,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other manufacturing n.e.c.,C2599,Large,Liability structure,Median (50th percentile),0.38,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other manufacturing n.e.c.,C2599,Large,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.08,percentage,% of turnover income,
2024,Other manufacturing n.e.c.,C2599,Large,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.27,percentage,% of turnover income,
2024,Other manufacturing n.e.c.,C2599,Large,Salaries and wages / turnover ratio,Median (50th percentile),0.18,percentage,% of turnover income,
2024,Other manufacturing n.e.c.,C2599,Large,Quick ratio,Lower bound (25th percentile),0.43,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Large,Quick ratio,Upper bound (75th percentile),1.78,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Large,Quick ratio,Median (50th percentile),1.1,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Medium,Current ratio,Lower bound (25th percentile),0.68,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Medium,Current ratio,Upper bound (75th percentile),2.04,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Medium,Current ratio,Median (50th percentile),1.17,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Medium,Gross profit ratio,Lower bound (25th percentile),0.5,percentage,% of sales and/or services,
2024,Other manufacturing n.e.c.,C2599,Medium,Gross profit ratio,Upper bound (75th percentile),0.76,percentage,% of sales and/or services,
2024,Other manufacturing n.e.c.,C2599,Medium,Gross profit ratio,Median (50th percentile),0.65,percentage,% of sales and/or services,
2024,Other manufacturing n.e.c.,C2599,Medium,Liability structure,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other manufacturing n.e.c.,C2599,Medium,Liability structure,Upper bound (75th percentile),0.61,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other manufacturing n.e.c.,C2599,Medium,Liability structure,Median (50th percentile),0.26,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other manufacturing n.e.c.,C2599,Medium,Quick ratio,Lower bound (25th percentile),0.42,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Medium,Quick ratio,Upper bound (75th percentile),1.47,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Medium,Quick ratio,Median (50th percentile),0.85,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Medium,Stock turnover per annum,Lower bound (25th percentile),2,number,Ratio,
2024,Other manufacturing n.e.c.,C2599,Medium,Stock turnover per annum,Upper bound (75th percentile),14,number,Ratio,
2024,Other manufacturing n.e.c.,C2599,Medium,Stock turnover per annum,Median (50th percentile),5,number,Ratio,
2024,Other manufacturing n.e.c.,C2599,Medium,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Other manufacturing n.e.c.,C2599,Medium,Return on equity,Upper bound (75th percentile),0.7,percentage,% of total proprietor or shareholder funds,
2024,Other manufacturing n.e.c.,C2599,Medium,Return on equity,Median (50th percentile),0.22,percentage,% of total proprietor or shareholder funds,
2024,Other manufacturing n.e.c.,C2599,Medium,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Other manufacturing n.e.c.,C2599,Medium,Return on total assets,Upper bound (75th percentile),0.23,percentage,% of total assets,
2024,Other manufacturing n.e.c.,C2599,Medium,Return on total assets,Median (50th percentile),0.05,percentage,% of total assets,
2024,Other manufacturing n.e.c.,C2599,Medium,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Other manufacturing n.e.c.,C2599,Medium,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.28,percentage,% of turnover income,
2024,Other manufacturing n.e.c.,C2599,Medium,Salaries and wages / turnover ratio,Median (50th percentile),0.16,percentage,% of turnover income,
2024,Other manufacturing n.e.c.,C2599,Micro,Gross profit ratio,Lower bound (25th percentile),0.56,percentage,% of sales and/or services,
2024,Other manufacturing n.e.c.,C2599,Micro,Gross profit ratio,Upper bound (75th percentile),0.88,percentage,% of sales and/or services,
2024,Other manufacturing n.e.c.,C2599,Micro,Gross profit ratio,Median (50th percentile),0.71,percentage,% of sales and/or services,
2024,Other manufacturing n.e.c.,C2599,Micro,Liability structure,Lower bound (25th percentile),-0.47,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other manufacturing n.e.c.,C2599,Micro,Liability structure,Upper bound (75th percentile),0.32,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other manufacturing n.e.c.,C2599,Micro,Liability structure,Median (50th percentile),-0.02,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other manufacturing n.e.c.,C2599,Micro,Quick ratio,Lower bound (25th percentile),0.11,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Micro,Quick ratio,Upper bound (75th percentile),1.77,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Micro,Quick ratio,Median (50th percentile),0.41,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Micro,Current ratio,Lower bound (25th percentile),0.19,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Micro,Current ratio,Upper bound (75th percentile),2.07,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Micro,Current ratio,Median (50th percentile),0.75,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Micro,Return on equity,Lower bound (25th percentile),-0.11,percentage,% of total proprietor or shareholder funds,
2024,Other manufacturing n.e.c.,C2599,Micro,Return on equity,Upper bound (75th percentile),0.79,percentage,% of total proprietor or shareholder funds,
2024,Other manufacturing n.e.c.,C2599,Micro,Return on equity,Median (50th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Other manufacturing n.e.c.,C2599,Micro,Return on total assets,Lower bound (25th percentile),-0.04,percentage,% of total assets,
2024,Other manufacturing n.e.c.,C2599,Micro,Return on total assets,Upper bound (75th percentile),0.39,percentage,% of total assets,
2024,Other manufacturing n.e.c.,C2599,Micro,Return on total assets,Median (50th percentile),0,percentage,% of total assets,
2024,Other manufacturing n.e.c.,C2599,Micro,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Other manufacturing n.e.c.,C2599,Micro,Salaries and wages / turnover ratio,Upper bound (75th percentile),0,percentage,% of turnover income,
2024,Other manufacturing n.e.c.,C2599,Micro,Salaries and wages / turnover ratio,Median (50th percentile),0,percentage,% of turnover income,
2024,Other manufacturing n.e.c.,C2599,Micro,Stock turnover per annum,Lower bound (25th percentile),1,number,Ratio,
2024,Other manufacturing n.e.c.,C2599,Micro,Stock turnover per annum,Upper bound (75th percentile),7,number,Ratio,
2024,Other manufacturing n.e.c.,C2599,Micro,Stock turnover per annum,Median (50th percentile),3,number,Ratio,
2024,Other manufacturing n.e.c.,C2599,Small,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Other manufacturing n.e.c.,C2599,Small,Return on equity,Upper bound (75th percentile),0.74,percentage,% of total proprietor or shareholder funds,
2024,Other manufacturing n.e.c.,C2599,Small,Return on equity,Median (50th percentile),0.09,percentage,% of total proprietor or shareholder funds,
2024,Other manufacturing n.e.c.,C2599,Small,Gross profit ratio,Lower bound (25th percentile),0.62,percentage,% of sales and/or services,
2024,Other manufacturing n.e.c.,C2599,Small,Gross profit ratio,Upper bound (75th percentile),0.87,percentage,% of sales and/or services,
2024,Other manufacturing n.e.c.,C2599,Small,Gross profit ratio,Median (50th percentile),0.73,percentage,% of sales and/or services,
2024,Other manufacturing n.e.c.,C2599,Small,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Other manufacturing n.e.c.,C2599,Small,Return on total assets,Upper bound (75th percentile),0.27,percentage,% of total assets,
2024,Other manufacturing n.e.c.,C2599,Small,Return on total assets,Median (50th percentile),0,percentage,% of total assets,
2024,Other manufacturing n.e.c.,C2599,Small,Liability structure,Lower bound (25th percentile),0.01,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other manufacturing n.e.c.,C2599,Small,Liability structure,Upper bound (75th percentile),0.76,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other manufacturing n.e.c.,C2599,Small,Liability structure,Median (50th percentile),0.32,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other manufacturing n.e.c.,C2599,Small,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Other manufacturing n.e.c.,C2599,Small,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.25,percentage,% of turnover income,
2024,Other manufacturing n.e.c.,C2599,Small,Salaries and wages / turnover ratio,Median (50th percentile),0,percentage,% of turnover income,
2024,Other manufacturing n.e.c.,C2599,Small,Quick ratio,Lower bound (25th percentile),0.23,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Small,Quick ratio,Upper bound (75th percentile),2.71,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Small,Quick ratio,Median (50th percentile),0.75,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Small,Current ratio,Lower bound (25th percentile),0.5,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Small,Current ratio,Upper bound (75th percentile),3.86,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Small,Current ratio,Median (50th percentile),0.92,percentage,% of total current liabilities,
2024,Other manufacturing n.e.c.,C2599,Small,Stock turnover per annum,Lower bound (25th percentile),1,number,Ratio,
2024,Other manufacturing n.e.c.,C2599,Small,Stock turnover per annum,Upper bound (75th percentile),6,number,Ratio,
2024,Other manufacturing n.e.c.,C2599,Small,Stock turnover per annum,Median (50th percentile),3,number,Ratio,
2024,Other motor vehicle parts manufacturing,C2319,Large,Current ratio,Lower bound (25th percentile),0.89,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Large,Current ratio,Upper bound (75th percentile),2.58,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Large,Current ratio,Median (50th percentile),1.77,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Large,Stock turnover per annum,Lower bound (25th percentile),2,number,Ratio,
2024,Other motor vehicle parts manufacturing,C2319,Large,Stock turnover per annum,Upper bound (75th percentile),18,number,Ratio,
2024,Other motor vehicle parts manufacturing,C2319,Large,Stock turnover per annum,Median (50th percentile),4,number,Ratio,
2024,Other motor vehicle parts manufacturing,C2319,Large,Return on equity,Lower bound (25th percentile),0.13,percentage,% of total proprietor or shareholder funds,
2024,Other motor vehicle parts manufacturing,C2319,Large,Return on equity,Upper bound (75th percentile),0.88,percentage,% of total proprietor or shareholder funds,
2024,Other motor vehicle parts manufacturing,C2319,Large,Return on equity,Median (50th percentile),0.37,percentage,% of total proprietor or shareholder funds,
2024,Other motor vehicle parts manufacturing,C2319,Large,Gross profit ratio,Lower bound (25th percentile),0.33,percentage,% of sales and/or services,
2024,Other motor vehicle parts manufacturing,C2319,Large,Gross profit ratio,Upper bound (75th percentile),0.63,percentage,% of sales and/or services,
2024,Other motor vehicle parts manufacturing,C2319,Large,Gross profit ratio,Median (50th percentile),0.48,percentage,% of sales and/or services,
2024,Other motor vehicle parts manufacturing,C2319,Large,Return on total assets,Lower bound (25th percentile),0.03,percentage,% of total assets,
2024,Other motor vehicle parts manufacturing,C2319,Large,Return on total assets,Upper bound (75th percentile),0.26,percentage,% of total assets,
2024,Other motor vehicle parts manufacturing,C2319,Large,Return on total assets,Median (50th percentile),0.17,percentage,% of total assets,
2024,Other motor vehicle parts manufacturing,C2319,Large,Liability structure,Lower bound (25th percentile),0.1,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Large,Liability structure,Upper bound (75th percentile),0.62,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Large,Liability structure,Median (50th percentile),0.39,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Large,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.1,percentage,% of turnover income,
2024,Other motor vehicle parts manufacturing,C2319,Large,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.3,percentage,% of turnover income,
2024,Other motor vehicle parts manufacturing,C2319,Large,Salaries and wages / turnover ratio,Median (50th percentile),0.18,percentage,% of turnover income,
2024,Other motor vehicle parts manufacturing,C2319,Large,Quick ratio,Lower bound (25th percentile),0.47,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Large,Quick ratio,Upper bound (75th percentile),1.57,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Large,Quick ratio,Median (50th percentile),0.92,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Current ratio,Lower bound (25th percentile),0.6,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Current ratio,Upper bound (75th percentile),1.32,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Current ratio,Median (50th percentile),1.12,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Gross profit ratio,Lower bound (25th percentile),0.48,percentage,% of sales and/or services,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Gross profit ratio,Upper bound (75th percentile),0.73,percentage,% of sales and/or services,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Gross profit ratio,Median (50th percentile),0.62,percentage,% of sales and/or services,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Liability structure,Lower bound (25th percentile),0.04,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Liability structure,Upper bound (75th percentile),0.42,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Liability structure,Median (50th percentile),0.22,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Quick ratio,Lower bound (25th percentile),0.37,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Quick ratio,Upper bound (75th percentile),0.99,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Quick ratio,Median (50th percentile),0.49,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Stock turnover per annum,Lower bound (25th percentile),2,number,Ratio,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Stock turnover per annum,Upper bound (75th percentile),15,number,Ratio,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Stock turnover per annum,Median (50th percentile),4,number,Ratio,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Return on equity,Lower bound (25th percentile),0.01,percentage,% of total proprietor or shareholder funds,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Return on equity,Upper bound (75th percentile),0.94,percentage,% of total proprietor or shareholder funds,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Return on equity,Median (50th percentile),0.46,percentage,% of total proprietor or shareholder funds,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Return on total assets,Upper bound (75th percentile),0.23,percentage,% of total assets,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Return on total assets,Median (50th percentile),0.08,percentage,% of total assets,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.11,percentage,% of turnover income,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.33,percentage,% of turnover income,
2024,Other motor vehicle parts manufacturing,C2319,Medium,Salaries and wages / turnover ratio,Median (50th percentile),0.24,percentage,% of turnover income,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Gross profit ratio,Lower bound (25th percentile),0.49,percentage,% of sales and/or services,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Gross profit ratio,Upper bound (75th percentile),0.8,percentage,% of sales and/or services,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Gross profit ratio,Median (50th percentile),0.69,percentage,% of sales and/or services,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Liability structure,Lower bound (25th percentile),-0.07,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Liability structure,Upper bound (75th percentile),0.94,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Liability structure,Median (50th percentile),0.14,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Quick ratio,Lower bound (25th percentile),0.08,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Quick ratio,Upper bound (75th percentile),2.98,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Quick ratio,Median (50th percentile),0.74,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Current ratio,Lower bound (25th percentile),0.39,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Current ratio,Upper bound (75th percentile),8.51,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Current ratio,Median (50th percentile),1.13,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Return on equity,Lower bound (25th percentile),-0.07,percentage,% of total proprietor or shareholder funds,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Return on equity,Upper bound (75th percentile),0.49,percentage,% of total proprietor or shareholder funds,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Return on equity,Median (50th percentile),0.01,percentage,% of total proprietor or shareholder funds,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Return on total assets,Lower bound (25th percentile),-0.03,percentage,% of total assets,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Return on total assets,Upper bound (75th percentile),0.22,percentage,% of total assets,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Return on total assets,Median (50th percentile),0.02,percentage,% of total assets,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Salaries and wages / turnover ratio,Upper bound (75th percentile),0,percentage,% of turnover income,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Salaries and wages / turnover ratio,Median (50th percentile),0,percentage,% of turnover income,
2024,Other motor vehicle parts manufacturing,C2319,Micro,Stock turnover per annum,Lower bound (25th percentile),,number,Ratio,not available
2024,Other motor vehicle parts manufacturing,C2319,Micro,Stock turnover per annum,Upper bound (75th percentile),,number,Ratio,not available
2024,Other motor vehicle parts manufacturing,C2319,Micro,Stock turnover per annum,Median (50th percentile),,number,Ratio,not available
2024,Other motor vehicle parts manufacturing,C2319,Small,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Other motor vehicle parts manufacturing,C2319,Small,Return on equity,Upper bound (75th percentile),0.48,percentage,% of total proprietor or shareholder funds,
2024,Other motor vehicle parts manufacturing,C2319,Small,Return on equity,Median (50th percentile),0.11,percentage,% of total proprietor or shareholder funds,
2024,Other motor vehicle parts manufacturing,C2319,Small,Gross profit ratio,Lower bound (25th percentile),0.41,percentage,% of sales and/or services,
2024,Other motor vehicle parts manufacturing,C2319,Small,Gross profit ratio,Upper bound (75th percentile),0.73,percentage,% of sales and/or services,
2024,Other motor vehicle parts manufacturing,C2319,Small,Gross profit ratio,Median (50th percentile),0.56,percentage,% of sales and/or services,
2024,Other motor vehicle parts manufacturing,C2319,Small,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Other motor vehicle parts manufacturing,C2319,Small,Return on total assets,Upper bound (75th percentile),0.1,percentage,% of total assets,
2024,Other motor vehicle parts manufacturing,C2319,Small,Return on total assets,Median (50th percentile),0.01,percentage,% of total assets,
2024,Other motor vehicle parts manufacturing,C2319,Small,Liability structure,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Small,Liability structure,Upper bound (75th percentile),0.65,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Small,Liability structure,Median (50th percentile),0.29,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Small,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Other motor vehicle parts manufacturing,C2319,Small,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.25,percentage,% of turnover income,
2024,Other motor vehicle parts manufacturing,C2319,Small,Salaries and wages / turnover ratio,Median (50th percentile),0.09,percentage,% of turnover income,
2024,Other motor vehicle parts manufacturing,C2319,Small,Quick ratio,Lower bound (25th percentile),0.39,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Small,Quick ratio,Upper bound (75th percentile),1.84,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Small,Quick ratio,Median (50th percentile),0.68,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Small,Current ratio,Lower bound (25th percentile),0.63,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Small,Current ratio,Upper bound (75th percentile),3.58,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Small,Current ratio,Median (50th percentile),0.97,percentage,% of total current liabilities,
2024,Other motor vehicle parts manufacturing,C2319,Small,Stock turnover per annum,Lower bound (25th percentile),2,number,Ratio,
2024,Other motor vehicle parts manufacturing,C2319,Small,Stock turnover per annum,Upper bound (75th percentile),15,number,Ratio,
2024,Other motor vehicle parts manufacturing,C2319,Small,Stock turnover per annum,Median (50th percentile),5,number,Ratio,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Current ratio,Lower bound (25th percentile),0.83,percentage,% of total current liabilities,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Current ratio,Upper bound (75th percentile),2.66,percentage,% of total current liabilities,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Current ratio,Median (50th percentile),1.61,percentage,% of total current liabilities,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Stock turnover per annum,Lower bound (25th percentile),3,number,Ratio,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Stock turnover per annum,Upper bound (75th percentile),11,number,Ratio,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Stock turnover per annum,Median (50th percentile),6,number,Ratio,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Return on equity,Lower bound (25th percentile),-0.09,percentage,% of total proprietor or shareholder funds,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Return on equity,Upper bound (75th percentile),0.91,percentage,% of total proprietor or shareholder funds,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Return on equity,Median (50th percentile),0.2,percentage,% of total proprietor or shareholder funds,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Gross profit ratio,Lower bound (25th percentile),0.51,percentage,% of sales and/or services,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Gross profit ratio,Upper bound (75th percentile),0.7,percentage,% of sales and/or services,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Gross profit ratio,Median (50th percentile),0.64,percentage,% of sales and/or services,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Return on total assets,Lower bound (25th percentile),-0.02,percentage,% of total assets,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Return on total assets,Upper bound (75th percentile),0.38,percentage,% of total assets,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Return on total assets,Median (50th percentile),0.1,percentage,% of total assets,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Liability structure,Lower bound (25th percentile),0.07,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Liability structure,Upper bound (75th percentile),0.65,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Liability structure,Median (50th percentile),0.37,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.13,percentage,% of turnover income,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.28,percentage,% of turnover income,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Salaries and wages / turnover ratio,Median (50th percentile),0.22,percentage,% of turnover income,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Quick ratio,Lower bound (25th percentile),0.5,percentage,% of total current liabilities,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Quick ratio,Upper bound (75th percentile),2.15,percentage,% of total current liabilities,
2024,Other non-metallic mineral product manufacturing,C2090,Large,Quick ratio,Median (50th percentile),1.06,percentage,% of total current liabilities,
2024,Other non-metallic mineral product manufacturing,C2090,Medium,Current ratio,Lower bound (25th percentile),0.69,percentage,% of total current liabilities,
2024,Other non-metallic mineral product manufacturing,C2090,Medium,Current ratio,Upper bound (75th percentile),2.01,percentage,% of total current liabilities,
2024,Other non-metallic mineral product manufacturing,C2090,Medium,Current ratio,Median (50th percentile),1.39,percentage,% of total current liabilities,
2024,Other non-metallic mineral product manufacturing,C2090,Medium,Gross profit ratio,Lower bound (25th percentile),0.59,percentage,% of sales and/or services,
