Financial year,Industry,Industry Code,Quartile label,Financial benchmark,Value type,Value,Value Unit,Value Label,Null Reason
2024,Sports and physical recreation instruction,P8211,Medium,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Sports and physical recreation instruction,P8211,Medium,Return on equity,Upper bound (75th percentile),0.82,percentage,% of total proprietor or shareholder funds,
2024,Sports and physical recreation instruction,P8211,Medium,Return on equity,Median (50th percentile),0.01,percentage,% of total proprietor or shareholder funds,
2024,Sports and physical recreation instruction,P8211,Medium,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Sports and physical recreation instruction,P8211,Medium,Return on total assets,Upper bound (75th percentile),0.32,percentage,% of total assets,
2024,Sports and physical recreation instruction,P8211,Medium,Return on total assets,Median (50th percentile),0.02,percentage,% of total assets,
2024,Sports and physical recreation instruction,P8211,Medium,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Sports and physical recreation instruction,P8211,Medium,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.27,percentage,% of turnover income,
2024,Sports and physical recreation instruction,P8211,Medium,Salaries and wages / turnover ratio,Median (50th percentile),0,percentage,% of turnover income,
2024,Sports and physical recreation instruction,P8211,Micro,Gross profit ratio,Lower bound (25th percentile),,percentage,% of sales and/or services,not available
2024,Sports and physical recreation instruction,P8211,Micro,Gross profit ratio,Upper bound (75th percentile),,percentage,% of sales and/or services,not available
2024,Sports and physical recreation instruction,P8211,Micro,Gross profit ratio,Median (50th percentile),,percentage,% of sales and/or services,not available
2024,Sports and physical recreation instruction,P8211,Micro,Liability structure,Lower bound (25th percentile),-0.09,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Sports and physical recreation instruction,P8211,Micro,Liability structure,Upper bound (75th percentile),0.81,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Sports and physical recreation instruction,P8211,Micro,Liability structure,Median (50th percentile),0.09,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Sports and physical recreation instruction,P8211,Micro,Quick ratio,Lower bound (25th percentile),0.25,percentage,% of total current liabilities,
2024,Sports and physical recreation instruction,P8211,Micro,Quick ratio,Upper bound (75th percentile),2.69,percentage,% of total current liabilities,
2024,Sports and physical recreation instruction,P8211,Micro,Quick ratio,Median (50th percentile),0.9,percentage,% of total current liabilities,
2024,Sports and physical recreation instruction,P8211,Micro,Current ratio,Lower bound (25th percentile),0.26,percentage,% of total current liabilities,
2024,Sports and physical recreation instruction,P8211,Micro,Current ratio,Upper bound (75th percentile),3.04,percentage,% of total current liabilities,
2024,Sports and physical recreation instruction,P8211,Micro,Current ratio,Median (50th percentile),0.91,percentage,% of total current liabilities,
2024,Sports and physical recreation instruction,P8211,Micro,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Sports and physical recreation instruction,P8211,Micro,Return on equity,Upper bound (75th percentile),1.19,percentage,% of total proprietor or shareholder funds,
2024,Sports and physical recreation instruction,P8211,Micro,Return on equity,Median (50th percentile),0.07,percentage,% of total proprietor or shareholder funds,
2024,Sports and physical recreation instruction,P8211,Micro,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Sports and physical recreation instruction,P8211,Micro,Return on total assets,Upper bound (75th percentile),0.81,percentage,% of total assets,
2024,Sports and physical recreation instruction,P8211,Micro,Return on total assets,Median (50th percentile),0.01,percentage,% of total assets,
2024,Sports and physical recreation instruction,P8211,Micro,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Sports and physical recreation instruction,P8211,Micro,Salaries and wages / turnover ratio,Upper bound (75th percentile),0,percentage,% of turnover income,
2024,Sports and physical recreation instruction,P8211,Micro,Salaries and wages / turnover ratio,Median (50th percentile),0,percentage,% of turnover income,
2024,Sports and physical recreation instruction,P8211,Micro,Stock turnover per annum,Lower bound (25th percentile),,number,Ratio,not available
2024,Sports and physical recreation instruction,P8211,Micro,Stock turnover per annum,Upper bound (75th percentile),,number,Ratio,not available
2024,Sports and physical recreation instruction,P8211,Micro,Stock turnover per annum,Median (50th percentile),,number,Ratio,not available
2024,Sports and physical recreation instruction,P8211,Small,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Sports and physical recreation instruction,P8211,Small,Return on equity,Upper bound (75th percentile),0.9,percentage,% of total proprietor or shareholder funds,
2024,Sports and physical recreation instruction,P8211,Small,Return on equity,Median (50th percentile),0.02,percentage,% of total proprietor or shareholder funds,
2024,Sports and physical recreation instruction,P8211,Small,Gross profit ratio,Lower bound (25th percentile),,percentage,% of sales and/or services,not available
2024,Sports and physical recreation instruction,P8211,Small,Gross profit ratio,Upper bound (75th percentile),,percentage,% of sales and/or services,not available
2024,Sports and physical recreation instruction,P8211,Small,Gross profit ratio,Median (50th percentile),,percentage,% of sales and/or services,not available
2024,Sports and physical recreation instruction,P8211,Small,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Sports and physical recreation instruction,P8211,Small,Return on total assets,Upper bound (75th percentile),0.42,percentage,% of total assets,
2024,Sports and physical recreation instruction,P8211,Small,Return on total assets,Median (50th percentile),0,percentage,% of total assets,
2024,Sports and physical recreation instruction,P8211,Small,Liability structure,Lower bound (25th percentile),-0.05,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Sports and physical recreation instruction,P8211,Small,Liability structure,Upper bound (75th percentile),0.82,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Sports and physical recreation instruction,P8211,Small,Liability structure,Median (50th percentile),0.15,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Sports and physical recreation instruction,P8211,Small,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Sports and physical recreation instruction,P8211,Small,Salaries and wages / turnover ratio,Upper bound (75th percentile),0,percentage,% of turnover income,
2024,Sports and physical recreation instruction,P8211,Small,Salaries and wages / turnover ratio,Median (50th percentile),0,percentage,% of turnover income,
2024,Sports and physical recreation instruction,P8211,Small,Quick ratio,Lower bound (25th percentile),0.24,percentage,% of total current liabilities,
2024,Sports and physical recreation instruction,P8211,Small,Quick ratio,Upper bound (75th percentile),3.26,percentage,% of total current liabilities,
2024,Sports and physical recreation instruction,P8211,Small,Quick ratio,Median (50th percentile),0.74,percentage,% of total current liabilities,
2024,Sports and physical recreation instruction,P8211,Small,Current ratio,Lower bound (25th percentile),0.3,percentage,% of total current liabilities,
2024,Sports and physical recreation instruction,P8211,Small,Current ratio,Upper bound (75th percentile),3.35,percentage,% of total current liabilities,
2024,Sports and physical recreation instruction,P8211,Small,Current ratio,Median (50th percentile),0.75,percentage,% of total current liabilities,
2024,Sports and physical recreation instruction,P8211,Small,Stock turnover per annum,Lower bound (25th percentile),,number,Ratio,not available
2024,Sports and physical recreation instruction,P8211,Small,Stock turnover per annum,Upper bound (75th percentile),,number,Ratio,not available
2024,Sports and physical recreation instruction,P8211,Small,Stock turnover per annum,Median (50th percentile),,number,Ratio,not available
2024,Technical and vocational education and training,P8101,Large,Current ratio,Lower bound (25th percentile),0.79,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Large,Current ratio,Upper bound (75th percentile),2.61,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Large,Current ratio,Median (50th percentile),1.21,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Large,Stock turnover per annum,Lower bound (25th percentile),,number,Ratio,not available
2024,Technical and vocational education and training,P8101,Large,Stock turnover per annum,Upper bound (75th percentile),,number,Ratio,not available
2024,Technical and vocational education and training,P8101,Large,Stock turnover per annum,Median (50th percentile),,number,Ratio,not available
2024,Technical and vocational education and training,P8101,Large,Return on equity,Lower bound (25th percentile),0.11,percentage,% of total proprietor or shareholder funds,
2024,Technical and vocational education and training,P8101,Large,Return on equity,Upper bound (75th percentile),0.86,percentage,% of total proprietor or shareholder funds,
2024,Technical and vocational education and training,P8101,Large,Return on equity,Median (50th percentile),0.3,percentage,% of total proprietor or shareholder funds,
2024,Technical and vocational education and training,P8101,Large,Gross profit ratio,Lower bound (25th percentile),,percentage,% of sales and/or services,not available
2024,Technical and vocational education and training,P8101,Large,Gross profit ratio,Upper bound (75th percentile),,percentage,% of sales and/or services,not available
2024,Technical and vocational education and training,P8101,Large,Gross profit ratio,Median (50th percentile),,percentage,% of sales and/or services,not available
2024,Technical and vocational education and training,P8101,Large,Return on total assets,Lower bound (25th percentile),-0.11,percentage,% of total assets,
2024,Technical and vocational education and training,P8101,Large,Return on total assets,Upper bound (75th percentile),0.39,percentage,% of total assets,
2024,Technical and vocational education and training,P8101,Large,Return on total assets,Median (50th percentile),0.07,percentage,% of total assets,
2024,Technical and vocational education and training,P8101,Large,Liability structure,Lower bound (25th percentile),0.16,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Technical and vocational education and training,P8101,Large,Liability structure,Upper bound (75th percentile),0.77,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Technical and vocational education and training,P8101,Large,Liability structure,Median (50th percentile),0.46,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Technical and vocational education and training,P8101,Large,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.24,percentage,% of turnover income,
2024,Technical and vocational education and training,P8101,Large,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.5,percentage,% of turnover income,
2024,Technical and vocational education and training,P8101,Large,Salaries and wages / turnover ratio,Median (50th percentile),0.4,percentage,% of turnover income,
2024,Technical and vocational education and training,P8101,Large,Quick ratio,Lower bound (25th percentile),0.79,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Large,Quick ratio,Upper bound (75th percentile),2.61,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Large,Quick ratio,Median (50th percentile),1.2,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Medium,Current ratio,Lower bound (25th percentile),0.88,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Medium,Current ratio,Upper bound (75th percentile),2.73,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Medium,Current ratio,Median (50th percentile),1.34,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Medium,Gross profit ratio,Lower bound (25th percentile),,percentage,% of sales and/or services,not available
2024,Technical and vocational education and training,P8101,Medium,Gross profit ratio,Upper bound (75th percentile),,percentage,% of sales and/or services,not available
2024,Technical and vocational education and training,P8101,Medium,Gross profit ratio,Median (50th percentile),,percentage,% of sales and/or services,not available
2024,Technical and vocational education and training,P8101,Medium,Liability structure,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Technical and vocational education and training,P8101,Medium,Liability structure,Upper bound (75th percentile),0.68,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Technical and vocational education and training,P8101,Medium,Liability structure,Median (50th percentile),0.44,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Technical and vocational education and training,P8101,Medium,Quick ratio,Lower bound (25th percentile),0.88,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Medium,Quick ratio,Upper bound (75th percentile),2.73,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Medium,Quick ratio,Median (50th percentile),1.34,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Medium,Stock turnover per annum,Lower bound (25th percentile),,number,Ratio,not available
2024,Technical and vocational education and training,P8101,Medium,Stock turnover per annum,Upper bound (75th percentile),,number,Ratio,not available
2024,Technical and vocational education and training,P8101,Medium,Stock turnover per annum,Median (50th percentile),,number,Ratio,not available
2024,Technical and vocational education and training,P8101,Medium,Return on equity,Lower bound (25th percentile),0.05,percentage,% of total proprietor or shareholder funds,
2024,Technical and vocational education and training,P8101,Medium,Return on equity,Upper bound (75th percentile),0.86,percentage,% of total proprietor or shareholder funds,
2024,Technical and vocational education and training,P8101,Medium,Return on equity,Median (50th percentile),0.22,percentage,% of total proprietor or shareholder funds,
2024,Technical and vocational education and training,P8101,Medium,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Technical and vocational education and training,P8101,Medium,Return on total assets,Upper bound (75th percentile),0.3,percentage,% of total assets,
2024,Technical and vocational education and training,P8101,Medium,Return on total assets,Median (50th percentile),0.07,percentage,% of total assets,
2024,Technical and vocational education and training,P8101,Medium,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.14,percentage,% of turnover income,
2024,Technical and vocational education and training,P8101,Medium,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.46,percentage,% of turnover income,
2024,Technical and vocational education and training,P8101,Medium,Salaries and wages / turnover ratio,Median (50th percentile),0.32,percentage,% of turnover income,
2024,Technical and vocational education and training,P8101,Micro,Gross profit ratio,Lower bound (25th percentile),,percentage,% of sales and/or services,not available
2024,Technical and vocational education and training,P8101,Micro,Gross profit ratio,Upper bound (75th percentile),,percentage,% of sales and/or services,not available
2024,Technical and vocational education and training,P8101,Micro,Gross profit ratio,Median (50th percentile),,percentage,% of sales and/or services,not available
2024,Technical and vocational education and training,P8101,Micro,Liability structure,Lower bound (25th percentile),0.06,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Technical and vocational education and training,P8101,Micro,Liability structure,Upper bound (75th percentile),0.91,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Technical and vocational education and training,P8101,Micro,Liability structure,Median (50th percentile),0.55,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Technical and vocational education and training,P8101,Micro,Quick ratio,Lower bound (25th percentile),0.57,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Micro,Quick ratio,Upper bound (75th percentile),7.89,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Micro,Quick ratio,Median (50th percentile),2.06,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Micro,Current ratio,Lower bound (25th percentile),0.67,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Micro,Current ratio,Upper bound (75th percentile),7.89,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Micro,Current ratio,Median (50th percentile),2.06,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Micro,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Technical and vocational education and training,P8101,Micro,Return on equity,Upper bound (75th percentile),0.07,percentage,% of total proprietor or shareholder funds,
2024,Technical and vocational education and training,P8101,Micro,Return on equity,Median (50th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Technical and vocational education and training,P8101,Micro,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Technical and vocational education and training,P8101,Micro,Return on total assets,Upper bound (75th percentile),0.16,percentage,% of total assets,
2024,Technical and vocational education and training,P8101,Micro,Return on total assets,Median (50th percentile),0,percentage,% of total assets,
2024,Technical and vocational education and training,P8101,Micro,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Technical and vocational education and training,P8101,Micro,Salaries and wages / turnover ratio,Upper bound (75th percentile),0,percentage,% of turnover income,
2024,Technical and vocational education and training,P8101,Micro,Salaries and wages / turnover ratio,Median (50th percentile),0,percentage,% of turnover income,
2024,Technical and vocational education and training,P8101,Micro,Stock turnover per annum,Lower bound (25th percentile),,number,Ratio,not available
2024,Technical and vocational education and training,P8101,Micro,Stock turnover per annum,Upper bound (75th percentile),,number,Ratio,not available
2024,Technical and vocational education and training,P8101,Micro,Stock turnover per annum,Median (50th percentile),,number,Ratio,not available
2024,Technical and vocational education and training,P8101,Small,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Technical and vocational education and training,P8101,Small,Return on equity,Upper bound (75th percentile),0.64,percentage,% of total proprietor or shareholder funds,
2024,Technical and vocational education and training,P8101,Small,Return on equity,Median (50th percentile),0.17,percentage,% of total proprietor or shareholder funds,
2024,Technical and vocational education and training,P8101,Small,Gross profit ratio,Lower bound (25th percentile),,percentage,% of sales and/or services,not available
2024,Technical and vocational education and training,P8101,Small,Gross profit ratio,Upper bound (75th percentile),,percentage,% of sales and/or services,not available
2024,Technical and vocational education and training,P8101,Small,Gross profit ratio,Median (50th percentile),,percentage,% of sales and/or services,not available
2024,Technical and vocational education and training,P8101,Small,Return on total assets,Lower bound (25th percentile),-0.03,percentage,% of total assets,
2024,Technical and vocational education and training,P8101,Small,Return on total assets,Upper bound (75th percentile),0.26,percentage,% of total assets,
2024,Technical and vocational education and training,P8101,Small,Return on total assets,Median (50th percentile),0,percentage,% of total assets,
2024,Technical and vocational education and training,P8101,Small,Liability structure,Lower bound (25th percentile),-0.21,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Technical and vocational education and training,P8101,Small,Liability structure,Upper bound (75th percentile),0.69,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Technical and vocational education and training,P8101,Small,Liability structure,Median (50th percentile),0.16,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Technical and vocational education and training,P8101,Small,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Technical and vocational education and training,P8101,Small,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.3,percentage,% of turnover income,
2024,Technical and vocational education and training,P8101,Small,Salaries and wages / turnover ratio,Median (50th percentile),0.03,percentage,% of turnover income,
2024,Technical and vocational education and training,P8101,Small,Quick ratio,Lower bound (25th percentile),0.25,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Small,Quick ratio,Upper bound (75th percentile),1.32,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Small,Quick ratio,Median (50th percentile),0.85,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Small,Current ratio,Lower bound (25th percentile),0.26,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Small,Current ratio,Upper bound (75th percentile),1.32,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Small,Current ratio,Median (50th percentile),0.85,percentage,% of total current liabilities,
2024,Technical and vocational education and training,P8101,Small,Stock turnover per annum,Lower bound (25th percentile),,number,Ratio,not available
2024,Technical and vocational education and training,P8101,Small,Stock turnover per annum,Upper bound (75th percentile),,number,Ratio,not available
2024,Technical and vocational education and training,P8101,Small,Stock turnover per annum,Median (50th percentile),,number,Ratio,not available
2024,Solid waste collection services,D2911,Large,Current ratio,Lower bound (25th percentile),0.44,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Large,Current ratio,Upper bound (75th percentile),2.07,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Large,Current ratio,Median (50th percentile),0.8,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Large,Stock turnover per annum,Lower bound (25th percentile),,number,Ratio,not available
2024,Solid waste collection services,D2911,Large,Stock turnover per annum,Upper bound (75th percentile),,number,Ratio,not available
2024,Solid waste collection services,D2911,Large,Stock turnover per annum,Median (50th percentile),,number,Ratio,not available
2024,Solid waste collection services,D2911,Large,Return on equity,Lower bound (25th percentile),0.01,percentage,% of total proprietor or shareholder funds,
2024,Solid waste collection services,D2911,Large,Return on equity,Upper bound (75th percentile),0.99,percentage,% of total proprietor or shareholder funds,
2024,Solid waste collection services,D2911,Large,Return on equity,Median (50th percentile),0.27,percentage,% of total proprietor or shareholder funds,
2024,Solid waste collection services,D2911,Large,Gross profit ratio,Lower bound (25th percentile),,percentage,% of sales and/or services,not available
2024,Solid waste collection services,D2911,Large,Gross profit ratio,Upper bound (75th percentile),,percentage,% of sales and/or services,not available
2024,Solid waste collection services,D2911,Large,Gross profit ratio,Median (50th percentile),,percentage,% of sales and/or services,not available
2024,Solid waste collection services,D2911,Large,Return on total assets,Lower bound (25th percentile),0.02,percentage,% of total assets,
2024,Solid waste collection services,D2911,Large,Return on total assets,Upper bound (75th percentile),0.25,percentage,% of total assets,
2024,Solid waste collection services,D2911,Large,Return on total assets,Median (50th percentile),0.12,percentage,% of total assets,
2024,Solid waste collection services,D2911,Large,Liability structure,Lower bound (25th percentile),0.07,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Solid waste collection services,D2911,Large,Liability structure,Upper bound (75th percentile),0.66,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Solid waste collection services,D2911,Large,Liability structure,Median (50th percentile),0.25,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Solid waste collection services,D2911,Large,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.13,percentage,% of turnover income,
2024,Solid waste collection services,D2911,Large,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.28,percentage,% of turnover income,
2024,Solid waste collection services,D2911,Large,Salaries and wages / turnover ratio,Median (50th percentile),0.19,percentage,% of turnover income,
2024,Solid waste collection services,D2911,Large,Quick ratio,Lower bound (25th percentile),0.44,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Large,Quick ratio,Upper bound (75th percentile),2.07,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Large,Quick ratio,Median (50th percentile),0.8,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Medium,Current ratio,Lower bound (25th percentile),0.53,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Medium,Current ratio,Upper bound (75th percentile),3.87,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Medium,Current ratio,Median (50th percentile),1.26,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Medium,Gross profit ratio,Lower bound (25th percentile),,percentage,% of sales and/or services,not available
2024,Solid waste collection services,D2911,Medium,Gross profit ratio,Upper bound (75th percentile),,percentage,% of sales and/or services,not available
2024,Solid waste collection services,D2911,Medium,Gross profit ratio,Median (50th percentile),,percentage,% of sales and/or services,not available
2024,Solid waste collection services,D2911,Medium,Liability structure,Lower bound (25th percentile),0.01,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Solid waste collection services,D2911,Medium,Liability structure,Upper bound (75th percentile),0.58,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Solid waste collection services,D2911,Medium,Liability structure,Median (50th percentile),0.24,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Solid waste collection services,D2911,Medium,Quick ratio,Lower bound (25th percentile),0.53,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Medium,Quick ratio,Upper bound (75th percentile),3.87,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Medium,Quick ratio,Median (50th percentile),1.26,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Medium,Stock turnover per annum,Lower bound (25th percentile),,number,Ratio,not available
2024,Solid waste collection services,D2911,Medium,Stock turnover per annum,Upper bound (75th percentile),,number,Ratio,not available
2024,Solid waste collection services,D2911,Medium,Stock turnover per annum,Median (50th percentile),,number,Ratio,not available
2024,Solid waste collection services,D2911,Medium,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Solid waste collection services,D2911,Medium,Return on equity,Upper bound (75th percentile),0.64,percentage,% of total proprietor or shareholder funds,
2024,Solid waste collection services,D2911,Medium,Return on equity,Median (50th percentile),0.17,percentage,% of total proprietor or shareholder funds,
2024,Solid waste collection services,D2911,Medium,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Solid waste collection services,D2911,Medium,Return on total assets,Upper bound (75th percentile),0.19,percentage,% of total assets,
2024,Solid waste collection services,D2911,Medium,Return on total assets,Median (50th percentile),0.03,percentage,% of total assets,
2024,Solid waste collection services,D2911,Medium,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Solid waste collection services,D2911,Medium,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.2,percentage,% of turnover income,
2024,Solid waste collection services,D2911,Medium,Salaries and wages / turnover ratio,Median (50th percentile),0.07,percentage,% of turnover income,
2024,Solid waste collection services,D2911,Micro,Gross profit ratio,Lower bound (25th percentile),,percentage,% of sales and/or services,not available
2024,Solid waste collection services,D2911,Micro,Gross profit ratio,Upper bound (75th percentile),,percentage,% of sales and/or services,not available
2024,Solid waste collection services,D2911,Micro,Gross profit ratio,Median (50th percentile),,percentage,% of sales and/or services,not available
2024,Solid waste collection services,D2911,Micro,Liability structure,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Solid waste collection services,D2911,Micro,Liability structure,Upper bound (75th percentile),0.7,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Solid waste collection services,D2911,Micro,Liability structure,Median (50th percentile),0.07,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Solid waste collection services,D2911,Micro,Quick ratio,Lower bound (25th percentile),0.21,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Micro,Quick ratio,Upper bound (75th percentile),3.92,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Micro,Quick ratio,Median (50th percentile),0.94,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Micro,Current ratio,Lower bound (25th percentile),0.22,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Micro,Current ratio,Upper bound (75th percentile),3.92,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Micro,Current ratio,Median (50th percentile),1,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Micro,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Solid waste collection services,D2911,Micro,Return on equity,Upper bound (75th percentile),1.05,percentage,% of total proprietor or shareholder funds,
2024,Solid waste collection services,D2911,Micro,Return on equity,Median (50th percentile),0.13,percentage,% of total proprietor or shareholder funds,
2024,Solid waste collection services,D2911,Micro,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Solid waste collection services,D2911,Micro,Return on total assets,Upper bound (75th percentile),0.26,percentage,% of total assets,
2024,Solid waste collection services,D2911,Micro,Return on total assets,Median (50th percentile),0.01,percentage,% of total assets,
2024,Solid waste collection services,D2911,Micro,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Solid waste collection services,D2911,Micro,Salaries and wages / turnover ratio,Upper bound (75th percentile),0,percentage,% of turnover income,
2024,Solid waste collection services,D2911,Micro,Salaries and wages / turnover ratio,Median (50th percentile),0,percentage,% of turnover income,
2024,Solid waste collection services,D2911,Micro,Stock turnover per annum,Lower bound (25th percentile),,number,Ratio,not available
2024,Solid waste collection services,D2911,Micro,Stock turnover per annum,Upper bound (75th percentile),,number,Ratio,not available
2024,Solid waste collection services,D2911,Micro,Stock turnover per annum,Median (50th percentile),,number,Ratio,not available
2024,Solid waste collection services,D2911,Small,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Solid waste collection services,D2911,Small,Return on equity,Upper bound (75th percentile),0.54,percentage,% of total proprietor or shareholder funds,
2024,Solid waste collection services,D2911,Small,Return on equity,Median (50th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Solid waste collection services,D2911,Small,Gross profit ratio,Lower bound (25th percentile),,percentage,% of sales and/or services,not available
2024,Solid waste collection services,D2911,Small,Gross profit ratio,Upper bound (75th percentile),,percentage,% of sales and/or services,not available
2024,Solid waste collection services,D2911,Small,Gross profit ratio,Median (50th percentile),,percentage,% of sales and/or services,not available
2024,Solid waste collection services,D2911,Small,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Solid waste collection services,D2911,Small,Return on total assets,Upper bound (75th percentile),0.14,percentage,% of total assets,
2024,Solid waste collection services,D2911,Small,Return on total assets,Median (50th percentile),0,percentage,% of total assets,
2024,Solid waste collection services,D2911,Small,Liability structure,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Solid waste collection services,D2911,Small,Liability structure,Upper bound (75th percentile),0.75,percentage,% of total proprietor or shareholder funds plus total liabilities,
