Calendar Year,Measure,Item,Item Code,Code,Value,Value Unit,Value Label,Null Reason
2024,Imports (cost including insurance and freight),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,584634,nzd,NZD thousands,
2000,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,141189,nzd,NZD thousands,
2001,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,150424,nzd,NZD thousands,
2002,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,165021,nzd,NZD thousands,
2003,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,174470,nzd,NZD thousands,
2004,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,173480,nzd,NZD thousands,
2005,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,178740,nzd,NZD thousands,
2006,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,202120,nzd,NZD thousands,
2007,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,235690,nzd,NZD thousands,
2008,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,286090,nzd,NZD thousands,
2009,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,288266,nzd,NZD thousands,
2010,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,260245,nzd,NZD thousands,
2011,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,258463,nzd,NZD thousands,
2012,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,251623,nzd,NZD thousands,
2013,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,238339,nzd,NZD thousands,
2014,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,245263,nzd,NZD thousands,
2015,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,274670,nzd,NZD thousands,
2016,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,285259,nzd,NZD thousands,
2017,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,304844,nzd,NZD thousands,
2018,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,313095,nzd,NZD thousands,
2019,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,326180,nzd,NZD thousands,
2020,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,333540,nzd,NZD thousands,
2021,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,344135,nzd,NZD thousands,
2022,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,419706,nzd,NZD thousands,
2023,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,500419,nzd,NZD thousands,
2024,Imports (value for duty),"Preparations of vegetables, fruit, nuts or other parts of plants",HS20,20,553935,nzd,NZD thousands,
2000,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,324838,nzd,NZD thousands,
2001,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,343031,nzd,NZD thousands,
2002,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,360969,nzd,NZD thousands,
2003,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,340062,nzd,NZD thousands,
2004,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,365758,nzd,NZD thousands,
2005,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,399163,nzd,NZD thousands,
2006,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,451630,nzd,NZD thousands,
2007,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,459636,nzd,NZD thousands,
2008,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,506684,nzd,NZD thousands,
2009,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,540650,nzd,NZD thousands,
2010,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,537940,nzd,NZD thousands,
2011,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,574687,nzd,NZD thousands,
2012,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,595394,nzd,NZD thousands,
2013,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,623920,nzd,NZD thousands,
2014,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,666989,nzd,NZD thousands,
2015,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,794238,nzd,NZD thousands,
2016,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,826880,nzd,NZD thousands,
2017,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,864164,nzd,NZD thousands,
2018,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,1016444,nzd,NZD thousands,
2019,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,981480,nzd,NZD thousands,
2020,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,965987,nzd,NZD thousands,
2021,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,1019277,nzd,NZD thousands,
2022,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,1123013,nzd,NZD thousands,
2023,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,1145455,nzd,NZD thousands,
2024,Imports (cost including insurance and freight),Miscellaneous edible preparations,HS21,21,1230106,nzd,NZD thousands,
2000,Imports (value for duty),Miscellaneous edible preparations,HS21,21,309310,nzd,NZD thousands,
2001,Imports (value for duty),Miscellaneous edible preparations,HS21,21,326084,nzd,NZD thousands,
2002,Imports (value for duty),Miscellaneous edible preparations,HS21,21,344957,nzd,NZD thousands,
2003,Imports (value for duty),Miscellaneous edible preparations,HS21,21,325973,nzd,NZD thousands,
2004,Imports (value for duty),Miscellaneous edible preparations,HS21,21,350310,nzd,NZD thousands,
2005,Imports (value for duty),Miscellaneous edible preparations,HS21,21,381421,nzd,NZD thousands,
2006,Imports (value for duty),Miscellaneous edible preparations,HS21,21,429650,nzd,NZD thousands,
2007,Imports (value for duty),Miscellaneous edible preparations,HS21,21,439374,nzd,NZD thousands,
2008,Imports (value for duty),Miscellaneous edible preparations,HS21,21,483835,nzd,NZD thousands,
2009,Imports (value for duty),Miscellaneous edible preparations,HS21,21,518050,nzd,NZD thousands,
2010,Imports (value for duty),Miscellaneous edible preparations,HS21,21,516015,nzd,NZD thousands,
2011,Imports (value for duty),Miscellaneous edible preparations,HS21,21,552584,nzd,NZD thousands,
2012,Imports (value for duty),Miscellaneous edible preparations,HS21,21,572268,nzd,NZD thousands,
2013,Imports (value for duty),Miscellaneous edible preparations,HS21,21,599659,nzd,NZD thousands,
2014,Imports (value for duty),Miscellaneous edible preparations,HS21,21,643794,nzd,NZD thousands,
2015,Imports (value for duty),Miscellaneous edible preparations,HS21,21,768658,nzd,NZD thousands,
2016,Imports (value for duty),Miscellaneous edible preparations,HS21,21,802605,nzd,NZD thousands,
2017,Imports (value for duty),Miscellaneous edible preparations,HS21,21,839760,nzd,NZD thousands,
2018,Imports (value for duty),Miscellaneous edible preparations,HS21,21,985960,nzd,NZD thousands,
2019,Imports (value for duty),Miscellaneous edible preparations,HS21,21,949994,nzd,NZD thousands,
2020,Imports (value for duty),Miscellaneous edible preparations,HS21,21,933715,nzd,NZD thousands,
2021,Imports (value for duty),Miscellaneous edible preparations,HS21,21,968691,nzd,NZD thousands,
2022,Imports (value for duty),Miscellaneous edible preparations,HS21,21,1053673,nzd,NZD thousands,
2023,Imports (value for duty),Miscellaneous edible preparations,HS21,21,1100539,nzd,NZD thousands,
2024,Imports (value for duty),Miscellaneous edible preparations,HS21,21,1194036,nzd,NZD thousands,
2000,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,314177,nzd,NZD thousands,
2001,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,338978,nzd,NZD thousands,
2002,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,351873,nzd,NZD thousands,
2003,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,356136,nzd,NZD thousands,
2004,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,364925,nzd,NZD thousands,
2005,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,383684,nzd,NZD thousands,
2006,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,417531,nzd,NZD thousands,
2007,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,423871,nzd,NZD thousands,
2008,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,474613,nzd,NZD thousands,
2009,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,423167,nzd,NZD thousands,
2010,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,440932,nzd,NZD thousands,
2011,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,450685,nzd,NZD thousands,
2012,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,472296,nzd,NZD thousands,
2013,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,492291,nzd,NZD thousands,
2014,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,475099,nzd,NZD thousands,
2015,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,510746,nzd,NZD thousands,
2016,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,566545,nzd,NZD thousands,
2017,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,582034,nzd,NZD thousands,
2018,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,649749,nzd,NZD thousands,
2019,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,700424,nzd,NZD thousands,
2020,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,710186,nzd,NZD thousands,
2021,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,814386,nzd,NZD thousands,
2022,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,917533,nzd,NZD thousands,
2023,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,930702,nzd,NZD thousands,
2024,Imports (cost including insurance and freight),"Beverages, spirits and vinegar",HS22,22,862812,nzd,NZD thousands,
2000,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,294547,nzd,NZD thousands,
2001,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,317403,nzd,NZD thousands,
2002,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,331442,nzd,NZD thousands,
2003,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,336812,nzd,NZD thousands,
2004,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,345555,nzd,NZD thousands,
2005,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,360413,nzd,NZD thousands,
2006,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,391690,nzd,NZD thousands,
2007,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,400717,nzd,NZD thousands,
2008,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,447738,nzd,NZD thousands,
2009,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,397556,nzd,NZD thousands,
2010,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,415926,nzd,NZD thousands,
2011,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,426895,nzd,NZD thousands,
2012,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,447958,nzd,NZD thousands,
2013,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,466710,nzd,NZD thousands,
2014,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,452243,nzd,NZD thousands,
2015,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,485029,nzd,NZD thousands,
2016,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,543337,nzd,NZD thousands,
2017,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,559745,nzd,NZD thousands,
2018,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,622774,nzd,NZD thousands,
2019,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,669491,nzd,NZD thousands,
2020,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,680820,nzd,NZD thousands,
2021,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,769588,nzd,NZD thousands,
2022,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,841436,nzd,NZD thousands,
2023,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,875376,nzd,NZD thousands,
2024,Imports (value for duty),"Beverages, spirits and vinegar",HS22,22,826598,nzd,NZD thousands,
2000,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,117668,nzd,NZD thousands,
2001,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,148697,nzd,NZD thousands,
2002,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,150575,nzd,NZD thousands,
2003,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,147184,nzd,NZD thousands,
2004,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,149247,nzd,NZD thousands,
2005,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,167526,nzd,NZD thousands,
2006,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,198888,nzd,NZD thousands,
2007,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,291561,nzd,NZD thousands,
2008,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,648118,nzd,NZD thousands,
2009,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,377308,nzd,NZD thousands,
2010,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,563720,nzd,NZD thousands,
2011,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,653928,nzd,NZD thousands,
2012,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,644303,nzd,NZD thousands,
2013,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,751775,nzd,NZD thousands,
2014,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,985535,nzd,NZD thousands,
2015,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,842182,nzd,NZD thousands,
2016,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,707208,nzd,NZD thousands,
2017,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,903939,nzd,NZD thousands,
2018,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,1108603,nzd,NZD thousands,
2019,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,1054498,nzd,NZD thousands,
2020,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,1256201,nzd,NZD thousands,
2021,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,1380859,nzd,NZD thousands,
2022,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,1978156,nzd,NZD thousands,
2023,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,1442858,nzd,NZD thousands,
2024,Imports (cost including insurance and freight),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,1651953,nzd,NZD thousands,
2000,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,106560,nzd,NZD thousands,
2001,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,132771,nzd,NZD thousands,
2002,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,135186,nzd,NZD thousands,
2003,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,133880,nzd,NZD thousands,
2004,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,133755,nzd,NZD thousands,
2005,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,143896,nzd,NZD thousands,
2006,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,162897,nzd,NZD thousands,
2007,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,243784,nzd,NZD thousands,
2008,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,502608,nzd,NZD thousands,
2009,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,319078,nzd,NZD thousands,
2010,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,467601,nzd,NZD thousands,
2011,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,564587,nzd,NZD thousands,
2012,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,556291,nzd,NZD thousands,
2013,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,672048,nzd,NZD thousands,
2014,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,877445,nzd,NZD thousands,
2015,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,742770,nzd,NZD thousands,
2016,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,642488,nzd,NZD thousands,
2017,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,807384,nzd,NZD thousands,
2018,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,991509,nzd,NZD thousands,
2019,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,945275,nzd,NZD thousands,
2020,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,1141269,nzd,NZD thousands,
2021,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,1260097,nzd,NZD thousands,
2022,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,1819920,nzd,NZD thousands,
2023,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,1341562,nzd,NZD thousands,
2024,Imports (value for duty),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,1527022,nzd,NZD thousands,
2000,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,41382,nzd,NZD thousands,
2001,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,38309,nzd,NZD thousands,
2002,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,47166,nzd,NZD thousands,
2003,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,47831,nzd,NZD thousands,
2004,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,38750,nzd,NZD thousands,
2005,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,32584,nzd,NZD thousands,
2006,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,60319,nzd,NZD thousands,
2007,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,76465,nzd,NZD thousands,
2008,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,76109,nzd,NZD thousands,
2009,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,86628,nzd,NZD thousands,
2010,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,91835,nzd,NZD thousands,
2011,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,98468,nzd,NZD thousands,
2012,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,100653,nzd,NZD thousands,
2013,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,101275,nzd,NZD thousands,
2014,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,127639,nzd,NZD thousands,
2015,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,224996,nzd,NZD thousands,
2016,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,324610,nzd,NZD thousands,
2017,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,301146,nzd,NZD thousands,
2018,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,238717,nzd,NZD thousands,
2019,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,257741,nzd,NZD thousands,
2020,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,156056,nzd,NZD thousands,
2021,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,242474,nzd,NZD thousands,
2022,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,228514,nzd,NZD thousands,
2023,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,233113,nzd,NZD thousands,
2024,Imports (cost including insurance and freight),Tobacco and manufactured tobacco substitutes,HS24,24,343439,nzd,NZD thousands,
2000,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,39454,nzd,NZD thousands,
2001,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,36891,nzd,NZD thousands,
2002,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,45294,nzd,NZD thousands,
2003,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,46112,nzd,NZD thousands,
2004,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,37335,nzd,NZD thousands,
2005,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,31434,nzd,NZD thousands,
2006,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,58713,nzd,NZD thousands,
2007,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,74624,nzd,NZD thousands,
2008,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,73907,nzd,NZD thousands,
2009,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,84616,nzd,NZD thousands,
2010,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,89262,nzd,NZD thousands,
2011,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,95617,nzd,NZD thousands,
2012,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,95354,nzd,NZD thousands,
2013,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,97667,nzd,NZD thousands,
2014,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,123565,nzd,NZD thousands,
2015,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,220651,nzd,NZD thousands,
2016,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,321680,nzd,NZD thousands,
2017,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,298385,nzd,NZD thousands,
2018,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,235525,nzd,NZD thousands,
2019,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,254895,nzd,NZD thousands,
2020,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,153823,nzd,NZD thousands,
2021,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,237504,nzd,NZD thousands,
2022,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,219215,nzd,NZD thousands,
2023,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,224075,nzd,NZD thousands,
2024,Imports (value for duty),Tobacco and manufactured tobacco substitutes,HS24,24,334513,nzd,NZD thousands,
2000,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,222857,nzd,NZD thousands,
2001,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,263563,nzd,NZD thousands,
2002,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,225219,nzd,NZD thousands,
2003,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,216317,nzd,NZD thousands,
2004,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,249480,nzd,NZD thousands,
2005,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,227076,nzd,NZD thousands,
2006,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,184850,nzd,NZD thousands,
2007,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,227118,nzd,NZD thousands,
2008,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,740143,nzd,NZD thousands,
2009,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,183186,nzd,NZD thousands,
2010,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,317244,nzd,NZD thousands,
2011,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,305303,nzd,NZD thousands,
2012,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,319187,nzd,NZD thousands,
2013,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,302396,nzd,NZD thousands,
2014,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,308889,nzd,NZD thousands,
2015,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,307801,nzd,NZD thousands,
2016,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,250901,nzd,NZD thousands,
2017,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,233258,nzd,NZD thousands,
2018,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,279308,nzd,NZD thousands,
2019,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,246551,nzd,NZD thousands,
2020,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,220042,nzd,NZD thousands,
2021,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,331227,nzd,NZD thousands,
2022,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,529397,nzd,NZD thousands,
2023,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,328437,nzd,NZD thousands,
2024,Imports (cost including insurance and freight),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,276243,nzd,NZD thousands,
