Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Ethnic group,Value,Value Unit,Value Label,Null Reason
2024,Sales and marketing,S0805,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,65,number,Number of students enrolled,
2024,Sales and marketing,S0805,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Māori,5,number,Number of students enrolled,
2024,Sales and marketing,S0805,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Sales and marketing,S0805,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Asian,15,number,Number of students enrolled,
2024,Sales and marketing,S0805,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Other,5,number,Number of students enrolled,
2024,Sales and marketing,S0805,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,85,number,Number of students enrolled,
2024,Sales and marketing,S0805,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,European,45,number,Number of students enrolled,
2024,Sales and marketing,S0805,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Māori,15,number,Number of students enrolled,
2024,Sales and marketing,S0805,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Sales and marketing,S0805,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Asian,25,number,Number of students enrolled,
2024,Sales and marketing,S0805,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Other,5,number,Number of students enrolled,
2024,Sales and marketing,S0805,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,75,number,Number of students enrolled,
2024,Sales and marketing,S0805,Masters degree,Masters Degree,Domestic,European,100,number,Number of students enrolled,
2024,Sales and marketing,S0805,Masters degree,Masters Degree,Domestic,Māori,15,number,Number of students enrolled,
2024,Sales and marketing,S0805,Masters degree,Masters Degree,Domestic,Pacific Peoples,15,number,Number of students enrolled,
2024,Sales and marketing,S0805,Masters degree,Masters Degree,Domestic,Asian,170,number,Number of students enrolled,
2024,Sales and marketing,S0805,Masters degree,Masters Degree,Domestic,Other,20,number,Number of students enrolled,
2024,Sales and marketing,S0805,Masters degree,Masters Degree,Domestic,Total,295,number,Number of students enrolled,
2024,Sales and marketing,S0805,Doctorate degree,Doctorate Degree,Domestic,European,20,number,Number of students enrolled,
2024,Sales and marketing,S0805,Doctorate degree,Doctorate Degree,Domestic,Māori,0,number,Number of students enrolled,
2024,Sales and marketing,S0805,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Sales and marketing,S0805,Doctorate degree,Doctorate Degree,Domestic,Asian,15,number,Number of students enrolled,
2024,Sales and marketing,S0805,Doctorate degree,Doctorate Degree,Domestic,Other,5,number,Number of students enrolled,
2024,Sales and marketing,S0805,Doctorate degree,Doctorate Degree,Domestic,Total,35,number,Number of students enrolled,
2024,Sales and marketing,S0805,Total people,Total,Domestic,European,7410,number,Number of students enrolled,
2024,Sales and marketing,S0805,Total people,Total,Domestic,Māori,1485,number,Number of students enrolled,
2024,Sales and marketing,S0805,Total people,Total,Domestic,Pacific Peoples,940,number,Number of students enrolled,
2024,Sales and marketing,S0805,Total people,Total,Domestic,Asian,3245,number,Number of students enrolled,
2024,Sales and marketing,S0805,Total people,Total,Domestic,Other,635,number,Number of students enrolled,
2024,Sales and marketing,S0805,Total people,Total,Domestic,Total,11995,number,Number of students enrolled,
2024,Tourism,S0807,Level 1 certificate,Level 1 Certificate,Domestic,European,10,number,Number of students enrolled,
2024,Tourism,S0807,Level 1 certificate,Level 1 Certificate,Domestic,Māori,15,number,Number of students enrolled,
2024,Tourism,S0807,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Tourism,S0807,Level 1 certificate,Level 1 Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Tourism,S0807,Level 1 certificate,Level 1 Certificate,Domestic,Other,5,number,Number of students enrolled,
2024,Tourism,S0807,Level 1 certificate,Level 1 Certificate,Domestic,Total,25,number,Number of students enrolled,
2024,Tourism,S0807,Level 2 certificate,Level 2 Certificate,Domestic,European,20,number,Number of students enrolled,
2024,Tourism,S0807,Level 2 certificate,Level 2 Certificate,Domestic,Māori,15,number,Number of students enrolled,
2024,Tourism,S0807,Level 2 certificate,Level 2 Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Tourism,S0807,Level 2 certificate,Level 2 Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Tourism,S0807,Level 2 certificate,Level 2 Certificate,Domestic,Other,5,number,Number of students enrolled,
2024,Tourism,S0807,Level 2 certificate,Level 2 Certificate,Domestic,Total,30,number,Number of students enrolled,
2024,Tourism,S0807,Level 3 certificate,Level 3 Certificate,Domestic,European,240,number,Number of students enrolled,
2024,Tourism,S0807,Level 3 certificate,Level 3 Certificate,Domestic,Māori,155,number,Number of students enrolled,
2024,Tourism,S0807,Level 3 certificate,Level 3 Certificate,Domestic,Pacific Peoples,210,number,Number of students enrolled,
2024,Tourism,S0807,Level 3 certificate,Level 3 Certificate,Domestic,Asian,70,number,Number of students enrolled,
2024,Tourism,S0807,Level 3 certificate,Level 3 Certificate,Domestic,Other,25,number,Number of students enrolled,
2024,Tourism,S0807,Level 3 certificate,Level 3 Certificate,Domestic,Total,620,number,Number of students enrolled,
2024,Tourism,S0807,Level 4 certificate,Level 4 Certificate,Domestic,European,185,number,Number of students enrolled,
2024,Tourism,S0807,Level 4 certificate,Level 4 Certificate,Domestic,Māori,85,number,Number of students enrolled,
2024,Tourism,S0807,Level 4 certificate,Level 4 Certificate,Domestic,Pacific Peoples,155,number,Number of students enrolled,
2024,Tourism,S0807,Level 4 certificate,Level 4 Certificate,Domestic,Asian,45,number,Number of students enrolled,
2024,Tourism,S0807,Level 4 certificate,Level 4 Certificate,Domestic,Other,15,number,Number of students enrolled,
2024,Tourism,S0807,Level 4 certificate,Level 4 Certificate,Domestic,Total,450,number,Number of students enrolled,
2024,Tourism,S0807,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,European,200,number,Number of students enrolled,
2024,Tourism,S0807,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Māori,100,number,Number of students enrolled,
2024,Tourism,S0807,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Pacific Peoples,220,number,Number of students enrolled,
2024,Tourism,S0807,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Asian,75,number,Number of students enrolled,
2024,Tourism,S0807,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Other,20,number,Number of students enrolled,
2024,Tourism,S0807,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,600,number,Number of students enrolled,
2024,Tourism,S0807,Bachelor degree,Bachelor Degree,Domestic,European,95,number,Number of students enrolled,
2024,Tourism,S0807,Bachelor degree,Bachelor Degree,Domestic,Māori,25,number,Number of students enrolled,
2024,Tourism,S0807,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,25,number,Number of students enrolled,
2024,Tourism,S0807,Bachelor degree,Bachelor Degree,Domestic,Asian,35,number,Number of students enrolled,
2024,Tourism,S0807,Bachelor degree,Bachelor Degree,Domestic,Other,10,number,Number of students enrolled,
2024,Tourism,S0807,Bachelor degree,Bachelor Degree,Domestic,Total,150,number,Number of students enrolled,
2024,Tourism,S0807,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,5,number,Number of students enrolled,
2024,Tourism,S0807,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Māori,5,number,Number of students enrolled,
2024,Tourism,S0807,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Tourism,S0807,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Asian,0,number,Number of students enrolled,
2024,Tourism,S0807,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Tourism,S0807,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,5,number,Number of students enrolled,
2024,Tourism,S0807,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,European,0,number,Number of students enrolled,
2024,Tourism,S0807,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Māori,0,number,Number of students enrolled,
2024,Tourism,S0807,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Tourism,S0807,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Asian,0,number,Number of students enrolled,
2024,Tourism,S0807,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Other,0,number,Number of students enrolled,
2024,Tourism,S0807,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,5,number,Number of students enrolled,
2024,Tourism,S0807,Masters degree,Masters Degree,Domestic,European,5,number,Number of students enrolled,
2024,Tourism,S0807,Masters degree,Masters Degree,Domestic,Māori,0,number,Number of students enrolled,
2024,Tourism,S0807,Masters degree,Masters Degree,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Tourism,S0807,Masters degree,Masters Degree,Domestic,Asian,5,number,Number of students enrolled,
2024,Tourism,S0807,Masters degree,Masters Degree,Domestic,Other,0,number,Number of students enrolled,
2024,Tourism,S0807,Masters degree,Masters Degree,Domestic,Total,10,number,Number of students enrolled,
2024,Tourism,S0807,Doctorate degree,Doctorate Degree,Domestic,European,10,number,Number of students enrolled,
2024,Tourism,S0807,Doctorate degree,Doctorate Degree,Domestic,Māori,5,number,Number of students enrolled,
2024,Tourism,S0807,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Tourism,S0807,Doctorate degree,Doctorate Degree,Domestic,Asian,5,number,Number of students enrolled,
2024,Tourism,S0807,Doctorate degree,Doctorate Degree,Domestic,Other,5,number,Number of students enrolled,
2024,Tourism,S0807,Doctorate degree,Doctorate Degree,Domestic,Total,20,number,Number of students enrolled,
2024,Tourism,S0807,Total people,Total,Domestic,European,670,number,Number of students enrolled,
2024,Tourism,S0807,Total people,Total,Domestic,Māori,350,number,Number of students enrolled,
2024,Tourism,S0807,Total people,Total,Domestic,Pacific Peoples,540,number,Number of students enrolled,
2024,Tourism,S0807,Total people,Total,Domestic,Asian,215,number,Number of students enrolled,
2024,Tourism,S0807,Total people,Total,Domestic,Other,65,number,Number of students enrolled,
2024,Tourism,S0807,Total people,Total,Domestic,Total,1670,number,Number of students enrolled,
2024,Office administration,S0809,Level 1 certificate,Level 1 Certificate,Domestic,European,5,number,Number of students enrolled,
2024,Office administration,S0809,Level 1 certificate,Level 1 Certificate,Domestic,Māori,5,number,Number of students enrolled,
2024,Office administration,S0809,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Office administration,S0809,Level 1 certificate,Level 1 Certificate,Domestic,Asian,0,number,Number of students enrolled,
2024,Office administration,S0809,Level 1 certificate,Level 1 Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Office administration,S0809,Level 1 certificate,Level 1 Certificate,Domestic,Total,5,number,Number of students enrolled,
2024,Office administration,S0809,Level 2 certificate,Level 2 Certificate,Domestic,European,1095,number,Number of students enrolled,
