Year,Training type,Grouping variable,Category,Field of study,Field of study Code,Value,Value Unit,Value Label,Null Reason
2024,Apprentices,Age group,40-49,Public health,S0613,125,number,Number of people,
2024,Apprentices,Age group,50+,Public health,S0613,85,number,Number of people,
2024,Apprentices,Ethnic group,European,Sales and marketing,S0805,5,number,Number of people,
2024,Apprentices,Ethnic group,Māori,Sales and marketing,S0805,5,number,Number of people,
2024,Apprentices,Ethnic group,Pacific Peoples,Sales and marketing,S0805,5,number,Number of people,
2024,Apprentices,Ethnic group,Asian,Sales and marketing,S0805,5,number,Number of people,
2024,Apprentices,Ethnic group,MELAA,Sales and marketing,S0805,0,number,Number of people,
2024,Apprentices,Ethnic group,Other,Sales and marketing,S0805,0,number,Number of people,
2024,Apprentices,Ethnic group,Total,Sales and marketing,S0805,5,number,Number of people,
2024,Apprentices,Gender,Male,Sales and marketing,S0805,5,number,Number of people,
2024,Apprentices,Gender,Female,Sales and marketing,S0805,5,number,Number of people,
2024,Apprentices,Gender,Total,Sales and marketing,S0805,5,number,Number of people,
2024,Apprentices,Age group,*-19,Sales and marketing,S0805,0,number,Number of people,
2024,Apprentices,Age group,20-29,Sales and marketing,S0805,5,number,Number of people,
2024,Apprentices,Age group,30-39,Sales and marketing,S0805,5,number,Number of people,
2024,Apprentices,Age group,40-49,Sales and marketing,S0805,5,number,Number of people,
2024,Apprentices,Age group,50+,Sales and marketing,S0805,5,number,Number of people,
2024,Apprentices,Ethnic group,European,Sport and recreation,S0921,405,number,Number of people,
2024,Apprentices,Ethnic group,Māori,Sport and recreation,S0921,110,number,Number of people,
2024,Apprentices,Ethnic group,Pacific Peoples,Sport and recreation,S0921,20,number,Number of people,
2024,Apprentices,Ethnic group,Asian,Sport and recreation,S0921,50,number,Number of people,
2024,Apprentices,Ethnic group,MELAA,Sport and recreation,S0921,15,number,Number of people,
2024,Apprentices,Ethnic group,Other,Sport and recreation,S0921,10,number,Number of people,
2024,Apprentices,Ethnic group,Total,Sport and recreation,S0921,550,number,Number of people,
2024,Apprentices,Gender,Male,Sport and recreation,S0921,225,number,Number of people,
2024,Apprentices,Gender,Female,Sport and recreation,S0921,325,number,Number of people,
2024,Apprentices,Gender,Total,Sport and recreation,S0921,550,number,Number of people,
2024,Apprentices,Age group,*-19,Sport and recreation,S0921,15,number,Number of people,
2024,Apprentices,Age group,20-29,Sport and recreation,S0921,180,number,Number of people,
2024,Apprentices,Age group,30-39,Sport and recreation,S0921,145,number,Number of people,
2024,Apprentices,Age group,40-49,Sport and recreation,S0921,110,number,Number of people,
2024,Apprentices,Age group,50+,Sport and recreation,S0921,105,number,Number of people,
2024,Apprentices,Ethnic group,European,Studies in human society,S0903,370,number,Number of people,
2024,Apprentices,Ethnic group,Māori,Studies in human society,S0903,70,number,Number of people,
2024,Apprentices,Ethnic group,Pacific Peoples,Studies in human society,S0903,25,number,Number of people,
2024,Apprentices,Ethnic group,Asian,Studies in human society,S0903,20,number,Number of people,
2024,Apprentices,Ethnic group,MELAA,Studies in human society,S0903,20,number,Number of people,
2024,Apprentices,Ethnic group,Other,Studies in human society,S0903,15,number,Number of people,
2024,Apprentices,Ethnic group,Total,Studies in human society,S0903,450,number,Number of people,
2024,Apprentices,Gender,Male,Studies in human society,S0903,165,number,Number of people,
2024,Apprentices,Gender,Female,Studies in human society,S0903,285,number,Number of people,
2024,Apprentices,Gender,Total,Studies in human society,S0903,450,number,Number of people,
2024,Apprentices,Age group,*-19,Studies in human society,S0903,10,number,Number of people,
2024,Apprentices,Age group,20-29,Studies in human society,S0903,170,number,Number of people,
2024,Apprentices,Age group,30-39,Studies in human society,S0903,125,number,Number of people,
2024,Apprentices,Age group,40-49,Studies in human society,S0903,80,number,Number of people,
2024,Apprentices,Age group,50+,Studies in human society,S0903,70,number,Number of people,
