Year,Training type,Grouping variable,Category,Field of study,Field of study Code,Value,Value Unit,Value Label,Null Reason
2024,Trainees,Ethnic group,Total,Sport and recreation,S0921,2530,number,Number of people,
2024,Trainees,Gender,Male,Sport and recreation,S0921,1245,number,Number of people,
2024,Trainees,Gender,Female,Sport and recreation,S0921,1275,number,Number of people,
2024,Trainees,Gender,Total,Sport and recreation,S0921,2530,number,Number of people,
2024,Trainees,Age group,*-19,Sport and recreation,S0921,1025,number,Number of people,
2024,Trainees,Age group,20-29,Sport and recreation,S0921,965,number,Number of people,
2024,Trainees,Age group,30-39,Sport and recreation,S0921,220,number,Number of people,
2024,Trainees,Age group,40-49,Sport and recreation,S0921,145,number,Number of people,
2024,Trainees,Age group,50+,Sport and recreation,S0921,175,number,Number of people,
2024,Trainees,Ethnic group,European,Studies in human society,S0903,5,number,Number of people,
2024,Trainees,Ethnic group,Māori,Studies in human society,S0903,5,number,Number of people,
2024,Trainees,Ethnic group,Pacific Peoples,Studies in human society,S0903,5,number,Number of people,
2024,Trainees,Ethnic group,Asian,Studies in human society,S0903,0,number,Number of people,
2024,Trainees,Ethnic group,MELAA,Studies in human society,S0903,0,number,Number of people,
2024,Trainees,Ethnic group,Other,Studies in human society,S0903,0,number,Number of people,
2024,Trainees,Ethnic group,Total,Studies in human society,S0903,5,number,Number of people,
2024,Trainees,Gender,Male,Studies in human society,S0903,5,number,Number of people,
2024,Trainees,Gender,Female,Studies in human society,S0903,5,number,Number of people,
2024,Trainees,Gender,Total,Studies in human society,S0903,5,number,Number of people,
2024,Trainees,Age group,*-19,Studies in human society,S0903,0,number,Number of people,
2024,Trainees,Age group,20-29,Studies in human society,S0903,5,number,Number of people,
2024,Trainees,Age group,30-39,Studies in human society,S0903,5,number,Number of people,
2024,Trainees,Age group,40-49,Studies in human society,S0903,5,number,Number of people,
2024,Trainees,Age group,50+,Studies in human society,S0903,5,number,Number of people,
2024,Trainees,Ethnic group,European,Teacher education,S0701,105,number,Number of people,
2024,Trainees,Ethnic group,Māori,Teacher education,S0701,25,number,Number of people,
2024,Trainees,Ethnic group,Pacific Peoples,Teacher education,S0701,15,number,Number of people,
2024,Trainees,Ethnic group,Asian,Teacher education,S0701,15,number,Number of people,
2024,Trainees,Ethnic group,MELAA,Teacher education,S0701,5,number,Number of people,
2024,Trainees,Ethnic group,Other,Teacher education,S0701,5,number,Number of people,
2024,Trainees,Ethnic group,Total,Teacher education,S0701,140,number,Number of people,
2024,Trainees,Gender,Male,Teacher education,S0701,70,number,Number of people,
2024,Trainees,Gender,Female,Teacher education,S0701,70,number,Number of people,
2024,Trainees,Gender,Total,Teacher education,S0701,140,number,Number of people,
2024,Trainees,Age group,*-19,Teacher education,S0701,0,number,Number of people,
2024,Trainees,Age group,20-29,Teacher education,S0701,30,number,Number of people,
2024,Trainees,Age group,30-39,Teacher education,S0701,45,number,Number of people,
2024,Trainees,Age group,40-49,Teacher education,S0701,35,number,Number of people,
2024,Trainees,Age group,50+,Teacher education,S0701,30,number,Number of people,
2024,Trainees,Ethnic group,European,Tourism,S0807,40,number,Number of people,
2024,Trainees,Ethnic group,Māori,Tourism,S0807,20,number,Number of people,
2024,Trainees,Ethnic group,Pacific Peoples,Tourism,S0807,0,number,Number of people,
2024,Trainees,Ethnic group,Asian,Tourism,S0807,5,number,Number of people,
2024,Trainees,Ethnic group,MELAA,Tourism,S0807,5,number,Number of people,
2024,Trainees,Ethnic group,Other,Tourism,S0807,5,number,Number of people,
2024,Trainees,Ethnic group,Total,Tourism,S0807,55,number,Number of people,
2024,Trainees,Gender,Male,Tourism,S0807,5,number,Number of people,
2024,Trainees,Gender,Female,Tourism,S0807,50,number,Number of people,
2024,Trainees,Gender,Total,Tourism,S0807,55,number,Number of people,
2024,Trainees,Age group,*-19,Tourism,S0807,5,number,Number of people,
2024,Trainees,Age group,20-29,Tourism,S0807,15,number,Number of people,
2024,Trainees,Age group,30-39,Tourism,S0807,10,number,Number of people,
2024,Trainees,Age group,40-49,Tourism,S0807,10,number,Number of people,
2024,Trainees,Age group,50+,Tourism,S0807,20,number,Number of people,
2024,Trainees,Ethnic group,European,Veterinary studies,S0611,75,number,Number of people,
2024,Trainees,Ethnic group,Māori,Veterinary studies,S0611,10,number,Number of people,
2024,Trainees,Ethnic group,Pacific Peoples,Veterinary studies,S0611,0,number,Number of people,
2024,Trainees,Ethnic group,Asian,Veterinary studies,S0611,5,number,Number of people,
2024,Trainees,Ethnic group,MELAA,Veterinary studies,S0611,5,number,Number of people,
2024,Trainees,Ethnic group,Other,Veterinary studies,S0611,5,number,Number of people,
2024,Trainees,Ethnic group,Total,Veterinary studies,S0611,95,number,Number of people,
2024,Trainees,Gender,Male,Veterinary studies,S0611,10,number,Number of people,
2024,Trainees,Gender,Female,Veterinary studies,S0611,85,number,Number of people,
2024,Trainees,Gender,Total,Veterinary studies,S0611,95,number,Number of people,
2024,Trainees,Age group,*-19,Veterinary studies,S0611,10,number,Number of people,
2024,Trainees,Age group,20-29,Veterinary studies,S0611,40,number,Number of people,
2024,Trainees,Age group,30-39,Veterinary studies,S0611,15,number,Number of people,
2024,Trainees,Age group,40-49,Veterinary studies,S0611,15,number,Number of people,
2024,Trainees,Age group,50+,Veterinary studies,S0611,15,number,Number of people,
