Calendar Year,Measure,Item,Item Code,Code,Value,Value Unit,Value Label,Null Reason
2002,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,416186,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,415504,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,522084,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,611603,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,768678,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,941182,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,1081412,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,1201386,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,1315052,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,1365735,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,1479410,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,1500467,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,1588456,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,1776689,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,1851776,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,1973277,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,2026585,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,2178697,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,2285890,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,2310304,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,2626098,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,2524293,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Beverages, spirits and vinegar",HS22,22,2481982,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,173719,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,215111,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,200771,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,178258,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,196283,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,171778,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,192471,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,203100,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,282204,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,303420,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,264126,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,248133,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,270430,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,267639,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,269206,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,297766,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,302793,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,353884,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,423891,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,423065,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,496995,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,533319,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,628769,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,618099,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Food industries, residues and wastes thereof; prepared animal fodder",HS23,23,582804,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,6746,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,7909,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,8120,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,16478,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,32496,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,26681,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,22492,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,17871,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,20077,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,24965,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,35936,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,41198,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,59621,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,85521,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,98196,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,104313,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,94417,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,80524,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,81020,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,72795,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,61165,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,8883,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,6382,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,6649,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),Tobacco and manufactured tobacco substitutes,HS24,24,12458,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,49839,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,47590,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,52017,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,44926,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,43276,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,36128,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,40710,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,44634,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,47513,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,51559,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,57541,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,58856,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,62043,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,64526,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,65492,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,72619,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,81699,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,68764,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,60370,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,57859,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,57617,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,56696,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,63253,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,69027,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Salt; sulphur; earths, stone; plastering materials, lime and cement",HS25,25,66045,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,27591,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,29835,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,26852,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,21967,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,40549,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,70308,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,48066,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,32427,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,69526,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,38830,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,43909,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,25391,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,109265,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,96355,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,120572,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,66950,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,120484,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,127785,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,107308,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,122004,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,224216,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,325457,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,226023,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,169819,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Ores, slag and ash",HS26,26,221204,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,836766,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,847721,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,707242,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,524582,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,575282,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,767521,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,936475,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,1711575,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,3518288,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,2384319,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,2594466,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,3098698,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,2643982,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,2062726,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,1790816,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,1048099,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,854402,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,1112634,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,1258433,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,1116528,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,625447,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,868002,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,1627456,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,1102192,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",HS27,27,775576,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,20479,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,25186,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,19165,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,19845,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,22579,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,25197,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,32183,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,29482,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,37190,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,26995,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,27969,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,24835,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,25558,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,21394,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,20367,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,17036,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,21471,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,22698,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,21719,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,27075,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,21358,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,20871,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,24503,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,22470,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",HS28,28,21590,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,664239,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,671865,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,609743,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,361028,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,388839,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,167323,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,234731,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,256356,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,371372,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,303161,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,317873,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,366813,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,522934,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,699582,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,986727,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,901726,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,848994,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,957504,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,981860,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,915327,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,619350,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,660147,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,751040,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,468592,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),Organic chemicals,HS29,29,170073,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),Pharmaceutical products,HS30,30,150083,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),Pharmaceutical products,HS30,30,189842,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),Pharmaceutical products,HS30,30,195410,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),Pharmaceutical products,HS30,30,201727,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),Pharmaceutical products,HS30,30,206010,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),Pharmaceutical products,HS30,30,213336,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),Pharmaceutical products,HS30,30,225431,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),Pharmaceutical products,HS30,30,255011,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),Pharmaceutical products,HS30,30,288433,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),Pharmaceutical products,HS30,30,276355,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),Pharmaceutical products,HS30,30,268414,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),Pharmaceutical products,HS30,30,311350,nzd,NZD thousands,
