Calendar Year,Measure,Item,Item Code,Code,Value,Value Unit,Value Label,Null Reason
2005,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,9619,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,9634,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,7175,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,6883,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,4815,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,8186,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,5452,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,4552,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,6567,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,5193,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,5890,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,5447,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,7385,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,8160,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,9817,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,11161,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,12822,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,14266,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,9149,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),Man-made filaments; strip and the like of man-made textile materials,HS54,54,7024,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,9282,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,10701,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,14468,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,12100,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,12807,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,13062,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,11609,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,12433,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,13657,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,12892,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,14810,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,15058,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,10917,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,12837,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,11395,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,12280,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,13398,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,12901,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,13045,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,17361,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,12934,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,17630,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,19334,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,14969,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),Man-made staple fibres,HS55,55,14939,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,16287,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,25117,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,23779,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,27451,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,25748,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,25659,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,35372,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,37825,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,48451,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,43850,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,45183,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,34017,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,28211,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,29677,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,27306,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,20072,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,19211,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,22015,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,21166,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,21330,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,22980,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,32730,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,35719,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,30785,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",HS56,56,33547,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,109493,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,102891,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,125409,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,129310,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,121350,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,115443,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,126728,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,113281,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,98500,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,107237,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,105540,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,119858,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,128223,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,133928,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,135360,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,137048,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,146026,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,123645,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,115236,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,99064,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,82514,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,78996,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,85117,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,69069,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),Carpets and other textile floor coverings,HS57,57,84241,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,11082,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,8766,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,8448,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,9838,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,10600,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,8966,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,5349,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,4702,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,5665,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,5318,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,7148,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,7936,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,5234,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,6085,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,5758,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,4123,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,2236,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,1808,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,2350,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,3202,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,2372,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,2593,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,2663,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,2474,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",HS58,58,3043,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,4116,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,6410,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,3649,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,4777,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,5555,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,5583,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,12613,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,13457,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,12783,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,12501,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,15148,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,16093,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,16796,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,14093,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,20309,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,26509,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,24038,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,20516,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,25218,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,25715,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,22577,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,16160,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,17419,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,22068,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",HS59,59,22088,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,23041,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,26123,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,27282,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,26032,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,35024,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,25946,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,22102,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,31171,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,29188,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,26185,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,26256,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,24470,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,19367,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,16834,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,14479,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,16148,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,7222,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,4853,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,1584,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,665,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,610,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,620,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,939,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,1463,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),Fabrics; knitted or crocheted,HS60,60,2012,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,94396,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,111737,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,101110,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,99754,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,103326,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,100058,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,100663,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,105411,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,108171,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,108430,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,118506,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,115658,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,100726,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,120177,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,134772,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,125741,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,106727,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,80995,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,112754,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,98807,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,91469,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,121975,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,110311,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,95560,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; knitted or crocheted,HS61,61,75389,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; not knitted or crocheted,HS62,62,115038,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; not knitted or crocheted,HS62,62,109755,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; not knitted or crocheted,HS62,62,110939,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; not knitted or crocheted,HS62,62,125172,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; not knitted or crocheted,HS62,62,138592,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; not knitted or crocheted,HS62,62,136995,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; not knitted or crocheted,HS62,62,142257,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),Apparel and clothing accessories; not knitted or crocheted,HS62,62,145635,nzd,NZD thousands,
