Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Gender,Age group,Value,Value Unit,Value Label,Null Reason
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Female,20-24,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Female,25-39,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Female,40-*,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Female,total,10,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Male,18-19,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Male,25-39,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Male,total,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Total,18-19,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Total,20-24,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Total,25-39,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Total,40-*,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 2 certificate,Level 2 Certificate,Domestic,Total,total,10,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Female,*-17,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Female,18-19,25,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Female,20-24,25,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Female,25-39,20,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Female,40-*,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Female,total,80,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Male,*-17,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Male,18-19,35,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Male,20-24,25,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Male,25-39,20,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Male,40-*,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Male,total,95,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Total,*-17,15,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Total,18-19,60,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Total,20-24,55,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Total,25-39,40,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Total,40-*,15,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 3 certificate,Level 3 Certificate,Domestic,Total,total,175,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Female,*-17,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Female,18-19,170,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Female,20-24,140,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Female,25-39,35,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Female,40-*,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Female,total,350,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Male,*-17,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Male,18-19,220,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Male,20-24,160,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Male,25-39,40,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Male,40-*,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Male,total,425,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Total,*-17,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Total,18-19,390,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Total,20-24,310,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Total,25-39,75,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Total,40-*,10,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 4 certificate,Level 4 Certificate,Domestic,Total,total,785,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,18-19,10,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,20-24,35,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,25-39,105,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,40-*,70,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,total,215,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,18-19,15,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,20-24,30,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,25-39,60,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,40-*,35,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,total,140,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,18-19,20,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,20-24,65,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,25-39,165,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,40-*,105,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,total,355,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Female,*-17,10,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Female,18-19,495,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Female,20-24,770,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Female,25-39,280,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Female,40-*,85,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Female,total,1640,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Male,*-17,30,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Male,18-19,735,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Male,20-24,1475,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Male,25-39,415,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Male,40-*,80,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Male,total,2735,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Total,*-17,40,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Total,18-19,1255,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Total,20-24,2295,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Total,25-39,700,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Total,40-*,170,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Bachelor degree,Bachelor Degree,Domestic,Total,total,4455,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,20-24,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,25-39,30,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,40-*,15,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,total,50,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,20-24,5,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,25-39,20,number,Number of students enrolled,
2024,Mathematical sciences,S0101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,40-*,20,number,Number of students enrolled,
