X,Y,OBJECTID,TYPE,Location,GlobalID,Facility,Description,NeedsChecking,SubType,PopUp,created_user,created_date,last_edited_user,last_edited_date,Shape
1776432.2459,5449428.2715,309,Tilley Tilt,Akatārawa Cemetery,{1D71C18E-F43A-49C3-BF9A-8C2B8B23BC9B},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776480.1561,5449339.6655,310,Tilley Tilt,Akatārawa Cemetery,{849FD1F0-8348-4B95-9A5D-BA521F9823B2},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776488.2583,5449341.9721,311,Tilley Tilt,Akatārawa Cemetery,{17A16905-E1CF-4606-A354-625410771A32},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776529.4587,5449346.1749,312,Tilley Tilt,Akatārawa Cemetery,{CF0A14F4-CD82-40BF-82F5-41F9B66E5029},Rubbish Bin,Rubbish Bin behind Office by Toilet Block,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776527.5131,5449368.8569,313,Tilley Tilt,Akatārawa Cemetery,{227BC386-7D34-45E7-8754-BE34F8E3D097},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776550.2605,5449374.4613,314,Tilley Tilt,Akatārawa Cemetery,{3B960889-76C7-4258-817C-06BC790054BD},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776584.6831,5449354.2865,315,Tilley Tilt,Akatārawa Cemetery,{06F3D6AF-D999-405C-927A-144B3CC34854},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776586.4647,5449362.0467,316,Tilley Tilt,Akatārawa Cemetery,{8CEF2467-7DEF-4A5C-8C53-CEDD50DB5725},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776620.4281,5449336.9961,317,Tilley Tilt,Akatārawa Cemetery,{6816D9E9-C8F2-497D-A38F-52EFC77A77D2},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776622.7565,5449345.1455,318,Tilley Tilt,Akatārawa Cemetery,{C27DEF48-BBAC-4C2D-850D-ADA09A60D41C},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776634.6099,5449334.8795,319,Tilley Tilt,Akatārawa Cemetery,{38944E31-D66D-411C-9B76-23D36025A1A3},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776642.0181,5449351.9187,320,Tilley Tilt,Akatārawa Cemetery,{D797EB40-9C9E-4323-8EDA-0E2E4E99641C},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776660.7837,5449360.3443,321,Tilley Tilt,Akatārawa Cemetery,{06FA2C88-A0A4-497B-825C-D5B488F68B6C},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776663.4381,5449353.3935,322,Tilley Tilt,Akatārawa Cemetery,{162A905B-C80B-4D02-85E2-B6209B2C8D1D},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776687.0337,5449369.3549,323,Tilley Tilt,Akatārawa Cemetery,{2CACC952-1F4F-4C81-9B2F-D45BC8E69BC0},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776709.4871,5449384.6477,324,Tilley Tilt,Akatārawa Cemetery,{62D672A9-15A9-452C-9D73-D244D6E66417},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776684.1057,5449376.3401,325,Tilley Tilt,Akatārawa Cemetery,{C022EA88-28B0-4165-8834-3AE98C08CFA1},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776704.8603,5449390.2323,326,Tilley Tilt,Akatārawa Cemetery,{0381781E-2D07-4B4F-96E4-ED168A7E5EE1},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776731.8571,5449400.0433,327,Tilley Tilt,Akatārawa Cemetery,{17A90B54-7BD1-4D52-99F0-D83DE1907D66},Rubbish Bin,Rubbish Bin along driveway mounted in concrete pad,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776783.1731,5449426.4251,328,Paramount Tilt,Akatārawa Cemetery,{25C069CB-A422-499B-B227-6A39CBCB61CD},Rubbish Bin,Junior Paramount Rubbish Bin - No Lid,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776751.7301,5449422.5365,329,Tilley Tilt,Akatārawa Cemetery,{098D0636-C352-4B43-ADDE-06D6F683D52C},Rubbish Bin,Rubbish Bin next to Water Tap along driveway,,,Rubbish Bin,LCARTER,2023/10/26 22:52:01+00,LCARTER,2023/11/22 21:14:57+00,
1776653.9803,5449334.3223,330,,Akatārawa Cemetery,{0CB5ED19-985A-4FB1-B1B0-8835A8D8F865},Dog Bag Dispenser,Dog Dispenser mounted on Noticeboard,,,Dog Bag Dispenser,LCARTER,2023/10/26 22:57:34+00,LCARTER,2023/11/22 21:14:57+00,
,,331,,,{0322B740-258C-4A1D-B9BD-E5B0F9A7D33B},BBQ,,,,Symbol - BBQ,LCARTER,2023/11/03 00:47:55+00,LCARTER,2023/11/03 00:47:55+00,
,,332,,,{F025EBAC-2A6D-4333-A7DB-7A34D310E449},Dog Bag Dispenser,,,,Symbol - Dog Bag Dispenser,LCARTER,2023/11/03 00:47:55+00,LCARTER,2023/11/03 00:47:55+00,
,,333,,,{AC0E77AC-F0CF-42A8-B006-C0500EE7B829},Drinking Fountain,,,,Symbol - Drinking Fountain,LCARTER,2023/11/03 00:47:55+00,LCARTER,2023/11/03 00:47:55+00,
,,334,,,{6DBB20A4-A63B-47D7-964B-C71BED959762},Picnic Table,,,,Symbol - Picnic Table,LCARTER,2023/11/03 00:47:55+00,LCARTER,2023/11/03 00:47:55+00,
,,335,,,{1B5D5B34-C8CC-4765-AE9B-83C5000ED126},Playground,,,,Symbol - Playground,LCARTER,2023/11/03 00:47:55+00,LCARTER,2023/11/03 00:47:55+00,
,,336,,,{5E4A0D3D-E4E9-4DB4-AC70-B2190735B215},Rubbish Bin,,,,Symbol - Rubbish Bin,LCARTER,2023/11/03 00:47:55+00,LCARTER,2023/11/03 00:47:55+00,
,,337,,,{A5F3E033-2F6F-4684-ACA9-1AD0BD6ABEC8},Sound Stage,,,,Symbol - Sound Stage,LCARTER,2023/11/03 00:47:55+00,LCARTER,2023/11/03 00:47:55+00,
,,338,,,{F9938955-6385-4535-AE55-2E1449C206C7},Sport & Recreation,,,,Symbol - Sport & Recreation,LCARTER,2023/11/03 00:47:55+00,LCARTER,2023/11/03 00:47:55+00,
,,339,,,{79174EC0-6AF1-4715-85ED-AD7A219F4FD2},Shelter,,,,Symbol - Shelter,LCARTER,2023/11/03 00:47:55+00,LCARTER,2023/11/03 00:47:55+00,
,,340,,,{D8BBED6F-197E-48C7-AEC3-CD7C8BA3754A},Water Feature,,,,Symbol - Water Feature,LCARTER,2023/11/03 00:47:55+00,LCARTER,2023/11/03 00:47:55+00,
1772796.9639,5446235.0827,341,Hutt Valley Thunderbolts BMX Track,McLeod Park,{DAC3C448-162E-4425-8F8C-7814A030C279},Sport & Recreation,,,,Hutt Valley Thunderbolts BMX Track,LCARTER,2023/11/16 01:05:23+00,LCARTER,2023/11/16 01:25:44+00,
1773469.3108,5445159.8564,342,Public Pool,Civic Centre,{807E3C09-C4C3-4F65-9EF1-A384F0046181},Water Feature,,,,H2O Aquatic Centre,LCARTER,2023/11/16 22:07:52+00,LCARTER,2023/11/17 00:52:12+00,
1773519.8385,5445165.2343,343,Whirinaki Whare Taonga Arts Centre and Recreation Hall,Civic Centre,{D0E468A1-A245-4B00-89CE-63B4BA1D70D8},Sport & Recreation,,,,Whirinaki Whare Taonga Arts Centre and Recreation Hall,LCARTER,2023/11/16 22:10:42+00,LCARTER,2023/11/16 23:24:29+00,
1773618.9191,5445183.0695,344,Library,Civic Centre,{1152FD58-7752-417B-AFDF-1877D25642EC},Library,,,,Upper Hutt Central Library,LCARTER,2023/11/16 22:52:26+00,LCARTER,2023/11/17 03:28:36+00,
1768888.0887,5441544.5861,345,Library,Pinehaven Library Reserve,{B0F6CE8D-55D2-4367-8372-617E3DB7D7A7},Library,,,,Pinehaven Library,LCARTER,2023/11/16 23:08:50+00,LCARTER,2023/11/17 03:28:36+00,
1771098.2382,5444108.5219,346,Tree Climbing Frame,Tawai Park,{F085C835-9C3C-4FA0-8D9E-7C5878CB2A03},Sport & Recreation,Tree as a climbing frame,,,Tree Climbing Frame,LCARTER,2023/11/16 23:31:31+00,LCARTER,2023/11/16 23:35:03+00,
,,347,,,{EC037B35-8A3F-4DD8-8A85-D8A3CE8B2341},Library,,,,Symbol - Library,LCARTER,2023/11/19 21:48:57+00,LCARTER,2023/11/19 21:48:57+00,
1774892.589,5446212.7945,348,,Benge Park,{DF6A730B-F05B-4FBD-A617-0C542B42E751},Shelter,,,,Shelter,LCARTER,2024/08/29 23:43:19+00,LCARTER,2024/08/30 00:39:07+00,
1775223.8211,5447492.2914,349,,California Park,{F5119E13-BEE0-4434-99A1-9FC57F13DA41},Shelter,,,,Shelter,LCARTER,2024/08/29 23:43:19+00,LCARTER,2024/08/30 00:43:37+00,
1772494.4343,5444223.9242,350,,Grant's Bush,{3745361F-1B8A-449C-9393-37F9A85A2D2B},Shelter,,,,Shelter,LCARTER,2024/08/29 23:48:39+00,LCARTER,2024/08/30 01:26:46+00,
1772488.0786,5444214.5899,351,,Grant's Bush,{95FF5C24-6921-4B57-9212-4D9C77C32346},Playground,,,,Playground,LCARTER,2024/08/29 23:50:11+00,LCARTER,2024/08/30 01:26:46+00,
1769043.1543,5443604.9079,352,,Heretaunga Park,{CB89F569-07BF-4D10-AF79-C04018E86B3E},Shelter,,,,Shelter,LCARTER,2024/08/29 23:52:16+00,LCARTER,2024/08/29 23:52:16+00,
1774022.9839,5445155.9967,353,,Maidstone Max,{47BC1EF0-1710-46D0-B188-AFC52C6C546A},Shelter,,,,Shelter,LCARTER,2024/08/29 23:54:17+00,LCARTER,2024/08/29 23:54:17+00,
1773934.7899,5445085.8765,354,,Maidstone Max,{372D3810-EC50-4613-8325-D6A3D163560C},Shelter,,,,Shelter,LCARTER,2024/08/29 23:55:26+00,LCARTER,2024/08/29 23:55:26+00,
1773965.0286,5445079.843,355,,Maidstone Max,{A44FB966-2D10-414F-B263-75AC5DDBEAB5},Shelter,,,,Shelter,LCARTER,2024/08/29 23:55:26+00,LCARTER,2024/08/29 23:55:26+00,
1774039.5044,5445125.7197,356,,Maidstone Max,{1D214B36-011D-4DDB-BB2E-6885DFE3473E},Shelter,,,,Shelter,LCARTER,2024/08/29 23:57:24+00,LCARTER,2024/08/29 23:57:24+00,
1775286.9709,5446383.3151,357,,Māoribank Park,{8EACD8D2-4043-4485-9126-1E5E020349D1},Shelter,,,,Shelter,LCARTER,2024/08/29 23:59:10+00,LCARTER,2024/08/29 23:59:10+00,
1772455.1454,5446034.851,358,,McLeod Street Play Area,{E0085A5F-2220-4F3C-A702-0D056456B380},Shelter,,,,Shelter,LCARTER,2024/08/30 00:02:18+00,LCARTER,2024/08/30 00:02:18+00,
1769020.7529,5441701.2595,359,,Pinehaven Reserve,{7E6229BE-547C-4841-821C-509EEABAB060},Shelter,,,,Shelter,LCARTER,2024/08/30 00:05:53+00,LCARTER,2024/08/30 00:05:53+00,
1770347.3871,5443151.0129,360,,Pinehill Reserve,{E840B0A0-0C66-4A43-B72E-FCFD38DD0C61},Shelter,,,,Shelter,LCARTER,2024/08/30 00:07:08+00,LCARTER,2024/08/30 00:07:08+00,
1779028.9159,5448593.8249,361,,Plateau Road Play Area,{03AE3902-718F-4E16-B74F-BAC747C4AB09},Shelter,,,,Shelter,LCARTER,2024/08/30 00:08:45+00,LCARTER,2024/08/30 00:08:45+00,
1776401.0985,5448726.9004,362,,Rātā Park,{83A89797-10C4-497C-B17B-6313A72FE681},Shelter,,,,Shelter,LCARTER,2024/08/30 00:12:15+00,LCARTER,2024/08/30 00:12:15+00,
1768973.9299,5442745.6075,363,,Silverstream Park,{4C8EBB41-A7EA-4845-A3CE-13F8A25B2A77},Shelter,,,,Shelter,LCARTER,2024/08/30 00:13:52+00,LCARTER,2024/08/30 00:13:52+00,
1771091.5943,5444102.2395,364,,Tawai Park,{DD5BB97F-DECB-4601-9042-87003C8C734F},Shelter,,,,Shelter,LCARTER,2024/08/30 00:15:03+00,LCARTER,2024/08/30 00:15:03+00,
1775962.0293,5446896.6339,365,,Te Haukāretu Park,{508A87AF-D951-4547-8D3E-7BC37E659ED7},Shelter,,,,Shelter,LCARTER,2024/08/30 00:16:25+00,LCARTER,2024/08/30 00:16:25+00,
1776752.9647,5447278.0901,366,,Timberlea Park,{E4239736-78E8-472B-A11A-FF7FBA3CF226},Shelter,,,,Shelter,LCARTER,2024/08/30 00:18:01+00,LCARTER,2024/08/30 00:18:01+00,
1770562.6271,5444545.1693,367,,Trentham Memorial Park,{BE9147D0-2219-45D7-B4D9-333096322BC1},Shelter,,,,Shelter,LCARTER,2024/08/30 00:20:10+00,LCARTER,2024/08/30 00:20:10+00,
1774771.4023,5446963.6165,368,,Turon Park,{AF3F9B3A-09E8-4064-90F8-FA31AC230AA7},Shelter,,,,Shelter,LCARTER,2024/08/30 00:21:45+00,LCARTER,2024/08/30 00:21:45+00,
1772586.9005,5444746.5707,369,,Ward/Miro Green Area,{CD2A0B39-8AD2-43A0-B8AD-68C26EF9ED6C},Shelter,,,,Shelter,LCARTER,2024/08/30 00:22:48+00,LCARTER,2024/08/30 00:22:48+00,
1774189.4439,5445080.2917,370,,Maidstone Park,{94C910ED-995B-46BE-B166-D62F112718EE},Shelter,,,,Shelter,LCARTER,2024/08/30 00:25:58+00,LCARTER,2024/08/30 00:25:58+00,
1774179.3303,5445086.1976,371,,Maidstone Park,{172A0B86-3A72-4515-B0CC-9131FB35FF21},Shelter,,,,Shelter,LCARTER,2024/08/30 00:25:58+00,LCARTER,2024/08/30 00:25:58+00,
1775890.013,5447760.2063,372,,Harcourt Park,{6783B7A8-2E3F-48ED-B4C5-AA06164A7A80},Shelter,,,,Shelter,LCARTER,2024/08/30 01:34:16+00,LCARTER,2024/08/30 01:34:16+00,
1775887.2062,5447720.6434,373,,Harcourt Park,{29053678-A809-4CF3-9D28-F77F3F421DCD},Shelter,,,,Shelter,LCARTER,2024/08/30 03:05:46+00,LCARTER,2024/08/30 03:05:46+00,
1774276.9632,5445051.3733,374,Maidstone Park Miniature Railway,Maidstone Park,{4344E090-F9F7-46F6-98E2-2AE3D21D354B},Sport & Recreation,https://maidstonemes.com/,,,Maidstone Park Miniature Railway,LCARTER,2025/08/22 04:48:20+00,LCARTER,2025/08/22 04:56:35+00,
1774356.2908,5445286.9202,375,,Park Sreet Depot,{8E1EAB14-4332-44BF-A441-9A6820CAA5CF},Recycling Station,,,,Recycling Station,LCARTER,2025/08/24 22:51:36+00,LCARTER,2025/08/24 22:52:27+00,
