SportAreaID,ServiceStatus,SportCode,SportLevel,SportBookingOrganisation,SportSeason,SportSurface,CommissionDate,AreaNumber,AreaName,LongDescription,SeasonStartDate,SeasonEndDate,MidSeasonBreakStartDate,MidSeasonBreakEndDate,TrainingDays,MatchDays,ParkName,InContract,ContractArea,CreateDate,LastEditDate,SHAPE_Length,SHAPE_Area
31,In Service,Bowls,Senior,Unknown,Non-Seasonal,Grass,,,Dallington Bowling Club,,,,,,,,Avon Park,Yes,Northern Contract Area,2006/07/25 00:00:00+00,2025/04/08 08:53:38+00,322.631879043728,5370.0246585926
66,In Service,Bowls,Senior,Unknown,Non-Seasonal,Grass,,,Bowls,,,,,,,,Barrington Park,Yes,Eastern Contract Area,2006/07/25 00:00:00+00,2025/04/08 08:53:38+00,171.637101430084,1835.29489140645
67,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,1,Tennis Court 1,,,,,,,,Barrington Park,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2025/04/08 08:53:38+00,69.143542511437,258.091412005546
68,In Service,Croquet,Junior,Unknown,Non-Seasonal,Grass,,,Croquet,,,,,,,,Barrington Park,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2025/04/08 08:53:38+00,242.389629750734,2397.48817030146
72,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Barnett Park Sports Grounds,No,Eastern Contract Area,2006/07/27 00:00:00+00,2025/04/08 08:53:38+00,69.5209199618824,276.688993373911
76,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Barnett Park Sports Grounds,No,Eastern Contract Area,2006/07/27 00:00:00+00,2025/04/08 08:53:38+00,84.2464100706189,434.005596145355
102,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Bishopdale Park,No,Northern Contract Area,2006/07/27 00:00:00+00,2025/04/08 08:53:38+00,54.8500708222214,74.1068014967409
117,In Service,Bowls,Senior,Unknown,Non-Seasonal,Grass,,,Burwood Bowling Club,,,,,,,,Burwood Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2025/04/08 08:53:38+00,254.401474469631,3763.72983518308
190,In Service,Bowls,Senior,Unknown,Non-Seasonal,Grass,,,Bowling Club,,,,,,,,Edgar Macintosh Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2025/04/08 08:53:38+00,227.915662977192,2842.45388620519
191,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Edgar Macintosh Park,No,Northern Contract Area,2006/08/01 00:00:00+00,2025/04/08 08:53:38+00,79.7457790930916,350.911844104501
192,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Edgar Macintosh Park,No,Northern Contract Area,2006/08/01 00:00:00+00,2025/04/08 08:53:38+00,86.88075267377,458.694099411226
308,In Service,Bowls,Senior,Unknown,Non-Seasonal,Grass,,,Bowling Club,,,,,,,,Elmwood Park,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2025/04/08 08:53:38+00,152.735176901978,1456.14942149029
309,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Grass,,1,Tennis Court 1,,,,,,,,Elmwood Park,Yes,Northern Contract Area,2013/08/05 16:48:00+00,2025/04/08 08:53:38+00,68.8901230878007,256.250685191085
310,In Service,Croquet,Junior,Unknown,Non-Seasonal,Grass,,,Croquet Club,,,,,,,,Elmwood Park,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2025/04/08 08:53:38+00,262.908980556283,3775.27598592455
314,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,1,Senior Cricket Block 1,,,,,,,,Hansen Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2025/04/08 08:53:38+00,63.6537429182937,72.6371627121261
318,In Service,Discus,Intermediate,Unknown,Non-Seasonal,Ashphalt,,,Discus Area,,,,,,,,Hansen Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2025/04/08 08:53:38+00,9.32918597119076,6.92068655009031
319,In Service,Shotput,Intermediate,Unknown,Non-Seasonal,Ashphalt,,,Shotput Area,,,,,,,,Hansen Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2025/04/08 08:53:38+00,8.22716412722639,5.38168377021058
320,In Service,Javelin,Intermediate,Unknown,Non-Seasonal,Grass,,,Javelin Area,Javelin Area,,,,,,,Hansen Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2025/04/08 08:53:38+00,109.984340668568,962.551263832087
321,In Service,Long Jump,Intermediate,Unknown,Non-Seasonal,Unknown,,,Long Jump Pits,,,,,,,,Hansen Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2025/04/08 08:53:38+00,28.8064515203663,36.871688521899
322,In Service,Bowls,Senior,Unknown,Non-Seasonal,Grass,,,Bowling Club,,,,,,,,Heathcote Domain,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2025/04/08 08:53:38+00,197.45436069785,2434.052019524
326,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,Cricket Pitch,,,,,,,Hillsborough Park,No,Eastern Contract Area,2006/08/02 00:00:00+00,2025/04/08 08:53:38+00,82.2472044669905,400.566102040535
344,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Water Based,,1,Senior Cricket Block 1,,,,,,,,Kyle Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2025/04/08 08:53:38+00,64.162577404585,73.5179844078333
356,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,1,Tennis Court 1,,,,,,,,Marshland Domain,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2025/04/08 08:53:38+00,69.1994179861456,257.541498647591
371,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Middleton Park,No,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,106.820073805174,713.154150115627
373,In Service,Hockey,Senior,Unknown,Non-Seasonal,Astroturf - Sand Based,,1,Senior Hockey 1,,,,,,,,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,321.620778471397,6058.03102401715
375,In Service,Hockey,Senior,Unknown,Non-Seasonal,Astroturf - Sand Based,,2,Senior Hockey 2,,,,,,,,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,292.691660777094,5023.27918298538
385,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,74.5633684676951,338.027790144789
391,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Parklands Reserve,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,66.2658621781142,91.4501553068629
418,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,84.6236895622145,441.949326949381
421,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,1,Tennis Court 1,,,,,,,,Redwood Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,69.4516799914122,261.112454639327
432,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,1,Tennis Court 1,,,,,,,,Richmond Park,Yes,Northern Contract Area,2013/08/05 16:26:00+00,2025/04/08 08:53:38+00,69.7479187725783,264.100343318372
433,In Service,Bowls,Senior,Unknown,Non-Seasonal,Astroturf - Water Based,,,Bowling Club,,,,,,,,Richmond Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,103.344105580887,663.486809439114
434,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Richmond Park,No,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,87.3551630184357,455.997783021891
441,In Service,Croquet,Intermediate,Unknown,Non-Seasonal,Astroturf - Water Based,,,Croquet Club,,,,,,,,St Albans Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,232.134200087523,2762.79960848771
442,In Service,Bowls,Senior,Unknown,Non-Seasonal,Astroturf - Water Based,,,Bowling Club,,,,,,,,St Albans Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,253.640303206329,3573.73112676336
443,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,St Albans Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,62.4419037219825,84.8811749880671
444,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,St Albans Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,62.0854993030569,83.1629660049794
449,In Service,Croquet,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,,Croquet,,,,,,,,St James Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,219.558090946162,2313.3746315978
452,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,St James Park,No,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,59.8714000267527,167.262569234401
455,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,St Leonards Park,No,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,96.5281714974233,567.436088276229
461,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Sheldon Park,No,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,46.3025000064386,61.1185667425276
469,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,1,Tennis Court 1,,,,,,,,South New Brighton Park,No,Northern Contract Area,2013/08/05 16:17:00+00,2025/04/08 08:53:38+00,69.0207653726085,255.970183283835
471,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,1,Senior Cricket Block 1,,,,,,,,South New Brighton Park,No,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,65.6921509530167,73.2398014003863
474,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Spreydon Domain,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,69.9137324299732,298.558489630083
475,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Spreydon Domain,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,68.2919580367186,282.24951980183
484,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Sydenham Park,No,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,75.6066569405261,341.826900546329
485,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Sydenham Park,No,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,77.4730575177529,355.798327884154
501,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Tulett Park,No,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,75.8499751720844,328.635579383752
507,Out of Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,1,Tennis Court 1,3 Tennis Courts,,,,,,,Upper Riccarton Domain,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,69.6579498322468,263.10606588218
510,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Upper Riccarton Domain,No,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,86.1601786868164,459.822495546076
515,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Waltham Park,No,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,79.8419707281748,390.770293908341
516,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Waltham Park,No,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,78.6636406074635,377.990066157602
521,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,0,Senior Cricket Block 1 ,,,,,,,,Walter Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,65.4098848218015,87.1490593538876
525,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Water Based,,1,Senior Cricket Block 1,,,,,,,,Westlake Reserve,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,65.1620136360186,76.6251393244386
535,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Water Based,,2,Senior Cricket Block 2,,,,,,,,Warren Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,66.5320950074721,91.812935822861
537,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Water Based,,1,Senior Cricket Block 1,,,,,,,,Warren Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,66.4225704384303,91.6870448622779
556,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Woolston Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,74.4016916462376,321.549882909557
557,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Woolston Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,75.1128939988765,327.193463911162
571,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Barrington Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,73.866286504023,339.237283938305
572,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Barrington Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,77.4431201906171,371.315001543593
577,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Astroturf - Water Based,,0,Senior Cricket Block 1 ,,,,,,,,Bower Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,65.7922686413305,86.1939286817924
579,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Bradford Park,Yes,Eastern Contract Area,2006/08/04 00:00:00+00,2025/04/08 08:53:38+00,86.0264998720591,442.993244038441
606,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,1,Tennis Court 1,,,,,,,,Burwood Park,Yes,Northern Contract Area,2013/08/05 16:13:00+00,2025/04/08 08:53:38+00,69.550116266371,261.846575634642
609,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,1,Tennis Court 1,,,,,,,,Burnside Park,Yes,Northern Contract Area,2013/08/05 17:17:00+00,2025/04/08 08:53:38+00,69.2236151365174,258.281937652749
611,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Burnside Park,No,Northern Contract Area,2006/08/04 00:00:00+00,2025/04/08 08:53:38+00,112.950758442345,780.890380352832
612,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,4,Senior Cricket Block 4,,,,,,,,Burnside Park,No,Northern Contract Area,2006/08/04 00:00:00+00,2025/04/08 08:53:38+00,87.7419411443058,475.999392268684
617,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,3,Senior Cricket Block 3,,,,,,,,Centennial Park,Yes,Eastern Contract Area,2006/08/04 00:00:00+00,2025/04/08 08:53:38+00,80.9481712675756,408.133944745331
618,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Centennial Park,Yes,Eastern Contract Area,2006/08/04 00:00:00+00,2025/04/08 08:53:38+00,76.7308608676927,363.387766360756
619,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Centennial Park,Yes,Eastern Contract Area,2006/08/04 00:00:00+00,2025/04/08 08:53:38+00,77.2251235475806,368.348850454212
623,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Clare Park,No,Northern Contract Area,2006/08/04 00:00:00+00,2025/04/17 12:29:15+00,69.7993012737319,292.827478494107
624,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Clare Park,No,Northern Contract Area,2006/08/04 00:00:00+00,2025/04/08 08:53:38+00,72.3789248131696,324.071278370771
632,In Service,Softball,Senior,Unknown,Non-Seasonal,Grass,,1,Senior Softball Diamond 1,,,,,,,,Cuthberts Green,Yes,Northern Contract Area,2006/08/07 00:00:00+00,2025/04/08 08:53:38+00,300.454892100062,5820.25505712091
633,In Service,Softball,Senior,Unknown,Non-Seasonal,Grass,,2,Senior Softball Diamond 2,,,,,,,,Cuthberts Green,Yes,Northern Contract Area,2006/08/07 00:00:00+00,2025/04/08 08:53:38+00,298.621454813274,5766.20786435343
662,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,3,Senior Cricket Block 3,,,,,,,,Elmwood Park,No,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,94.3808450054825,552.216187427831
663,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Elmwood Park,No,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,89.7524582152948,503.007169671235
664,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Elmwood Park,No,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,105.442751599563,670.924857869609
669,In Service,Bowls,Senior,Unknown,Non-Seasonal,Astroturf - Sand Based,,,Bowling Club,,,,,,,,Fendalton Park,Yes,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,172.62425168613,1852.02517835757
670,In Service,Croquet,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,,Croquet Club,,,,,,,,Fendalton Park,Yes,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,274.360654760578,4686.34094035504
671,In Service,Bowls,Senior,Unknown,Non-Seasonal,Astroturf - Sand Based,,,Bowling Club,,,,,,,,Fendalton Park,Yes,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,279.899647147068,3841.7016960073
688,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Water Based,,4,Senior Cricket Block 4,Polo Cricket 4,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,56.4670658614251,77.5934151748311
689,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Water Based,,3,Senior Cricket Block 3,Polo Cricket 3,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,56.8355934158888,79.2482297359087
690,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,5,Senior Cricket Block 5,,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,55.5870466949388,73.3463887437289
691,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,6,Senior Cricket Block 6,,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,56.2050297982945,79.9977526293628
694,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,89.3362962374419,483.358462184031
700,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,110.285651926584,760.133061158874
703,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Water Based,,5,Senior Cricket Block 5,Hospital Corner,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,81.7460541449617,392.551672448393
704,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Water Based,,4,Senior Cricket Block 4,Hospital Corner,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,80.4199502395294,378.911097177142
705,In Service,Cricket,Senior,Unknown,Non-Seasonal,Astroturf - Water Based,,3,Senior Cricket Block 3,Hospital Corner,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,82.0537560555314,398.061578016457
708,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Heathcote Domain,No,Eastern Contract Area,2006/08/08 00:00:00+00,2025/04/08 08:53:38+00,97.7680692012242,590.51798585512
732,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,1,Tennis Court 1,,,,,,,,Queenspark Reserve,Yes,Northern Contract Area,2013/08/05 15:45:00+00,2025/04/08 08:53:38+00,69.5558483901606,261.441606768074
744,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Redwood Park,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,79.1357728467455,385.245024318266
745,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Redwood Park,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,79.1357728484659,385.245024335285
746,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Half Court,,,,,,,,Scott Park Wigram,Yes,Eastern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,64.1777420725639,256.929267562843
759,Out of Service,Tennis,Senior,Unknown,Non-Seasonal,Grass,,1,Tennis Court 1,Tennis courts,,,,,,,Yaldhurst Domain,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,69.4428647963015,260.014459117928
760,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,17,Netball Court 17,Netball Court 17,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401905840234,465.916733120215
762,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,10,Netball Court 10,Netball Court 10,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5400354510018,465.915657645483
763,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,9,Netball Court 9,Netball Court 9,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401616781766,465.91651225111
764,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,8,Netball Court 8,Netball Court 8,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401761315109,465.917212447842
765,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,7,Netball Court 7,Netball Court 7,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401616794868,465.91651226559
766,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,6,Multi-use Court 6 - Multicultural Centre,Multi-use Court 6 - Multicultural Centre,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2026/04/14 14:08:11+00,91.5400209999935,465.914957472214
768,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,5,Multi-use Court 5 - Multicultural Centre,Multi-use Court 5 - Multicultural Centre,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2026/04/14 14:07:47+00,91.5403023600211,465.91806707139
769,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,15,Netball Court 15,Netball Court 15,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401761317075,465.917102559588
770,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,11,Netball Court 11,Netball Court 11,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.540190585199,465.916733129198
771,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,16,Netball Court 16,Netball Court 16,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401761315729,465.917102563028
772,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,12,Netball Court 12,Netball Court 12,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401905827132,465.916733105735
774,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,13,Netball Court 13,Netball Court 13,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401905840234,465.916733120215
775,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,14,Netball Court 14,Netball Court 14,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401761315729,465.917102563028
777,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,21,Netball Court 21,Netball Court 21,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401616794868,465.91651226559
778,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,20,Netball Court 20,Netball Court 20,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401616781766,465.91651225111
