SportAreaID,ServiceStatus,SportCode,SportLevel,SportBookingOrganisation,SportSeason,SportSurface,CommissionDate,AreaNumber,AreaName,LongDescription,SeasonStartDate,SeasonEndDate,MidSeasonBreakStartDate,MidSeasonBreakEndDate,TrainingDays,MatchDays,ParkName,InContract,ContractArea,CreateDate,LastEditDate,SHAPE_Length,SHAPE_Area
1441,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,2008/08/08 00:00:00+00,,NetBall Court,62m SE of Centre of Park,,,,,,,Kirk Reserve,Yes,Eastern Contract Area,2013/08/02 00:58:00+00,2025/04/08 08:53:38+00,174.266429557944,340.162314030423
1442,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,2007/01/01 00:00:00+00,,Basketball Full Court,"Revalidating existing SAP 10046695, Changed to basketball court",,,,,,,Hoon Hay Park,Yes,Eastern Contract Area,2013/08/02 00:58:00+00,2025/04/08 08:53:38+00,81.1620042177153,378.052904709255
1443,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,2008/01/01 00:00:00+00,,Basketball Full Court,218m SSW of Centre of Park,,,,,,,Hansen Park,Yes,Eastern Contract Area,2013/08/02 00:58:00+00,2025/04/08 08:53:38+00,90.5819915805025,476.595317395617
1444,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,2009/05/25 00:00:00+00,,NetBall Court,281m N of Centre of Park,,,,,,,South New Brighton Park,No,Northern Contract Area,2013/08/02 00:58:00+00,2025/04/08 08:53:38+00,102.739109314175,607.264009509564
1446,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,2009/08/14 00:00:00+00,,NetBall Court,93m N of Centre of Park,,,,,,,Queenspark Reserve,Yes,Northern Contract Area,2013/08/02 00:58:00+00,2025/04/08 08:53:38+00,166.366069767152,1672.9568691446
1447,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,2009/08/19 00:00:00+00,,NetBall Court,355m SE of Centre of Park,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/02 00:58:00+00,2025/04/08 08:53:38+00,101.972736704449,613.986249373932
1448,In Service,Netball,Junior,Unknown,Summer,Ashphalt,2013/05/20 00:00:00+00,,NetBall Court,Netball court surface NNW of centre of park adj to tennis,,,,,,,Halswell Domain,Yes,Eastern Contract Area,2013/08/02 00:58:00+00,2025/04/08 08:53:38+00,91.7708240038615,468.771489029506
1449,In Service,Long Jump,Intermediate,Unknown,Non-Seasonal,Unknown,2009/09/07 00:00:00+00,,Athletic Surface Long Jump,461m SSW of Centre of Park,,,,,,,Rawhiti Domain,Not Applicable,Northern Contract Area,2013/08/02 02:28:00+00,2025/04/08 08:53:38+00,81.5593922788186,43.2421362452486
1450,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,,2,Tennis Court 2,Tennis Court,,,,,,,Centennial Park,Yes,Eastern Contract Area,2013/08/05 03:38:00+00,2025/04/08 08:53:38+00,102.986763608672,586.247415784255
1451,Out of Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,2,Tennis Court 2,Tennis Court,,,,,,,Upper Riccarton Domain,Yes,Eastern Contract Area,2013/08/05 15:42:00+00,2025/04/08 08:53:38+00,69.6577451570762,263.104695897749
1452,Out of Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,3,Tennis Court 3,Tennis Court,,,,,,,Upper Riccarton Domain,Yes,Eastern Contract Area,2013/08/05 15:42:00+00,2025/04/08 08:53:38+00,69.657875233388,263.105652751123
1453,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,2,Tennis Court 2,Tennis Court,,,,,,,Queenspark Reserve,Yes,Northern Contract Area,2013/08/05 15:45:00+00,2025/04/08 08:53:38+00,69.555846924957,261.441921694807
1454,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,3,Tennis Court 3,Tennis Court,,,,,,,Queenspark Reserve,Yes,Northern Contract Area,2013/08/05 15:45:00+00,2025/04/08 08:53:38+00,69.5559816966891,261.442923963104
1455,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,6,Tennis Court 6,Tennis Court,,,,,,,Burwood Park,Yes,Northern Contract Area,2013/08/05 15:54:00+00,2025/04/08 08:53:38+00,69.5791298784541,263.24975736223
1456,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,7,Tennis Court 7,Tennis Court,,,,,,,Burwood Park,Yes,Northern Contract Area,2013/08/05 15:54:00+00,2025/04/08 08:53:38+00,69.5791298793891,263.24975737918
1460,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,2,Tennis Court 2,Tennis Court,,,,,,,Barrington Park,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2025/04/08 08:53:38+00,69.1434017123935,258.090152862281
1461,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,3,Tennis Court 3,Tennis Court,,,,,,,Barrington Park,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2025/04/08 08:53:38+00,69.1434149463019,258.089818056372
1462,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,4,Tennis Court 4,Tennis Court,,,,,,,Barrington Park,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2025/04/08 08:53:38+00,69.143414945893,258.090716429846
1463,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,2,Tennis Court 2,Tennis Court,,,,,,,Marshland Domain,Yes,Northern Contract Area,2013/08/05 16:06:00+00,2025/04/08 08:53:38+00,69.1993095149129,257.54026724373
1464,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,3,Tennis Court 3,Tennis Court,,,,,,,Marshland Domain,Yes,Northern Contract Area,2013/08/05 16:07:00+00,2025/04/08 08:53:38+00,69.1993095152852,257.540853507734
1465,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,4,Tennis Court 4,Tennis Court,,,,,,,Marshland Domain,Yes,Northern Contract Area,2013/08/05 16:07:00+00,2025/04/08 08:53:38+00,69.1994179871558,257.5414986536
1466,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,2,Tennis Court 2,Tennis Court,,,,,,,Beckenham Park,Yes,Eastern Contract Area,2013/08/05 16:10:00+00,2025/04/08 08:53:38+00,69.6598415543023,262.09033966141
1467,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,3,Tennis Court 3,Tennis Court,,,,,,,Beckenham Park,Yes,Eastern Contract Area,2013/08/05 16:10:00+00,2025/04/08 08:53:38+00,69.6598415561648,262.090339683606
1468,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,4,Tennis Court 4,Tennis Court,,,,,,,Beckenham Park,Yes,Eastern Contract Area,2013/08/05 16:10:00+00,2025/04/08 08:53:38+00,69.6598415552062,262.09033967224
1469,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,2,Tennis Court 2,Tennis Court,,,,,,,Burwood Park,Yes,Northern Contract Area,2013/08/05 16:13:00+00,2025/04/08 08:53:38+00,69.5500155655388,261.845384290571
1470,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,3,Tennis Court 3,Tennis Court,,,,,,,Burwood Park,Yes,Northern Contract Area,2013/08/05 16:13:00+00,2025/04/08 08:53:38+00,69.5499162706635,261.844841391493
1471,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,4,Tennis Court 4,Tennis Court,,,,,,,Burwood Park,Yes,Northern Contract Area,2013/08/05 16:13:00+00,2025/04/08 08:53:38+00,69.5500169705226,261.845400981582
1472,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,2,Tennis Court 2,Tennis Court,,,,,,,South New Brighton Park,No,Northern Contract Area,2013/08/05 16:17:00+00,2025/04/08 08:53:38+00,69.02108139025,255.972493814325
1473,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,3,Tennis Court 3,Tennis Court,,,,,,,South New Brighton Park,No,Northern Contract Area,2013/08/05 16:17:00+00,2025/04/08 08:53:38+00,69.0208239587708,255.970272795159
1474,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,4,Tennis Court 4,Tennis Court,,,,,,,South New Brighton Park,No,Northern Contract Area,2013/08/05 16:17:00+00,2025/04/08 08:53:38+00,69.0208239575721,255.97027278658
1475,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,5,Tennis Court 5,Tennis Court,,,,,,,South New Brighton Park,No,Northern Contract Area,2013/08/05 16:17:00+00,2025/04/08 08:53:38+00,69.0207653719553,255.970183280311
1476,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,2,Tennis Court 2,Tennis Court,,,,,,,Bishopdale Park,Yes,Northern Contract Area,2013/08/05 16:20:00+00,2025/04/08 08:53:38+00,69.0916454534729,256.897113713631
1477,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,3,Tennis Court 3,Tennis Court,,,,,,,Bishopdale Park,Yes,Northern Contract Area,2013/08/05 16:20:00+00,2025/04/08 08:53:38+00,69.091547380683,256.896582441682
1478,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,4,Tennis Court 4,Tennis Court,,,,,,,Bishopdale Park,Yes,Northern Contract Area,2013/08/05 16:20:00+00,2025/04/08 08:53:38+00,69.0917216848394,256.897526662741
1479,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,5,Tennis Court 5,Tennis Court,,,,,,,Bishopdale Park,Yes,Northern Contract Area,2013/08/05 16:20:00+00,2025/04/08 08:53:38+00,69.0918197572688,256.898057942856
1480,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,6,Tennis Court 6,Tennis Court,,,,,,,Bishopdale Park,Yes,Northern Contract Area,2013/08/05 16:20:00+00,2025/04/08 08:53:38+00,69.0918197576238,256.898057941838
1481,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,2,Tennis Court 2,Tennis Court,,,,,,,Richmond Park,Yes,Northern Contract Area,2013/08/05 16:26:00+00,2025/04/08 08:53:38+00,69.7480199672111,264.101537741343
1482,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,3,Tennis Court 3,Tennis Court,,,,,,,Richmond Park,Yes,Northern Contract Area,2013/08/05 16:26:00+00,2025/04/08 08:53:38+00,69.7530420414799,264.10537325564
1483,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,4,Tennis Court 4,Tennis Court,,,,,,,Richmond Park,Yes,Northern Contract Area,2013/08/05 16:26:00+00,2025/04/08 08:53:38+00,69.7536144772882,264.105721014996
1484,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,5,Tennis Court 5,Tennis Court,,,,,,,Richmond Park,Yes,Northern Contract Area,2013/08/05 16:26:00+00,2025/04/08 08:53:38+00,69.7480199672111,264.101537741343
1485,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,6,Tennis Court 6,Tennis Court,,,,,,,Richmond Park,Yes,Northern Contract Area,2013/08/05 16:26:00+00,2025/04/08 08:53:38+00,69.3447651556465,260.567408759721
1486,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,7,Tennis Court 7,Tennis Court,,,,,,,Richmond Park,Yes,Northern Contract Area,2013/08/05 16:26:00+00,2025/04/08 08:53:38+00,69.7497025115684,264.098371555616
1487,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,8,Tennis Court 8,Tennis Court,,,,,,,Richmond Park,Yes,Northern Contract Area,2013/08/05 16:26:00+00,2025/04/08 08:53:38+00,69.2235755708191,259.924927937803
1488,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,9,Tennis Court 9,Tennis Court,,,,,,,Richmond Park,Yes,Northern Contract Area,2013/08/05 16:26:00+00,2025/04/08 08:53:38+00,69.7496013178236,264.097813141564
1489,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Grass,,2,Tennis Court 2,Tennis Court,,,,,,,Elmwood Park,Yes,Northern Contract Area,2013/08/05 16:48:00+00,2025/04/08 08:53:38+00,68.8901230872029,256.250857240793
1490,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Grass,,3,Tennis Court 3,Tennis Court,,,,,,,Elmwood Park,Yes,Northern Contract Area,2013/08/05 16:48:00+00,2025/04/08 08:53:38+00,68.8900960075966,256.250183108725
1491,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Grass,,4,Tennis Court 4,Tennis Court,,,,,,,Elmwood Park,Yes,Northern Contract Area,2013/08/05 16:48:00+00,2025/04/08 08:53:38+00,68.8901230856579,256.250857222582
1492,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Grass,,5,Tennis Court 5,Tennis Court,,,,,,,Elmwood Park,Yes,Northern Contract Area,2013/08/05 16:48:00+00,2025/04/08 08:53:38+00,68.8899842813359,256.249575919758
1493,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Grass,,6,Tennis Court 6,Tennis Court,,,,,,,Elmwood Park,Yes,Northern Contract Area,2013/08/05 16:48:00+00,2025/04/08 08:53:38+00,68.8899842813359,256.249575919758
1494,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Grass,,7,Tennis Court 7,Tennis Court,,,,,,,Elmwood Park,Yes,Northern Contract Area,2013/08/05 16:48:00+00,2025/04/08 08:53:38+00,68.8900082975619,256.249790818611
1495,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Grass,,8,Tennis Court 8,Tennis Court,,,,,,,Elmwood Park,Yes,Northern Contract Area,2013/08/05 16:48:00+00,2025/04/08 08:53:38+00,68.8901678218848,256.250845067663
1496,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Grass,,9,Tennis Court 9,Tennis Court,,,,,,,Elmwood Park,Yes,Northern Contract Area,2013/08/05 16:48:00+00,2025/04/08 08:53:38+00,68.8901854806069,256.250738811166
1497,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,2,Tennis Court 2,Tennis Court,,,,,,,Burnside Park,Yes,Northern Contract Area,2013/08/05 17:17:00+00,2025/04/08 08:53:38+00,69.2237619283132,258.283643859852
1498,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,3,Tennis Court 3,Tennis Court,,,,,,,Burnside Park,Yes,Northern Contract Area,2013/08/05 17:17:00+00,2025/04/08 08:53:38+00,69.2236151378335,258.28193767275
1499,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,4,Tennis Court 4,Tennis Court,,,,,,,Burnside Park,Yes,Northern Contract Area,2013/08/05 17:17:00+00,2025/04/08 08:53:38+00,69.2237619259651,258.28367899824
1500,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,5,Tennis Court 5,Tennis Court,,,,,,,Burnside Park,Yes,Northern Contract Area,2013/08/05 17:17:00+00,2025/04/08 08:53:38+00,69.2236206111353,258.282438630347
1501,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,6,Tennis Court 6,Tennis Court,,,,,,,Burnside Park,Yes,Northern Contract Area,2013/08/05 17:17:00+00,2025/04/08 08:53:38+00,69.2236206111353,258.282438630347
1502,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,7,Tennis Court 7,Tennis Court,,,,,,,Burnside Park,Yes,Northern Contract Area,2013/08/05 17:17:00+00,2025/04/08 08:53:38+00,69.2236151378335,258.28193767275
1503,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,8,Tennis Court 8,Tennis Court,,,,,,,Burnside Park,Yes,Northern Contract Area,2013/08/05 17:17:00+00,2025/04/08 08:53:38+00,69.2236206125024,258.282438638116
1504,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,9,Tennis Court 9,Tennis Court,,,,,,,Burnside Park,Yes,Northern Contract Area,2013/08/05 17:17:00+00,2025/04/08 08:53:38+00,69.2237674026862,258.283237631759
1505,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,10,Tennis Court 10,Tennis Court,,,,,,,Burnside Park,Yes,Northern Contract Area,2013/08/05 17:17:00+00,2025/04/08 08:53:38+00,69.2236206111353,258.282438630347
1507,Out of Service,Tennis,Senior,Unknown,Non-Seasonal,Ashphalt,,2,Tennis Court 2,Tennis Court,,,,,,,Heathcote Domain,Yes,Eastern Contract Area,2013/08/06 11:33:00+00,2025/04/08 08:53:38+00,69.511822812088,261.952918275067
1508,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,4,Tennis Court 4,Tennis Court 4,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/05 16:53:00+00,2025/04/08 08:53:38+00,69.4826531033661,261.58370605858
1510,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Grass,2008/05/20 00:00:00+00,,Cricket Block,Cricket Block,,,,,,,Wainui Domain,No,Banks Peninsula,2006/08/01 00:00:00+00,2025/04/08 08:53:38+00,52.4996334412764,47.224199947671
1512,Out of Service,Cricket,Intermediate,Unknown,Non-Seasonal,Grass,2008/05/20 00:00:00+00,,Cricket Block,Cricket Block,,,,,,,,No,Banks Peninsula,2013/08/06 02:15:00+00,2025/04/08 08:53:38+00,41.5694795114727,30.0418641844355
1537,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Half Court,Half court adj swings,,,,,,,Wigram Village Green,Yes,Eastern Contract Area,2013/08/06 16:08:00+00,2025/04/08 08:53:38+00,58.7637358201304,198.502769144556
1538,Out of Service,Tennis,Senior,Unknown,Non-Seasonal,Grass,,2,Tennis Court 2,Tennis Court,,,,,,,Yaldhurst Domain,Yes,Northern Contract Area,2013/08/06 16:22:00+00,2025/04/08 08:53:38+00,69.8253591131945,265.48653566204
1540,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,3,Tennis Court 3,Tennis Court,,,,,,,Yaldhurst Domain,Yes,Northern Contract Area,2013/08/06 16:20:00+00,2025/04/08 08:53:38+00,68.8347161549211,255.364396603145
1541,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,4,Tennis Court 4,Tennis Court,,,,,,,Yaldhurst Domain,Yes,Northern Contract Area,2013/08/06 16:20:00+00,2025/04/08 08:53:38+00,68.8349003248236,255.364821511273
1542,In Service,Tennis,Junior,Unknown,Non-Seasonal,Grass,,10,Tennis Court 10,Tennis Court,,,,,,,Elmwood Park,Yes,Northern Contract Area,2013/08/05 16:48:00+00,2025/04/08 08:53:38+00,39.7730179473743,88.6817048085314
1561,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Half Court,62m NW of Centre of Park,,,,,,,Sockburn Park,Yes,Eastern Contract Area,2013/08/23 16:06:00+00,2026/03/17 14:56:51+00,64.2416729641635,256.827603208606
1562,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,1980/01/01 00:00:00+00,,Tennis Court,,,,,,,,Hagley Park North,No,Northern Contract Area,2013/10/23 09:44:00+00,2025/04/08 08:53:38+00,561.737381147345,17730.3154331547
1566,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,Cricket Block,,,,,,,Ataahua Domain,No,Banks Peninsula,2013/11/11 00:00:00+00,2025/04/08 08:53:38+00,66.8029231247428,90.5070000235951
1599,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,Cricket Block,,,,,,,Stoddart Point Reserve,No,Eastern Contract Area,2013/11/13 00:00:00+00,2025/04/08 08:53:38+00,71.8135754374833,258.13165125145
1693,In Service,Cricket,Senior,Unknown,Non-Seasonal,Astroturf - Sand Based,2013/10/01 00:00:00+00,,"Artificial Cricket Wicket
",Artificial grass cricket wicket against wall,,,,,,,Shearer Playground,Yes,Northern Contract Area,2014/08/14 00:00:00+00,2025/04/08 08:53:38+00,13.3613795944678,10.8935904064307
1694,In Service,Tennis,Senior,Unknown,Non-Seasonal,Ashphalt,2009/10/01 00:00:00+00,,Tennis Practise Surface,Tennis Practise Surface 85m NNE of Centre of Park,,,,,,,King Park,No,Eastern Contract Area,2014/08/14 00:00:00+00,2025/04/08 08:53:38+00,36.7585612096231,79.2820838424215
1695,Out of Service,Tennis,Senior,Unknown,Non-Seasonal,Ashphalt,2008/07/25 00:00:00+00,,Tennis Practise Surface,Tennis Practise Surface 59m ENE of Centre of Park,,,,,,,Hornby Domain,Yes,Eastern Contract Area,2014/08/14 00:00:00+00,2025/04/08 08:53:38+00,42.3326455037196,111.721503355183
1696,Out of Service,BMX,Junior,Unknown,Non-Seasonal,Grass,2013/08/22 00:00:00+00,,BMX,BMX track NW of centre of park,,,,,,,Templeton Domain,Yes,Southern Contract Area,2014/08/14 00:00:00+00,2025/04/08 08:53:38+00,74.4307101566701,245.823341401755
1697,In Service,Tennis,Senior,Unknown,Non-Seasonal,Ashphalt,2009/01/26 00:00:00+00,,Tennis Practise Surface,"Tennis Practise Surface, 130m SSE of Centre of Park",,,,,,,Cashmere Valley Reserve,Yes,Eastern Contract Area,2014/08/14 00:00:00+00,2025/04/08 08:53:38+00,37.0334314408071,84.3902194207656
1700,In Service,Netball,Junior,Unknown,Non-Seasonal,Ashphalt,2012/05/04 00:00:00+00,,Netball Court,Hardsurface for netball hoop,,,,,,,Aston Reserve,Yes,Northern Contract Area,2014/08/14 00:00:00+00,2025/04/08 08:53:38+00,32.1947444865303,55.5948963604857
1729,Out of Service,Cricket,Training,Unknown,Non-Seasonal,Astroturf - Sand Based,2013/04/15 00:00:00+00,,Cricket Block - Arteficial,Cricket Block - Artificial - south of park centre,,,,,,,Elmwood Park,No,Northern Contract Area,2014/11/10 00:00:00+00,2025/04/08 08:53:38+00,53.680564567461,63.7241553702766
1730,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Unknown,,,Skateboard Area,Skateboard,,,,,,,Washington Way Reserve,Yes,Northern Contract Area,2014/04/24 00:00:00+00,2025/04/08 08:53:38+00,580.892215344219,5236.76168206206
1734,In Service,BMX,Recreational,Unknown,Non-Seasonal,Unknown,,,BMX,Pump track at front of park alongside Apsley Dr,,,,,,,Crosbie Park,Yes,Northern Contract Area,2015/01/21 16:18:30+00,2025/04/08 08:53:38+00,80.926268359949,415.373783509564
1735,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Half Court,Basketball half court by tennis courts,,,,,,,Ouruhia Reserve,Yes,Northern Contract Area,2015/01/21 16:18:30+00,2025/04/08 08:53:38+00,26.3229148272184,42.6772298931345
1787,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Skateboard Area,Skateboard Area,,,,,,,Sheldon Park,Yes,Northern Contract Area,2016/02/29 12:09:02+00,2025/09/02 08:27:05+00,271.696585804684,839.790609392703
1789,In Service,BMX,Senior,Unknown,Non-Seasonal,Mixed Dirt,,,BMX,BMX track at NW end of football field carpark,,,,,,,Ferrymead Park,No,Eastern Contract Area,2017/08/21 16:57:32+00,2025/04/08 08:53:38+00,143.382865991488,240.241838014025
1790,In Service,Tennis,Training,Christchurch City Council,Non-Seasonal,Grass,,0,Tennis ,Tennis practice surface. East side of Mt Pleasant tennis courts,,,,,,,King Park,Yes,Eastern Contract Area,2018/01/24 14:43:50+00,2025/04/08 08:53:38+00,57.7971292052944,150.339468494636
1791,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Concrete,2017/11/08 00:00:00+00,,Skateboard Area,Skateboard area West of playground area,,,,,,,Muka Park,Yes,Northern Contract Area,2018/01/24 14:43:50+00,2025/04/08 08:53:38+00,202.407436895522,278.145324177129
1793,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Half Court,Basketball court North-West of playground area,,,,,,,Muka Park,Yes,Northern Contract Area,2018/01/24 14:43:50+00,2025/04/08 08:53:38+00,63.9248105485998,255.230432999988
1794,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Full Court,South of community centre,,,,,,,Wainoni Park,Yes,Northern Contract Area,2018/02/02 11:36:43+00,2025/04/08 08:53:38+00,90.4071358193503,469.287559631891
1795,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Concrete,,,Basketball Half Court,25m East from carpark,,,,,,,Opouira Knights Stream Park,Yes,Eastern Contract Area,2018/04/03 16:33:28+00,2025/04/08 08:53:38+00,73.9709434752664,341.715834507997
1796,In Service,Tennis,Training,Christchurch City Council,Non-Seasonal,Ashphalt,,0,Tennis ,In The Oaks Park,,,,,,,The Oaks Park,Yes,Eastern Contract Area,2018/05/04 10:16:32+00,2025/04/08 08:53:38+00,104.395934497378,623.939388006699
1797,In Service,Hockey,Recreational,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,0,Hockey ,Under goal posts. No category for type,,,,,,,Marama Park,Yes,Eastern Contract Area,2018/07/10 14:16:46+00,2025/04/08 08:53:38+00,11.7877499052693,7.72006527508636
1798,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Concrete,,,Basketball Half Court,Basketball half court,,,,,,,Marama Park,Yes,Eastern Contract Area,2018/07/10 14:16:46+00,2025/04/08 08:53:38+00,56.3693751390053,252.21572862849
1800,In Service,BMX,Recreational,Unknown,Non-Seasonal,Mixed Dirt,,,BMX ,East side of park by Playground,,,,,,,Craighead Reserve,Yes,Northern Contract Area,2018/07/13 14:14:18+00,2025/04/08 08:53:38+00,155.259880112973,1288.33825150032
1802,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Half Court,Middle of park,,,,,,,Little Waterloo Park,Yes,Eastern Contract Area,2018/08/23 10:11:37+00,2025/04/08 08:53:38+00,60.2021220884413,226.442816001718
1803,In Service,Tennis,Training,Christchurch City Council,Non-Seasonal,Ashphalt,,0,Tennis ,Tennis court at Armagh St entrance to park,,,,,,,Hagley Park North,No,Northern Contract Area,2018/08/23 10:11:37+00,2025/04/08 08:53:38+00,212.770501380758,2536.21915948756
1804,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,2008/06/30 00:00:00+00,,Basketball Half Court,East of playground,,,,,,,James Drive Reserve,No,Banks Peninsula,2018/08/23 10:11:38+00,2025/04/08 08:53:38+00,42.2110038733258,103.746094002493
1805,In Service,Tennis,Recreational,Christchurch City Council,Non-Seasonal,Ashphalt,,0,Tennis ,South end of park,,,,,,,Tautoru Park,Yes,Eastern Contract Area,2018/10/12 14:48:15+00,2025/04/08 08:53:38+00,109.645362000573,668.219203382383
1807,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Concrete,2018/08/01 00:00:00+00,,Skateboard Area,North-East edge of carpark,,,,,,,Opouira Knights Stream Park,Yes,Eastern Contract Area,2019/01/03 13:11:10+00,2025/04/08 08:53:38+00,206.874998383031,996.603627296254
1808,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Concrete,,,Skateboard Area,SKP001,,,,,,,Halswell Domain,Yes,Eastern Contract Area,2019/02/14 14:14:42+00,2025/04/08 08:53:38+00,243.563815958934,484.922808283638
1810,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Full Court,Basketball full court,,,,,,,Thomson Park,Yes,Northern Contract Area,2020/01/24 11:02:42+00,2025/04/08 08:53:38+00,85.9660929325531,419.669900479406
1811,In Service,Netball,Junior,Unknown,Summer,Ashphalt,,,NetBall Court,,,,,,,,Halswell Domain,Yes,Eastern Contract Area,2020/02/26 17:23:45+00,2025/04/08 08:53:38+00,91.5722904172067,465.739865920677
