SportFieldID,ServiceStatus,SportCode,SportLevel,SportBookingOrganisation,SportSeason,SportSurface,FieldNumber,FieldName,LongDescription,SeasonStartDate,SeasonEndDate,MidSeasonBreakStartDate,MidSeasonBreakEndDate,TrainingDays,MatchDays,ParkName,InContract,ContractArea,CreateDate,LastEditDate,SHAPE_Length,SHAPE_Area
19,In Service,Football,Senior,Christchurch City Council,Non-Seasonal,Grass,2,Senior Football 2,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,Avonhead Park,Yes,Northern Contract Area,2006/07/24 00:00:00+00,2024/06/18 12:56:30+00,339.874861002801,6994.85040598828
20,In Service,Football,Senior,Unknown,Non-Seasonal,Grass,1,Senior Football 1,,2024/03/28 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Avonhead Park,Yes,Northern Contract Area,2006/07/24 00:00:00+00,2024/06/18 13:02:14+00,339.874599617921,6994.83930122373
28,Out of Service,Tag Football,Senior,Unknown,Winter,Grass,1,Senior Tag Football 1,,,,,,,,Addington Park,No,Eastern Contract Area,2006/07/25 00:00:00+00,2024/06/18 13:03:15+00,375.85507570947,8153.70985358123
29,Out of Service,Football,Senior,Unknown,Non-Seasonal,Grass,1,Senior Football 1,,2023/04/01 00:00:00+00,2023/09/03 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Avon Park,Yes,Northern Contract Area,2006/07/25 00:00:00+00,2024/06/18 13:09:55+00,339.865908308993,6994.48267433119
56,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Barrington Park,Yes,Eastern Contract Area,2006/07/25 00:00:00+00,2024/06/18 12:58:56+00,322.596875145798,6280.0121590225
57,In Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Barrington Park,Yes,Eastern Contract Area,2006/07/25 00:00:00+00,2024/06/18 12:54:28+00,249.903183628239,3747.09454424096
71,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Barnett Park Sports Grounds,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2024/06/18 12:56:14+00,339.860550757153,6994.2552504218
74,In Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Barnett Park Sports Grounds,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2024/06/18 12:53:19+00,199.917987359778,2398.03344108981
75,In Service,Football,Junior,Unknown,Winter,Grass,2,Junior Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Barnett Park Sports Grounds,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2024/06/18 12:53:44+00,199.917728523416,2398.02730869939
77,In Service,Football,Senior,Unknown,Winter,Grass,2,Senior Football 2,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Barnett Park Sports Grounds,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2024/06/18 12:56:31+00,342.523886903496,7106.64630725078
78,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Barnett Park Sports Grounds,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2024/06/18 12:53:44+00,239.93419007356,3494.36285268747
99,Out of Service,Gaelic Football,Senior,Unknown,Summer,Grass,1,Senior Gaelic Football 1,,,,,,,,Bishopdale Park,No,Northern Contract Area,2006/07/27 00:00:00+00,2022/09/20 16:16:29+00,375.859662116423,8153.90084907434
103,In Service,Cricket,Senior,Unknown,Summer,Grass,1,Senior Cricket 1,,2022/10/15 00:00:00+00,2023/03/25 00:00:00+00,2022/12/18 00:00:00+00,2023/01/13 00:00:00+00,,Saturday,Bishopdale Park,Yes,Northern Contract Area,2006/07/27 00:00:00+00,2022/09/20 16:16:26+00,452.624784758676,11991.8658039771
105,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Bower Park,Yes,Northern Contract Area,2006/07/27 00:00:00+00,2024/06/18 12:59:20+00,379.849214861508,8393.32552047239
109,In Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Branston Park,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2024/06/18 12:57:29+00,375.860960522288,8153.95871531705
112,In Service,Football,Junior,Unknown,Winter,Grass,2,Junior Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Broadhaven Reserve,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:53:20+00,162.783673014807,1597.40385109622
114,Out of Service,Tag Football,Senior,Christchurch City Council,Summer,Grass,1,Senior Tag Football 1,,2022/10/10 00:00:00+00,,,,"Saturday,Sunday",Tuesday,Broadhaven Reserve,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/09/11 10:01:50+00,239.156167451843,3473.7745582598
116,Out of Service,Tag Football,Senior,Christchurch City Council,Summer,Grass,5,Senior Tag Football 5,,2022/10/10 00:00:00+00,,,,"Saturday,Sunday",Tuesday,Broadhaven Reserve,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/09/11 10:02:08+00,238.769877165683,3460.73836664996
118,Out of Service,Hockey,Senior,Unknown,Winter,Grass,1,Senior Hockey 1,,,,,,,,Burwood Park,No,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 13:03:16+00,292.685300335525,5023.06710202344
122,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Burwood Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:59:07+00,379.851462350903,8393.43001568511
123,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Burwood Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:55:47+00,339.86715026896,6994.52640721398
139,In Service,Rugby,Senior,Unknown,Winter,Grass,3,Senior Rugby Union 3,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Burwood Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:59:21+00,379.851051912906,8393.42456375838
154,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:57:06+00,339.873290024845,6994.78886081811
155,In Service,Football,Senior,Unknown,Winter,Grass,3,Senior Football 3,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:56:08+00,261.437232615968,4188.57535794511
156,In Service,Football,Senior,Unknown,Winter,Grass,4,Senior Football 4,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:56:31+00,339.873430580978,6994.79471509416
157,In Service,Football,Senior,Unknown,Winter,Grass,2,Senior Football 2,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:56:15+00,339.873305645356,6994.78847068661
162,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:58:57+00,379.859161232604,8393.76242588815
164,In Service,Rugby,Junior,Unknown,Winter,Grass,3,Junior Rugby Union 3,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:54:55+00,249.907517198298,3747.22214151669
165,In Service,Rugby,Junior,Unknown,Winter,Grass,4,Junior Rugby Union 4,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:54:43+00,249.906951508699,3747.21242206175
166,In Service,Rugby,Junior,Unknown,Winter,Grass,2,Junior Rugby Union 2,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:54:56+00,249.907234346313,3747.21330567879
167,In Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:54:29+00,249.907234344995,3747.21330563764
168,In Service,Rugby,Senior,Unknown,Winter,Grass,3,Senior Rugby Union 3,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:59:22+00,379.858846034336,8393.77243789403
169,In Service,Rugby,Senior,Unknown,Winter,Grass,4,Senior Rugby Union 4,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:59:07+00,379.858843048918,8393.77234766576
170,In Service,Rugby,Senior,Unknown,Winter,Grass,5,Senior Rugby Union 5,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:59:23+00,379.858843050206,8393.77234772847
171,In Service,Rugby,Senior,Unknown,Winter,Grass,2,Senior Rugby Union 2,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:58:58+00,379.858846033019,8393.77248936816
172,In Service,Rugby,Senior,Unknown,Winter,Grass,6,Senior Rugby Union 6,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Burnside Park,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/06/18 12:59:25+00,379.85856022237,8393.75891840392
173,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,5,Senior Touch Rugby 5,,2022/10/19 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Wednesday,Thursday",Burnside Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:26+00,236.816293278915,3418.46387251253
174,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,6,Senior Touch Rugby 6,,2022/10/19 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Wednesday,Thursday",Burnside Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:26+00,248.993087278918,3721.12636906791
175,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,7,Senior Touch Rugby 7,,2022/10/19 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Wednesday,Thursday",Burnside Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:26+00,251.730135452537,3812.78838737637
176,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,8,Senior Touch Rugby 8,,2022/10/19 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Wednesday,Thursday",Burnside Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:26+00,252.356986813281,3833.76760043392
177,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,4,Senior Touch Rugby 4,,2022/10/19 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Wednesday,Thursday",Burnside Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:26+00,227.949591184706,3210.67238072987
178,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,3,Senior Touch Rugby 3,,2022/10/19 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Wednesday,Thursday",Burnside Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:26+00,226.166441315109,3162.71430425006
179,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,9,Senior Touch Rugby 9,,2022/10/19 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Wednesday,Thursday",Burnside Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:26+00,251.061707875976,3797.3562393881
180,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,10,Senior Touch Rugby 10,,2022/10/19 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Wednesday,Thursday",Burnside Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:26+00,251.473540245337,3811.34860031283
181,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,12,Senior Touch Rugby 12,,2022/10/19 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Wednesday,Thursday",Burnside Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:26+00,259.966348390802,4033.80148092985
182,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,13,Senior Touch Rugby 13,,2022/10/19 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Wednesday,Thursday",Burnside Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:26+00,261.090216420799,4068.05182582127
183,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,11,Senior Touch Rugby 11,,2022/10/19 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Wednesday,Thursday",Burnside Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:26+00,243.423779046069,3690.18542289994
186,In Service,Football,Junior,Unknown,Non-Seasonal,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,Clare Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:53:18+00,199.921579913736,2398.11986630631
187,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Clare Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:56:32+00,339.866911598573,6994.51753727054
198,In Service,Football,Senior,Unknown,Non-Seasonal,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Ferrier Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:56:10+00,339.873202081837,6994.7808631176
201,Out of Service,Football,Junior,Unknown,Winter,Grass,5,Junior Football 5,HAGLEY PARK NORTH (Carlton Corner),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,,"Saturday,Sunday",Hagley Park North,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/07/01 09:39:23+00,199.923034459006,2398.15096722877
202,In Service,Football,Junior,Unknown,Winter,Grass,2,Junior Football 2,HAGLEY PARK NORTH (Carlton Corner),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,,"Saturday,Sunday",Hagley Park North,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/07/01 09:40:02+00,199.922882160506,2398.15133580548
203,In Service,Football,Junior,Unknown,Winter,Grass,3,Junior Football 3,HAGLEY PARK NORTH (Carlton Corner),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,,"Saturday,Sunday",Hagley Park North,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:53:09+00,199.922932279617,2398.15212046515
204,In Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,HAGLEY PARK NORTH (Carlton Corner),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,,"Saturday,Sunday",Hagley Park North,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/07/01 09:40:32+00,199.922834560527,2398.15040726925
205,Out of Service,Football,Junior,Unknown,Winter,Grass,6,Junior Football 6,HAGLEY PARK NORTH (Carlton Corner),,,,,,,Hagley Park North,No,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 13:03:02+00,199.923090279604,2398.1530115981
206,Out of Service,Football,Junior,Unknown,Winter,Grass,8,Junior Football 8,HAGLEY PARK NORTH (Carlton Corner),,,,,,,Hagley Park North,No,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 13:03:23+00,199.923143838675,2398.15494586844
207,Out of Service,Football,Junior,Unknown,Winter,Grass,7,Junior Football 7,HAGLEY PARK NORTH (Carlton Corner),,,,,,,Hagley Park North,No,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 13:03:10+00,199.92301603004,2398.15017168465
208,In Service,Football,Junior,Unknown,Winter,Grass,4,Junior Football 4,HAGLEY PARK NORTH (Carlton Corner),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,,"Saturday,Sunday",Hagley Park North,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/07/01 09:42:34+00,199.922888220633,2398.14728027142
216,In Service,Rugby,Senior,Unknown,Winter,Grass,4,Senior Rugby Union 4,HAGLEY PARK NORTH (Bob Deans Fields),2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park North,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/07/10 10:36:14+00,360.048376364318,7541.07540202399
218,In Service,Rugby,Senior,Unknown,Winter,Grass,5,Senior Rugby Union 5,HAGLEY PARK NORTH (Bob Deans Fields),2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park North,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/07/10 10:36:14+00,359.145197839953,7503.29010523249
219,In Service,Rugby,Senior,Unknown,Winter,Grass,3,Senior Rugby Union 3,HAGLEY PARK NORTH (Bob Deans Fields),2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park North,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/07/10 10:36:14+00,362.764007114845,7655.27439169383
220,In Service,Rugby,Senior,Unknown,Winter,Grass,6,Senior Rugby Union 6,HAGLEY PARK NORTH (Bob Deans Fields),2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park North,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/07/10 10:36:14+00,358.756712619383,7487.06386033954
221,In Service,Rugby,Senior,Unknown,Winter,Grass,2,Senior Rugby Union 2,HAGLEY PARK NORTH (Bob Deans Fields),2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park North,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/07/10 10:36:14+00,349.983455119906,7125.37830391891
222,Out of Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,HAGLEY PARK NORTH (Triangle),,,,,,,Hagley Park North,No,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 13:03:23+00,249.903845261093,3747.11869500294
223,In Service,Rugby,Junior,Unknown,Winter,Grass,3,Junior Rugby Union 3,HAGLEY PARK NORTH (Triangle),2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park North,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:54:57+00,263.968765565823,3065.47111238562
224,In Service,Rugby,Junior,Unknown,Winter,Grass,4,Junior Rugby Union 4,HAGLEY PARK NORTH (Triangle),2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park North,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:54:44+00,249.904108166755,3747.12364587228
225,In Service,Rugby,Junior,Unknown,Winter,Grass,2,Junior Rugby Union 2,HAGLEY PARK NORTH (Triangle),2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park North,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:54:58+00,251.923489615043,3996.08769631637
226,Out of Service,Rugby,Junior,Unknown,Winter,Grass,5,Junior Rugby Union 5,HAGLEY PARK NORTH (Triangle),,,,,,,Hagley Park North,No,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 13:03:02+00,250.679586105815,3907.84673403451
230,In Service,Football,Intermediate,Unknown,Winter,Grass,3,Intermediate Football 03,HAGLEY PARK SOUTH (Polo Fields),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:53:21+00,242.354797036113,3579.92184147635
232,In Service,Football,Intermediate,Unknown,Winter,Grass,7,Intermediate Football 07,HAGLEY PARK SOUTH (Polo Fields),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:53:09+00,242.417773978683,3569.96580830003
233,In Service,Football,Intermediate,Unknown,Winter,Grass,5,Intermediate Football 05,HAGLEY PARK SOUTH (Polo Fields),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:53:21+00,240.632321911807,3518.65236238771
234,In Service,Football,Senior,Unknown,Winter,Grass,1,Hospital Corner Senior Football 1,HAGLEY PARK SOUTH (Hospital Corner),2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:55:49+00,375.720992958879,8151.63715200726
235,In Service,Football,Senior,Unknown,Winter,Grass,2,Hospital Corner Senior Football 2,HAGLEY PARK SOUTH (Hospital Corner),2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:56:33+00,376.75398788466,8200.71543253351
244,In Service,Football,Intermediate,Unknown,Winter,Grass,10,Intermediate Football 10,HAGLEY PARK SOUTH (Polo Fields),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:53:03+00,240.68943946131,3534.01977705631
270,In Service,Rugby,Senior,Unknown,Winter,Grass,3,Senior Rugby Union 3,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park South,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:59:31+00,379.853900247579,8393.53309959045
271,In Service,Rugby,Senior,Unknown,Winter,Grass,4,Senior Rugby Union 4,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park South,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:58:59+00,379.853800244086,8393.52925739183
272,In Service,Rugby,Senior,Unknown,Winter,Grass,5,Senior Rugby Union 5,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park South,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:59:32+00,379.853800251338,8393.52925764182
281,In Service,Football,Intermediate,Unknown,Winter,Grass,2,Intermediate Football 02,HAGLEY PARK SOUTH (Polo Fields),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:53:22+00,242.437626892981,3570.10404217374
282,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 01,HAGLEY PARK SOUTH (Polo Fields),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:53:09+00,241.442744876132,3552.50627705396
