SportFieldID,ServiceStatus,SportCode,SportLevel,SportBookingOrganisation,SportSeason,SportSurface,FieldNumber,FieldName,LongDescription,SeasonStartDate,SeasonEndDate,MidSeasonBreakStartDate,MidSeasonBreakEndDate,TrainingDays,MatchDays,ParkName,InContract,ContractArea,CreateDate,LastEditDate,SHAPE_Length,SHAPE_Area
1704,Out of Service,Rugby,Senior,Unknown,Winter,Grass,3,Senior Rugby Union 3,,,,,,,,Rawhiti Domain,No,Northern Contract Area,2014/06/06 00:00:00+00,2024/06/18 13:03:11+00,374.909258106039,8204.57781294666
1705,In Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,RAWHITI DOMAIN (Thomson Park),2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Rawhiti Domain,Yes,Northern Contract Area,2014/06/06 00:00:00+00,2024/06/18 12:54:48+00,259.267994856691,3974.17922996008
1706,In Service,Rugby,Junior,Unknown,Winter,Grass,2,Junior Rugby Union 2,RAWHITI DOMAIN (Thomson Park),2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Rawhiti Domain,Yes,Northern Contract Area,2014/06/06 00:00:00+00,2024/06/18 12:55:10+00,259.177398175578,3974.42462147504
1707,In Service,Rugby,Junior,Unknown,Winter,Grass,3,Junior Rugby Union 3,RAWHITI DOMAIN (Thomson Park),2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Rawhiti Domain,Yes,Northern Contract Area,2014/06/06 00:00:00+00,2024/06/18 12:54:33+00,256.786688296475,3908.70224746438
1716,In Service,Touch Rugby,Senior,Christchurch City Council,Summer,Grass,2,Senior Touch Rugby 2,,2022/10/26 00:00:00+00,2023/03/22 00:00:00+00,2022/12/07 00:00:00+00,2023/02/08 00:00:00+00,,Wednesday,Macfarlane Park,Yes,Northern Contract Area,2014/10/30 00:00:00+00,2023/08/29 15:14:25+00,229.980022974236,3039.12473753939
1717,In Service,Touch Rugby,Senior,Christchurch City Council,Summer,Grass,1,Senior Touch Rugby 1,,2022/10/26 00:00:00+00,2023/03/22 00:00:00+00,2022/12/07 00:00:00+00,2023/02/08 00:00:00+00,,Wednesday,Macfarlane Park,Yes,Northern Contract Area,2014/10/30 00:00:00+00,2023/08/29 15:14:32+00,235.258445598278,3229.15888559711
1718,In Service,Touch Rugby,Senior,Christchurch City Council,Summer,Grass,3,Senior Touch Rugby 3,,2022/10/26 00:00:00+00,2023/03/22 00:00:00+00,2022/12/07 00:00:00+00,2023/02/08 00:00:00+00,,Wednesday,Macfarlane Park,Yes,Northern Contract Area,2014/10/30 00:00:00+00,2022/09/20 16:16:29+00,248.045149709725,3699.53999019526
1719,In Service,Touch Rugby,Senior,Christchurch City Council,Summer,Grass,4,Senior Touch Rugby 4,,2022/10/26 00:00:00+00,2023/03/22 00:00:00+00,2022/12/07 00:00:00+00,2023/02/08 00:00:00+00,,Wednesday,Macfarlane Park,Yes,Northern Contract Area,2014/10/30 00:00:00+00,2022/09/20 16:16:29+00,240.050523301601,3431.81342484441
1720,In Service,Touch Rugby,Senior,Christchurch City Council,Summer,Grass,5,Senior Touch Rugby 5,,2022/10/26 00:00:00+00,2023/03/22 00:00:00+00,2022/12/07 00:00:00+00,2023/02/08 00:00:00+00,,Wednesday,Macfarlane Park,Yes,Northern Contract Area,2014/10/30 00:00:00+00,2022/09/20 16:16:29+00,258.628126530204,3996.13244733619
1721,In Service,Touch Rugby,Senior,Christchurch City Council,Summer,Grass,6,Senior Touch Rugby 6,,2022/10/26 00:00:00+00,2023/03/22 00:00:00+00,2022/12/07 00:00:00+00,2023/02/08 00:00:00+00,,Wednesday,Macfarlane Park,Yes,Northern Contract Area,2014/10/30 00:00:00+00,2022/09/20 16:16:29+00,261.333410701948,4054.3735083206
1722,In Service,Touch Rugby,Senior,Christchurch City Council,Summer,Grass,7,Senior Touch Rugby 7,,2022/10/26 00:00:00+00,2023/03/22 00:00:00+00,2022/12/07 00:00:00+00,2023/02/08 00:00:00+00,,Wednesday,Macfarlane Park,Yes,Northern Contract Area,2014/10/30 00:00:00+00,2022/09/20 16:16:29+00,239.252270956437,3491.00033799849
1732,In Service,Football,Training,Unknown,Winter,Grass,1,Training Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,Queenspark Reserve,No,Northern Contract Area,2014/05/22 00:00:00+00,2024/06/18 12:56:24+00,260.973257311163,4024.80208994641
1739,In Service,Football,Senior,Unknown,Winter,Grass,2,Senior Football 2,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,Middleton Park,Yes,Eastern Contract Area,2015/04/17 12:43:34+00,2024/06/18 13:05:56+00,311.418313743923,5908.20292699458
1740,In Service,Football,Senior,Unknown,Winter,Grass,7,Senior Football 7,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,,,Cuthberts Green,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/09/03 13:39:52+00,295.781362482393,5229.41439071916
1742,In Service,Rugby,Junior,Unknown,Winter,Grass,2,Junior Rugby Union 2,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Queenspark Reserve,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:55:12+00,264.835988255952,4114.92332354346
1743,Out of Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,,,,,,,Te Kahu Park,No,Eastern Contract Area,2015/04/17 12:43:34+00,2024/06/18 13:03:07+00,380.526484230529,8423.04286622652
1744,In Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Edgar Macintosh Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:54:49+00,219.000032191976,2797.66856643688
1745,In Service,Football,Intermediate,Unknown,Winter,Grass,3,Intermediate Football 3,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Warren Park,Yes,Eastern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:53:31+00,233.898607426228,3346.58357319785
1746,In Service,Football,Senior,Unknown,Winter,Grass,2,Senior Football 2,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Bishopdale Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:56:56+00,334.17271542515,6689.46358454372
1747,In Service,Football,Junior,Unknown,Winter,Grass,4,Junior Football 4,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Burnside Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:53:14+00,189.362163202017,2087.06753272833
1748,Out of Service,Football,Intermediate,Unknown,Winter,Grass,5,Intermediate Football 5,,,,,,,,Avonhead Park,No,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 13:03:22+00,240.111740152048,3503.99092097749
1749,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,,"Saturday,Sunday",Middleton Park,Yes,Eastern Contract Area,2015/04/17 12:43:34+00,2024/06/18 13:09:14+00,341.136334144797,7045.69562470858
1750,Out of Service,Rugby,Senior,Unknown,Winter,Grass,2,Senior Rugby Union 2,,,,,,,,Te Kahu Park,No,Eastern Contract Area,2015/04/17 12:43:34+00,2024/06/18 13:03:28+00,379.462663893441,8394.57167856722
1751,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Edgar Macintosh Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:59:52+00,398.346327209328,9044.77614964156
1752,In Service,Football,Junior,Unknown,Winter,Grass,3,Junior Football 3,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Burnside Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:53:32+00,190.791747620035,2116.68317985126
1753,Out of Service,Football,Intermediate,Unknown,Winter,Grass,4,Intermediate Football 4,,,,,,,,Avonhead Park,No,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 13:03:09+00,239.408813325971,3479.09340095928
1754,In Service,Rugby,Junior,Unknown,Winter,Grass,2,Junior Rugby Union 2,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Edgar Macintosh Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:55:14+00,209.503158441028,2588.36231549928
1755,In Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Burnside Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:53:05+00,189.091287061305,2071.51849641503
1756,In Service,Football,Intermediate,Christchurch City Council,Winter,Grass,3,Intermediate Football 3,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Avonhead Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:53:34+00,240.538031225914,3525.87807579198
1757,In Service,Football,Junior,Unknown,Winter,Grass,2,Junior Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Burnside Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:53:15+00,191.094621420209,2120.54580534564
1758,In Service,Football,Intermediate,Christchurch City Council,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Avonhead Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:53:35+00,241.892439141236,3557.91027571419
1759,In Service,Football,Junior,Unknown,Winter,Grass,5,Junior Football 5,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Burnside Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:53:06+00,190.982904250576,2115.99220858277
1760,In Service,Football,Intermediate,Christchurch City Council,Winter,Grass,2,Intermediate Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Avonhead Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:53:36+00,239.830719631363,3493.90133588201
1761,In Service,Football,Junior,Unknown,Winter,Grass,6,Junior Football 6,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Burnside Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:53:16+00,169.29356975095,1737.12800279627
1762,Out of Service,Football,Intermediate,Unknown,Winter,Grass,6,Intermediate Football 6,,,,,,,,Avonhead Park,No,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 13:03:04+00,241.545598006609,3550.62256849766
1763,In Service,Football,Senior,Unknown,Winter,Grass,3,Senior Football 3,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Avonhead Park,Yes,Northern Contract Area,2015/04/17 12:43:34+00,2024/06/18 12:56:00+00,336.072036140135,6849.65463980025
1780,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,1,Senior Touch Rugby 1,,,,,,,,Middleton Park,Yes,Eastern Contract Area,2014/08/21 00:00:00+00,2022/09/20 16:16:29+00,283.484569733223,4676.58614744096
1781,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,2,Senior Touch Rugby 2,,,,,,,,Middleton Park,Yes,Eastern Contract Area,2014/08/21 00:00:00+00,2022/09/20 16:16:29+00,281.697466400807,4575.29622373786
1782,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,3,Senior Touch Rugby 3,,,,,,,,Middleton Park,Yes,Eastern Contract Area,2014/08/21 00:00:00+00,2022/09/20 16:16:29+00,256.384948013462,4023.43674050128
1783,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,4,Senior Touch Rugby 4,,,,,,,,Middleton Park,Yes,Eastern Contract Area,2014/08/21 00:00:00+00,2022/09/20 16:16:29+00,256.17865453834,4023.92600728235
1784,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,5,Senior Touch Rugby 5,,,,,,,,Middleton Park,Yes,Eastern Contract Area,2014/08/21 00:00:00+00,2022/09/20 16:16:29+00,210.051589004139,2742.51103634196
1785,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,6,Senior Touch Rugby 6,,,,,,,,Middleton Park,Yes,Eastern Contract Area,2014/08/21 00:00:00+00,2022/09/20 16:16:29+00,207.529934750177,2618.28727281265
1786,In Service,Athletics,Senior,Unknown,Summer,Grass,1,Senior Athletics 1,,2022/10/03 00:00:00+00,2023/03/26 00:00:00+00,2022/12/23 00:00:00+00,2023/01/03 00:00:00+00,"Tuesday,Thursday",,Ferrymead Park,Yes,Eastern Contract Area,2014/08/21 00:00:00+00,2022/09/20 16:16:26+00,819.532518084766,4447.84812758759
1791,In Service,Football,Senior,Unknown,Non-Seasonal,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Lyttelton Recreation Ground,Yes,Eastern Contract Area,2017/02/24 00:00:00+00,2024/06/18 13:10:32+00,305.23987016924,5586.09005946272
1792,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Lyttelton Recreation Ground,Yes,Eastern Contract Area,2017/02/24 00:00:00+00,2024/06/18 12:54:41+00,339.955600130018,6997.39709675234
1793,In Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Lyttelton Recreation Ground,Yes,Eastern Contract Area,2017/02/24 00:00:00+00,2024/06/18 12:54:36+00,230.014011111173,3156.5636068137
1794,In Service,Football,Junior,Christchurch City Council,Winter,Grass,1,Junior Football 1,PAVILION PARK (Linden Grove),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Tuesday,Thursday","Saturday,Sunday",Pavilion Park,Yes,Eastern Contract Area,2017/02/24 00:00:00+00,2024/06/18 12:53:37+00,197.451902594741,2293.28561115923
1795,In Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Bromley Park,Yes,Northern Contract Area,2017/02/24 00:00:00+00,2024/06/18 12:57:30+00,379.8495605675,8393.35179788869
1796,Out of Service,Gaelic Football,Senior,Unknown,Summer,Grass,2,Senior Gaelic Football 2,Cuthberts Green - Linfield Park,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/24 00:00:00+00,2024/08/13 13:21:26+00,398.999450424857,9249.54907180163
1797,Out of Service,Football,Training,Unknown,Non-Seasonal,Grass,1,Training Football 1,,,,,,,,Somerfield Park,No,Eastern Contract Area,2017/02/24 00:00:00+00,2024/06/18 13:03:08+00,243.247264570656,3581.54613072602
1798,In Service,Football,Intermediate,Christchurch City Council,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Spreydon Domain,Yes,Eastern Contract Area,2017/02/24 00:00:00+00,2024/06/18 12:53:06+00,201.179545486361,2184.21584425198
1799,Out of Service,Football,Training,Unknown,Non-Seasonal,Grass,1,Training Football 1,,,,,,,,Spreydon Domain,No,Eastern Contract Area,2017/02/24 00:00:00+00,2024/06/18 13:03:19+00,199.481576312012,2396.55481817871
1800,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Akaroa Recreation Ground,No,Banks Peninsula,2017/02/24 00:00:00+00,2024/06/18 12:57:03+00,324.560650645368,6119.97827917208
1802,Out of Service,Football,Intermediate,Unknown,Winter,Grass,3,Intermediate Football 3,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,193.817750939992,2330.67430804474
1803,Out of Service,Football,Intermediate,Unknown,Winter,Grass,4,Intermediate Football 4,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,140.676777801741,1232.32732111731
1804,Out of Service,Football,Intermediate,Unknown,Winter,Grass,5,Intermediate Football 5,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,151.50297421432,1424.83686852262
1805,Out of Service,Football,Intermediate,Unknown,Winter,Grass,6,Intermediate Football 6,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,164.540539858033,1679.19951972089
1806,In Service,Football,Senior,Christchurch City Council,Winter,Grass,4,Senior Football 4,Cuthberts Green - Linfield Park,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,,,Cuthberts Green,Yes,Northern Contract Area,2017/02/25 00:00:00+00,2024/09/03 13:39:38+00,296.345599268885,5255.89796180587
1807,In Service,Football,Senior,Christchurch City Council,Winter,Grass,5,Senior Football 5,Cuthberts Green - Linfield Park,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,,,Cuthberts Green,Yes,Northern Contract Area,2017/02/25 00:00:00+00,2024/09/03 13:40:05+00,291.180530703562,5024.85135066732
1808,In Service,Football,Training,Unknown,Winter,Grass,3,Training Football 3,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,176.840322512911,1846.25082634186
1809,Out of Service,Football,Junior,Unknown,Winter,Grass,3,Junior Football 3,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,127.886748812019,984.357512974784
1810,Out of Service,Football,Junior,Unknown,Winter,Grass,4,Junior Football 4,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,127.821671701617,980.789817690699
1811,Out of Service,Football,Junior,Unknown,Winter,Grass,5,Junior Football 5,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,127.767195674953,980.407651563921
1812,Out of Service,Football,Junior,Unknown,Winter,Grass,6,Junior Football 6,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,128.484384912753,991.326996884772
1813,In Service,Rugby League,Mini,Unknown,Winter,Grass,1,Mini Rugby League 1,,2024/04/04 00:00:00+00,2024/08/10 00:00:00+00,,,"Tuesday,Thursday",Saturday,Cuthberts Green,Yes,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,215.773895734993,2850.25769669279
1814,Out of Service,Football,Mini,Unknown,Winter,Grass,1,Mini Football 1,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,64.1552050983352,246.674971049664
1815,Out of Service,Football,Mini,Unknown,Winter,Grass,2,Mini Football 2,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,64.5591765581279,249.546071109955
1816,Out of Service,Football,Mini,Unknown,Winter,Grass,3,Mini Football 3,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,65.1732604538269,254.00060402023
1817,Out of Service,Football,Mini,Unknown,Winter,Grass,4,Mini Football 4,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,65.1732604550359,254.00086477231
1819,Out of Service,Football,Mini,Unknown,Winter,Grass,5,Mini Football 5,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,65.1732604552197,254.000864775848
1820,Out of Service,Football,Mini,Unknown,Winter,Grass,6,Mini Football 6,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,65.1732604550359,254.00086477231
1821,Out of Service,Football,Mini,Unknown,Winter,Grass,7,Mini Football 7,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,65.1732604550359,254.00086477231
1822,Out of Service,Football,Mini,Unknown,Winter,Grass,8,Mini Football 8,,,,,,,,Cuthberts Green,No,Northern Contract Area,2017/02/25 00:00:00+00,2024/08/13 13:21:26+00,65.1732604537434,254.000864761443
1823,In Service,Football,Intermediate,Unknown,Winter,Grass,11,Intermediate Football 11,HAGLEY PARK SOUTH (Polo Fields),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2017/02/25 00:00:00+00,2024/06/18 12:53:37+00,231.850221884246,3193.56621353893
1824,In Service,Football,Senior,Unknown,Non-Seasonal,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Queen Elizabeth II Park,Yes,Northern Contract Area,2017/02/25 00:00:00+00,2024/06/18 12:56:25+00,379.849338463307,8393.33429312966
1825,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Queen Elizabeth II Park,Yes,Northern Contract Area,2017/02/25 00:00:00+00,2024/06/18 12:59:55+00,379.849139625023,8393.3228196606
1827,Out of Service,Rugby League,Mini,Unknown,Winter,Grass,1,Mini Rugby League 1,,,,,,,,Kyle Park,No,Eastern Contract Area,2017/02/26 00:00:00+00,2024/06/18 13:03:00+00,182.937041480978,1873.33511558589
1828,Out of Service,Rugby League,Modified,Unknown,Winter,Grass,1,Modified Rugby League 1,,,,,,,,Kyle Park,No,Eastern Contract Area,2017/02/26 00:00:00+00,2024/06/18 13:03:19+00,249.273355888435,3654.63350231965
1829,In Service,Football,Junior,Unknown,Winter,Grass,2,Junior Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",St Albans Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:53:16+00,158.577001008467,1462.77780802115
1830,In Service,Football,Intermediate,Unknown,Winter,Grass,2,Intermediate Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",St Albans Park,Yes,Northern Contract Area,2017/02/26 00:00:00+00,2024/06/18 12:53:38+00,162.792970608498,1555.71063152855
1831,Out of Service,Gaelic Football,Senior,Unknown,Summer,Grass,1,Senior Gaelic Football 1,,,,,,,,Addington Park,No,Eastern Contract Area,2017/02/26 00:00:00+00,2023/09/27 10:46:53+00,375.855075710726,8153.70985365656
1832,In Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Spreydon Domain,Yes,Eastern Contract Area,2017/02/27 00:00:00+00,2024/06/18 12:57:37+00,339.869234116961,6994.61417365129
1836,In Service,Football,Training,Unknown,Winter,Grass,1,Training Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,St James Park,No,Northern Contract Area,2017/03/03 00:00:00+00,2024/06/18 12:56:57+00,176.685538248002,1712.8435497424
1838,Out of Service,Football,Senior,Unknown,Winter,Grass,4,Hospital Corner Senior Football 4,HAGLEY PARK SOUTH (Hospital Corner),,,,,,,Hagley Park South,No,Northern Contract Area,2017/03/09 00:00:00+00,2024/06/18 13:03:01+00,378.95561361787,8299.56308886871
1839,In Service,Football,Senior,Unknown,Winter,Grass,3,Hospital Corner Senior Football 3,HAGLEY PARK SOUTH (Hospital Corner),2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2017/03/09 00:00:00+00,2024/06/18 12:56:02+00,366.18196867572,7774.01033182237
1840,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Stoddart Point Reserve,No,Banks Peninsula,2017/02/24 00:00:00+00,2024/08/09 10:49:13+00,339.955719100329,6997.40196458312
1841,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Ferrymead Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:53:43+00,216.741793526808,2664.24481427781
1842,Out of Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Ferrymead Park,No,Eastern Contract Area,2006/07/28 00:00:00+00,2024/06/18 13:10:42+00,199.918499479599,2398.04456707906
1844,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,,"Saturday,Sunday",Avondale Park,Yes,Northern Contract Area,2017/04/07 16:01:21+00,2024/06/18 12:57:08+00,312.978784369485,5925.79704238094
1845,Out of Service,Touch Rugby,Junior,Christchurch City Council,Summer,Grass,1,Junior Touch Rugby 1,,2022/10/18 00:00:00+00,2023/03/28 00:00:00+00,2022/12/13 00:00:00+00,2023/02/14 00:00:00+00,,Tuesday,Bromley Park,Yes,Northern Contract Area,2017/08/01 12:16:55+00,2024/09/02 09:21:51+00,132.536933268865,1044.2780090528
