Year,Training type,Grouping variable,Category,Occupation,Value,Value Unit,Value Label,Null Reason
2018,Trainees,Gender,Female,Stevedore & Port Operations Professionals,5,number,Number of people,
2018,Trainees,Age group,*-19,Stevedore & Port Operations Professionals,5,number,Number of people,
2018,Trainees,Age group,20-29,Stevedore & Port Operations Professionals,25,number,Number of people,
2018,Trainees,Age group,30-39,Stevedore & Port Operations Professionals,25,number,Number of people,
2018,Trainees,Age group,40-49,Stevedore & Port Operations Professionals,50,number,Number of people,
2018,Trainees,Age group,50+,Stevedore & Port Operations Professionals,40,number,Number of people,
2018,Trainees,Ethnic group,European,Surveyors,30,number,Number of people,
2018,Trainees,Ethnic group,Māori,Surveyors,5,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Surveyors,0,number,Number of people,
2018,Trainees,Ethnic group,Asian,Surveyors,5,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Surveyors,0,number,Number of people,
2018,Trainees,Ethnic group,Other,Surveyors,0,number,Number of people,
2018,Trainees,Ethnic group,Total,Surveyors,35,number,Number of people,
2018,Trainees,Gender,Male,Surveyors,35,number,Number of people,
2018,Trainees,Gender,Female,Surveyors,5,number,Number of people,
2018,Trainees,Age group,*-19,Surveyors,0,number,Number of people,
2018,Trainees,Age group,20-29,Surveyors,20,number,Number of people,
2018,Trainees,Age group,30-39,Surveyors,15,number,Number of people,
2018,Trainees,Age group,40-49,Surveyors,5,number,Number of people,
2018,Trainees,Age group,50+,Surveyors,0,number,Number of people,
2018,Trainees,Ethnic group,European,Telecommunications Professionals,25,number,Number of people,
2018,Trainees,Ethnic group,Māori,Telecommunications Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Telecommunications Professionals,10,number,Number of people,
2018,Trainees,Ethnic group,Asian,Telecommunications Professionals,10,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Telecommunications Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,Other,Telecommunications Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,Total,Telecommunications Professionals,55,number,Number of people,
2018,Trainees,Gender,Male,Telecommunications Professionals,50,number,Number of people,
2018,Trainees,Gender,Female,Telecommunications Professionals,0,number,Number of people,
2018,Trainees,Age group,*-19,Telecommunications Professionals,0,number,Number of people,
2018,Trainees,Age group,20-29,Telecommunications Professionals,35,number,Number of people,
2018,Trainees,Age group,30-39,Telecommunications Professionals,15,number,Number of people,
2018,Trainees,Age group,40-49,Telecommunications Professionals,5,number,Number of people,
2018,Trainees,Age group,50+,Telecommunications Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,European,"Transport, Freight, Distribution & Driving Professionals",310,number,Number of people,
2018,Trainees,Ethnic group,Māori,"Transport, Freight, Distribution & Driving Professionals",105,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,"Transport, Freight, Distribution & Driving Professionals",80,number,Number of people,
2018,Trainees,Ethnic group,Asian,"Transport, Freight, Distribution & Driving Professionals",50,number,Number of people,
2018,Trainees,Ethnic group,MELAA,"Transport, Freight, Distribution & Driving Professionals",5,number,Number of people,
2018,Trainees,Ethnic group,Other,"Transport, Freight, Distribution & Driving Professionals",5,number,Number of people,
2018,Trainees,Ethnic group,Total,"Transport, Freight, Distribution & Driving Professionals",535,number,Number of people,
2018,Trainees,Gender,Male,"Transport, Freight, Distribution & Driving Professionals",430,number,Number of people,
2018,Trainees,Gender,Female,"Transport, Freight, Distribution & Driving Professionals",100,number,Number of people,
2018,Trainees,Age group,*-19,"Transport, Freight, Distribution & Driving Professionals",5,number,Number of people,
2018,Trainees,Age group,20-29,"Transport, Freight, Distribution & Driving Professionals",120,number,Number of people,
2018,Trainees,Age group,30-39,"Transport, Freight, Distribution & Driving Professionals",130,number,Number of people,
2018,Trainees,Age group,40-49,"Transport, Freight, Distribution & Driving Professionals",145,number,Number of people,
2018,Trainees,Age group,50+,"Transport, Freight, Distribution & Driving Professionals",135,number,Number of people,
2018,Trainees,Ethnic group,European,Water Treatment and Reticulation Professionals,590,number,Number of people,
2018,Trainees,Ethnic group,Māori,Water Treatment and Reticulation Professionals,155,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Water Treatment and Reticulation Professionals,60,number,Number of people,
2018,Trainees,Ethnic group,Asian,Water Treatment and Reticulation Professionals,25,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Water Treatment and Reticulation Professionals,20,number,Number of people,
2018,Trainees,Ethnic group,Other,Water Treatment and Reticulation Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,Total,Water Treatment and Reticulation Professionals,795,number,Number of people,
2018,Trainees,Gender,Male,Water Treatment and Reticulation Professionals,620,number,Number of people,
2018,Trainees,Gender,Female,Water Treatment and Reticulation Professionals,155,number,Number of people,
2018,Trainees,Age group,*-19,Water Treatment and Reticulation Professionals,60,number,Number of people,
2018,Trainees,Age group,20-29,Water Treatment and Reticulation Professionals,225,number,Number of people,
2018,Trainees,Age group,30-39,Water Treatment and Reticulation Professionals,210,number,Number of people,
2018,Trainees,Age group,40-49,Water Treatment and Reticulation Professionals,180,number,Number of people,
2018,Trainees,Age group,50+,Water Treatment and Reticulation Professionals,120,number,Number of people,
2018,Trainees,Ethnic group,European,Wood Manufacturing Professionals,270,number,Number of people,
2018,Trainees,Ethnic group,Māori,Wood Manufacturing Professionals,255,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Wood Manufacturing Professionals,55,number,Number of people,
2018,Trainees,Ethnic group,Asian,Wood Manufacturing Professionals,50,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Wood Manufacturing Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Other,Wood Manufacturing Professionals,10,number,Number of people,
2018,Trainees,Ethnic group,Total,Wood Manufacturing Professionals,675,number,Number of people,
2018,Trainees,Gender,Male,Wood Manufacturing Professionals,615,number,Number of people,
2018,Trainees,Gender,Female,Wood Manufacturing Professionals,55,number,Number of people,
2018,Trainees,Age group,*-19,Wood Manufacturing Professionals,35,number,Number of people,
2018,Trainees,Age group,20-29,Wood Manufacturing Professionals,265,number,Number of people,
2018,Trainees,Age group,30-39,Wood Manufacturing Professionals,145,number,Number of people,
2018,Trainees,Age group,40-49,Wood Manufacturing Professionals,145,number,Number of people,
2018,Trainees,Age group,50+,Wood Manufacturing Professionals,85,number,Number of people,
2018,Trainees,Ethnic group,European,Workplace Health & Safety - Generic,1720,number,Number of people,
2018,Trainees,Ethnic group,Māori,Workplace Health & Safety - Generic,505,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Workplace Health & Safety - Generic,425,number,Number of people,
2018,Trainees,Ethnic group,Asian,Workplace Health & Safety - Generic,805,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Workplace Health & Safety - Generic,75,number,Number of people,
2018,Trainees,Ethnic group,Other,Workplace Health & Safety - Generic,75,number,Number of people,
2018,Trainees,Ethnic group,Total,Workplace Health & Safety - Generic,3475,number,Number of people,
2018,Trainees,Gender,Male,Workplace Health & Safety - Generic,850,number,Number of people,
2018,Trainees,Gender,Female,Workplace Health & Safety - Generic,2620,number,Number of people,
2018,Trainees,Age group,*-19,Workplace Health & Safety - Generic,55,number,Number of people,
2018,Trainees,Age group,20-29,Workplace Health & Safety - Generic,660,number,Number of people,
2018,Trainees,Age group,30-39,Workplace Health & Safety - Generic,880,number,Number of people,
2018,Trainees,Age group,40-49,Workplace Health & Safety - Generic,885,number,Number of people,
2018,Trainees,Age group,50+,Workplace Health & Safety - Generic,995,number,Number of people,
2018,Trainees,Ethnic group,European,Total,47575,number,Number of people,
2018,Trainees,Ethnic group,Māori,Total,16355,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Total,8480,number,Number of people,
2018,Trainees,Ethnic group,Asian,Total,12770,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Total,1725,number,Number of people,
2018,Trainees,Ethnic group,Other,Total,1805,number,Number of people,
2018,Trainees,Ethnic group,Total,Total,87970,number,Number of people,
2018,Trainees,Gender,Male,Total,45770,number,Number of people,
2018,Trainees,Gender,Female,Total,41850,number,Number of people,
2018,Trainees,Age group,*-19,Total,6925,number,Number of people,
2018,Trainees,Age group,20-29,Total,30560,number,Number of people,
2018,Trainees,Age group,30-39,Total,19530,number,Number of people,
2018,Trainees,Age group,40-49,Total,15360,number,Number of people,
2018,Trainees,Age group,50+,Total,15595,number,Number of people,
