Year as at February,Industry,Industry Code,Measure,Value,Value Unit,Value Label,Null Reason
2006,Nursery production (outdoors),A0112,Employee count,2650,number,Number of employees,
2006,"Pulp, paper and paperboard manufacturing",C1510,Employee count,3050,number,Number of employees,
2006,Cement and lime manufacturing,C2031,Employee count,280,number,Number of employees,
2006,Other transport equipment manufacturing n.e.c.,C2399,Employee count,230,number,Number of employees,
2006,Other electronic equipment manufacturing,C2429,Enterprises,255,number,Number of enterprises,
2006,Building construction,E30,Enterprises,17343,number,Number of enterprises,
2006,Other goods wholesaling,F37,Employee count,26200,number,Number of employees,
2006,Furniture retailing,G4211,Enterprises,657,number,Number of enterprises,
2006,Other telecommunications network operation,J5802,Enterprises,21,number,Number of enterprises,
2006,Central banking,K6210,Employee count,280,number,Number of employees,
2006,Employment services,N721,Enterprises,1344,number,Number of enterprises,
2006,Preschool and school education,P80,Employee count,97300,number,Number of employees,
2006,Other machinery and equipment repair and maintenance,S9429,Enterprises,750,number,Number of enterprises,
2007,Ice cream manufacturing,C1132,Enterprises,18,number,Number of enterprises,
2007,Sanitary paper product manufacturing,C1524,Employee count,140,number,Number of employees,
2007,"Cement, lime, plaster and concrete product manufacturing",C203,Enterprises,363,number,Number of enterprises,
2007,Computer and computer peripheral wholesaling,F3492,Employee count,3350,number,Number of employees,
2007,Motor vehicle and motor vehicle parts wholesaling,F350,Employee count,7400,number,Number of employees,
2007,Liquor retailing,G4123,Employee count,2950,number,Number of employees,
2007,"Electrical, electronic and gas appliance retailing",G4221,Enterprises,777,number,Number of enterprises,
2007,Other transport support services,I529,Employee count,6900,number,Number of employees,
2007,Market research and statistical services,M6950,Enterprises,366,number,Number of enterprises,
2007,Special school education,P8024,Enterprises,69,number,Number of enterprises,
2007,Health care and social assistance,Q,Enterprises,15741,number,Number of enterprises,
2007,Amusement and other recreation activities n.e.c.,R9139,Enterprises,693,number,Number of enterprises,
2007,Domestic appliance repair and maintenance,S9421,Employee count,1150,number,Number of employees,
2008,Beekeeping,A0193,Employee count,740,number,Number of employees,
2008,Plaster product manufacturing,C2032,Enterprises,36,number,Number of enterprises,
2008,"Photographic, optical and ophthalmic equipment manufacturing",C2411,Enterprises,24,number,Number of enterprises,
2008,Other waste collection services,D2919,Enterprises,45,number,Number of enterprises,
2008,Other heavy and civil engineering construction,E3109,Employee count,14300,number,Number of employees,
2008,Accounting services,M6932,Employee count,16800,number,Number of employees,
2008,Other administrative services,N729,Employee count,13800,number,Number of employees,
2008,Amusement and other recreation activities,R913,Enterprises,885,number,Number of enterprises,
2008,Other personal services,S953,Employee count,6600,number,Number of employees,
2009,Fruit and vegetable processing,C1140,Employee count,4600,number,Number of employees,
2009,Log sawmilling,C1411,Enterprises,387,number,Number of enterprises,
2009,Other wood product manufacturing n.e.c.,C1499,Employee count,1850,number,Number of employees,
2009,Other ceramic product manufacturing,C2029,Employee count,370,number,Number of employees,
2009,"Waste collection, treatment and disposal services",D29,Enterprises,774,number,Number of enterprises,
2009,Telecommunication goods wholesaling,F3493,Enterprises,171,number,Number of enterprises,
2009,Taxi and other road transport,I4623,Enterprises,2961,number,Number of enterprises,
2009,Warehousing and storage services,I530,Enterprises,453,number,Number of enterprises,
2009,"Rental, hiring and real estate services",L,Enterprises,97350,number,Number of enterprises,
2009,"Public order, safety and regulatory services",O77,Employee count,37300,number,Number of employees,
2009,Lottery operation,R9202,Employee count,250,number,Number of employees,
2010,Poultry farming (meat),A0171,Employee count,410,number,Number of employees,
2010,Ceramic product manufacturing,C202,Enterprises,147,number,Number of enterprises,
2010,Other machinery and equipment wholesaling,F349,Employee count,19100,number,Number of employees,
2010,Professional and scientific goods wholesaling,F3491,Employee count,2350,number,Number of employees,
2010,Data processing and web hosting services,J5921,Enterprises,144,number,Number of enterprises,
2010,Advertising services,M6940,Enterprises,1551,number,Number of enterprises,
2010,Combined primary and secondary education,P8023,Enterprises,117,number,Number of enterprises,
2011,"Pulp, paper and paperboard manufacturing",C1510,Enterprises,15,number,Number of enterprises,
2011,Other transport equipment manufacturing n.e.c.,C2399,Enterprises,42,number,Number of enterprises,
2011,Fuel retailing,G4000,Enterprises,672,number,Number of enterprises,
2011,Rail passenger transport,I4720,Employee count,420,number,Number of employees,
2011,Music and other sound recording activities,J5522,Enterprises,180,number,Number of enterprises,
2011,Other telecommunications services,J5809,Employee count,610,number,Number of employees,
2011,Other gambling activities,R9209,Enterprises,132,number,Number of enterprises,
2012,Poultry farming (eggs),A0172,Enterprises,144,number,Number of enterprises,
2012,Other mining support services,B1090,Enterprises,153,number,Number of enterprises,
2012,Reconstituted wood product manufacturing,C1494,Employee count,660,number,Number of employees,
2012,House construction,E3011,Enterprises,14196,number,Number of enterprises,
2012,Other construction services,E329,Employee count,10100,number,Number of employees,
2012,Motor vehicle parts retailing,G3921,Employee count,1550,number,Number of employees,
2012,Liquor retailing,G4123,Enterprises,735,number,Number of enterprises,
2012,Financial and insurance services,K,Enterprises,29772,number,Number of enterprises,
2012,Engineering design and engineering consulting services,M6923,Enterprises,4608,number,Number of enterprises,
2012,Technical and vocational education and training,P8101,Employee count,9200,number,Number of employees,
2012,Casino operation,R9201,Employee count,4250,number,Number of employees,
2013,Dairy cattle farming,A0160,Employee count,25700,number,Number of employees,
2013,Beekeeping,A0193,Enterprises,513,number,Number of enterprises,
2013,Metal ore mining,B080,Enterprises,102,number,Number of enterprises,
2013,Other polymer product manufacturing,C1919,Enterprises,207,number,Number of enterprises,
2013,Basic non-ferrous metal product manufacturing,C214,Employee count,1800,number,Number of employees,
2013,Medical and surgical equipment manufacturing,C2412,Employee count,2700,number,Number of employees,
2013,Electricity distribution,D2630,Enterprises,42,number,Number of enterprises,
2013,Waste treatment and disposal services,D2921,Employee count,600,number,Number of employees,
2013,Internet service providers and web search portals,J5910,Enterprises,237,number,Number of enterprises,
2013,Management and related consulting services,M696,Employee count,22600,number,Number of employees,
2013,Administrative services,N72,Enterprises,8724,number,Number of enterprises,
2013,Other administrative services,N729,Enterprises,5688,number,Number of enterprises,
2014,Adhesive manufacturing,C1915,Employee count,350,number,Number of employees,
2014,Transport equipment manufacturing,C23,Enterprises,1533,number,Number of enterprises,
2014,Building construction,E30,Employee count,30300,number,Number of employees,
2014,Agricultural product wholesaling,F331,Enterprises,831,number,Number of enterprises,
2014,Plumbing goods wholesaling,F3332,Enterprises,135,number,Number of enterprises,
2014,"Textile, clothing and footwear wholesaling",F371,Employee count,4200,number,Number of employees,
2014,Furniture retailing,G4211,Employee count,2500,number,Number of employees,
2014,Catering services,H4513,Enterprises,768,number,Number of enterprises,
2014,"Professional, scientific and technical services",M,Employee count,136000,number,Number of employees,
2014,"Professional, scientific and technical services (except computer systems)",M69,Employee count,109500,number,Number of employees,
2014,Employment services,N721,Employee count,41200,number,Number of employees,
2014,Lottery operation,R9202,Enterprises,39,number,Number of enterprises,
2015,Mineral exploration,B1012,Enterprises,54,number,Number of enterprises,
2015,"Cement, lime, plaster and concrete product manufacturing",C203,Employee count,7100,number,Number of employees,
2015,Building completion services,E324,Employee count,14600,number,Number of employees,
2015,Industrial and agricultural chemical product wholesaling,F3323,Employee count,1850,number,Number of employees,
2015,Cable and other subscription broadcasting,J5622,Enterprises,15,number,Number of enterprises,
2015,Surveying and mapping services,M6922,Enterprises,543,number,Number of enterprises,
2015,Market research and statistical services,M6950,Employee count,3500,number,Number of employees,
2015,Health care and social assistance,Q,Employee count,221700,number,Number of employees,
2015,Amusement and other recreation activities n.e.c.,R9139,Employee count,2800,number,Number of employees,
2015,Automotive repair and maintenance,S941,Enterprises,7407,number,Number of enterprises,
2016,Timber resawing and dressing,C1413,Enterprises,96,number,Number of enterprises,
2016,Paint and coatings manufacturing,C1916,Enterprises,60,number,Number of enterprises,
2016,Plaster product manufacturing,C2032,Employee count,410,number,Number of employees,
2016,Automotive electrical component manufacturing,C2313,Enterprises,12,number,Number of enterprises,
2016,Commission-based wholesaling,F3800,Enterprises,1212,number,Number of enterprises,
2016,Clubs (hospitality),H4530,Employee count,4050,number,Number of employees,
