Year,Training type,Grouping variable,Category,Occupation,Value,Value Unit,Value Label,Null Reason
2018,Apprentices,Age group,50+,"Electricity Supply Electricians, Fitters, or Technicians",155,number,Number of people,
2018,Apprentices,Ethnic group,European,Energy & Chemical Plant Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Energy & Chemical Plant Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Energy & Chemical Plant Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Energy & Chemical Plant Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Energy & Chemical Plant Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Energy & Chemical Plant Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Total,Energy & Chemical Plant Professionals,5,number,Number of people,
2018,Apprentices,Gender,Male,Energy & Chemical Plant Professionals,5,number,Number of people,
2018,Apprentices,Gender,Female,Energy & Chemical Plant Professionals,0,number,Number of people,
2018,Apprentices,Age group,*-19,Energy & Chemical Plant Professionals,0,number,Number of people,
2018,Apprentices,Age group,20-29,Energy & Chemical Plant Professionals,5,number,Number of people,
2018,Apprentices,Age group,*-19,Journalists,0,number,Number of people,
2018,Apprentices,Age group,30-39,Energy & Chemical Plant Professionals,0,number,Number of people,
2018,Apprentices,Age group,40-49,Energy & Chemical Plant Professionals,0,number,Number of people,
2018,Apprentices,Age group,50+,Energy & Chemical Plant Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,European,Fire Detection & Security System Manufacture & Installation Professionals,175,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Fire Detection & Security System Manufacture & Installation Professionals,20,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Fire Detection & Security System Manufacture & Installation Professionals,15,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Fire Detection & Security System Manufacture & Installation Professionals,35,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Fire Detection & Security System Manufacture & Installation Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Other,Fire Detection & Security System Manufacture & Installation Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Total,Fire Detection & Security System Manufacture & Installation Professionals,255,number,Number of people,
2018,Apprentices,Gender,Male,Fire Detection & Security System Manufacture & Installation Professionals,250,number,Number of people,
2018,Apprentices,Gender,Female,Fire Detection & Security System Manufacture & Installation Professionals,5,number,Number of people,
2018,Apprentices,Age group,*-19,Fire Detection & Security System Manufacture & Installation Professionals,5,number,Number of people,
2018,Apprentices,Age group,20-29,Fire Detection & Security System Manufacture & Installation Professionals,90,number,Number of people,
2018,Apprentices,Age group,30-39,Fire Detection & Security System Manufacture & Installation Professionals,80,number,Number of people,
2018,Apprentices,Age group,40-49,Fire Detection & Security System Manufacture & Installation Professionals,50,number,Number of people,
2018,Apprentices,Age group,50+,Fire Detection & Security System Manufacture & Installation Professionals,25,number,Number of people,
2018,Apprentices,Ethnic group,European,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",5,number,Number of people,
2018,Apprentices,Ethnic group,Māori,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",0,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",0,number,Number of people,
2018,Apprentices,Ethnic group,Asian,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",0,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",0,number,Number of people,
2018,Apprentices,Ethnic group,Other,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",0,number,Number of people,
2018,Apprentices,Ethnic group,Total,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",5,number,Number of people,
2018,Apprentices,Gender,Male,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",5,number,Number of people,
2018,Apprentices,Gender,Female,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",0,number,Number of people,
2018,Apprentices,Age group,*-19,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",0,number,Number of people,
2018,Apprentices,Age group,20-29,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",5,number,Number of people,
2018,Apprentices,Age group,30-39,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",0,number,Number of people,
2018,Apprentices,Age group,40-49,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",0,number,Number of people,
2018,Apprentices,Age group,50+,"Fire, Search & Rescue, Emergency Response or Civil Defence Workers",0,number,Number of people,
2018,Apprentices,Ethnic group,European,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",10,number,Number of people,
2018,Apprentices,Ethnic group,Māori,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",0,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",0,number,Number of people,
2018,Apprentices,Ethnic group,Asian,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",0,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",0,number,Number of people,
2018,Apprentices,Ethnic group,Other,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",0,number,Number of people,
2018,Apprentices,Ethnic group,Total,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",10,number,Number of people,
2018,Apprentices,Gender,Male,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",10,number,Number of people,
2018,Apprentices,Gender,Female,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",0,number,Number of people,
2018,Apprentices,Age group,*-19,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",0,number,Number of people,
2018,Apprentices,Age group,20-29,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",5,number,Number of people,
2018,Apprentices,Age group,30-39,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",0,number,Number of people,
2018,Apprentices,Age group,40-49,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",5,number,Number of people,
2018,Apprentices,Age group,50+,"Fishing, Seafood Vessel, Aquaculture, Seafood Processing & Retailing Professionals",0,number,Number of people,
2018,Apprentices,Ethnic group,European,Flooring Installers,345,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Flooring Installers,95,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Flooring Installers,25,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Flooring Installers,25,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Flooring Installers,10,number,Number of people,
2018,Apprentices,Ethnic group,Other,Flooring Installers,5,number,Number of people,
2018,Apprentices,Ethnic group,Total,Flooring Installers,505,number,Number of people,
2018,Apprentices,Gender,Male,Flooring Installers,435,number,Number of people,
2018,Apprentices,Gender,Female,Flooring Installers,70,number,Number of people,
2018,Apprentices,Age group,*-19,Flooring Installers,50,number,Number of people,
2018,Apprentices,Age group,20-29,Flooring Installers,255,number,Number of people,
2018,Apprentices,Age group,30-39,Flooring Installers,115,number,Number of people,
2018,Apprentices,Age group,40-49,Flooring Installers,50,number,Number of people,
2018,Apprentices,Age group,50+,Flooring Installers,30,number,Number of people,
2018,Apprentices,Ethnic group,European,Food & Related Product Manufacturing Professionals,345,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Food & Related Product Manufacturing Professionals,75,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Food & Related Product Manufacturing Professionals,15,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Food & Related Product Manufacturing Professionals,135,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Food & Related Product Manufacturing Professionals,15,number,Number of people,
2018,Apprentices,Ethnic group,Other,Food & Related Product Manufacturing Professionals,15,number,Number of people,
2018,Apprentices,Ethnic group,Total,Food & Related Product Manufacturing Professionals,610,number,Number of people,
2018,Apprentices,Gender,Male,Food & Related Product Manufacturing Professionals,360,number,Number of people,
2018,Apprentices,Gender,Female,Food & Related Product Manufacturing Professionals,250,number,Number of people,
2018,Apprentices,Age group,*-19,Food & Related Product Manufacturing Professionals,45,number,Number of people,
2018,Apprentices,Age group,20-29,Food & Related Product Manufacturing Professionals,335,number,Number of people,
2018,Apprentices,Age group,30-39,Food & Related Product Manufacturing Professionals,165,number,Number of people,
2018,Apprentices,Age group,40-49,Food & Related Product Manufacturing Professionals,55,number,Number of people,
2018,Apprentices,Age group,50+,Food & Related Product Manufacturing Professionals,15,number,Number of people,
2018,Apprentices,Ethnic group,European,"Forestry, Logging & Log Distribution Workers",200,number,Number of people,
2018,Apprentices,Ethnic group,Māori,"Forestry, Logging & Log Distribution Workers",90,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,"Forestry, Logging & Log Distribution Workers",5,number,Number of people,
2018,Apprentices,Ethnic group,Asian,"Forestry, Logging & Log Distribution Workers",0,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,"Forestry, Logging & Log Distribution Workers",0,number,Number of people,
2018,Apprentices,Ethnic group,Other,"Forestry, Logging & Log Distribution Workers",5,number,Number of people,
2018,Apprentices,Ethnic group,Total,"Forestry, Logging & Log Distribution Workers",310,number,Number of people,
2018,Apprentices,Gender,Male,"Forestry, Logging & Log Distribution Workers",295,number,Number of people,
2018,Apprentices,Gender,Female,"Forestry, Logging & Log Distribution Workers",15,number,Number of people,
2018,Apprentices,Age group,*-19,"Forestry, Logging & Log Distribution Workers",35,number,Number of people,
2018,Apprentices,Age group,20-29,"Forestry, Logging & Log Distribution Workers",145,number,Number of people,
2018,Apprentices,Age group,30-39,"Forestry, Logging & Log Distribution Workers",65,number,Number of people,
2018,Apprentices,Age group,40-49,"Forestry, Logging & Log Distribution Workers",35,number,Number of people,
2018,Apprentices,Age group,50+,"Forestry, Logging & Log Distribution Workers",30,number,Number of people,
2018,Apprentices,Ethnic group,European,Furniture Manufacturing & Finishing Professionals,130,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Furniture Manufacturing & Finishing Professionals,15,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Furniture Manufacturing & Finishing Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Furniture Manufacturing & Finishing Professionals,10,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Furniture Manufacturing & Finishing Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Furniture Manufacturing & Finishing Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Total,Furniture Manufacturing & Finishing Professionals,160,number,Number of people,
2018,Apprentices,Gender,Male,Furniture Manufacturing & Finishing Professionals,155,number,Number of people,
2018,Apprentices,Gender,Female,Furniture Manufacturing & Finishing Professionals,5,number,Number of people,
2018,Apprentices,Age group,*-19,Furniture Manufacturing & Finishing Professionals,20,number,Number of people,
2018,Apprentices,Age group,20-29,Furniture Manufacturing & Finishing Professionals,115,number,Number of people,
2018,Apprentices,Age group,30-39,Furniture Manufacturing & Finishing Professionals,20,number,Number of people,
2018,Apprentices,Age group,40-49,Furniture Manufacturing & Finishing Professionals,5,number,Number of people,
2018,Apprentices,Age group,50+,Furniture Manufacturing & Finishing Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,European,"Hairdressers, Barbers & Beauty Therapists",1195,number,Number of people,
2018,Apprentices,Ethnic group,Māori,"Hairdressers, Barbers & Beauty Therapists",245,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,"Hairdressers, Barbers & Beauty Therapists",45,number,Number of people,
2018,Apprentices,Ethnic group,Asian,"Hairdressers, Barbers & Beauty Therapists",50,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,"Hairdressers, Barbers & Beauty Therapists",30,number,Number of people,
2018,Apprentices,Ethnic group,Other,"Hairdressers, Barbers & Beauty Therapists",30,number,Number of people,
2018,Apprentices,Ethnic group,Total,"Hairdressers, Barbers & Beauty Therapists",1540,number,Number of people,
2018,Apprentices,Gender,Male,"Hairdressers, Barbers & Beauty Therapists",135,number,Number of people,
2018,Apprentices,Gender,Female,"Hairdressers, Barbers & Beauty Therapists",1405,number,Number of people,
2018,Apprentices,Age group,*-19,"Hairdressers, Barbers & Beauty Therapists",325,number,Number of people,
2018,Apprentices,Age group,20-29,"Hairdressers, Barbers & Beauty Therapists",980,number,Number of people,
2018,Apprentices,Age group,30-39,"Hairdressers, Barbers & Beauty Therapists",170,number,Number of people,
2018,Apprentices,Age group,40-49,"Hairdressers, Barbers & Beauty Therapists",50,number,Number of people,
2018,Apprentices,Age group,50+,"Hairdressers, Barbers & Beauty Therapists",15,number,Number of people,
2018,Apprentices,Ethnic group,European,"Heating, Refrigeration & Air Conditioning Professionals",445,number,Number of people,
2018,Apprentices,Ethnic group,Māori,"Heating, Refrigeration & Air Conditioning Professionals",60,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,"Heating, Refrigeration & Air Conditioning Professionals",70,number,Number of people,
2018,Apprentices,Ethnic group,Asian,"Heating, Refrigeration & Air Conditioning Professionals",40,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,"Heating, Refrigeration & Air Conditioning Professionals",20,number,Number of people,
2018,Apprentices,Ethnic group,Other,"Heating, Refrigeration & Air Conditioning Professionals",10,number,Number of people,
2018,Apprentices,Ethnic group,Total,"Heating, Refrigeration & Air Conditioning Professionals",655,number,Number of people,
2018,Apprentices,Gender,Male,"Heating, Refrigeration & Air Conditioning Professionals",650,number,Number of people,
2018,Apprentices,Gender,Female,"Heating, Refrigeration & Air Conditioning Professionals",5,number,Number of people,
2018,Apprentices,Age group,*-19,"Heating, Refrigeration & Air Conditioning Professionals",90,number,Number of people,
2018,Apprentices,Age group,20-29,"Heating, Refrigeration & Air Conditioning Professionals",395,number,Number of people,
2018,Apprentices,Age group,30-39,"Heating, Refrigeration & Air Conditioning Professionals",135,number,Number of people,
2018,Apprentices,Age group,40-49,"Heating, Refrigeration & Air Conditioning Professionals",30,number,Number of people,
2018,Apprentices,Age group,50+,"Heating, Refrigeration & Air Conditioning Professionals",5,number,Number of people,
2018,Apprentices,Ethnic group,European,"Horticultural Professionals, including Sports Turf and Floristry",1470,number,Number of people,
2018,Apprentices,Ethnic group,Māori,"Horticultural Professionals, including Sports Turf and Floristry",290,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,"Horticultural Professionals, including Sports Turf and Floristry",60,number,Number of people,
2018,Apprentices,Ethnic group,Asian,"Horticultural Professionals, including Sports Turf and Floristry",125,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,"Horticultural Professionals, including Sports Turf and Floristry",20,number,Number of people,
2018,Apprentices,Ethnic group,Other,"Horticultural Professionals, including Sports Turf and Floristry",40,number,Number of people,
2018,Apprentices,Ethnic group,Total,"Horticultural Professionals, including Sports Turf and Floristry",2030,number,Number of people,
2018,Apprentices,Gender,Male,"Horticultural Professionals, including Sports Turf and Floristry",1630,number,Number of people,
2018,Apprentices,Gender,Female,"Horticultural Professionals, including Sports Turf and Floristry",400,number,Number of people,
2018,Apprentices,Age group,*-19,"Horticultural Professionals, including Sports Turf and Floristry",115,number,Number of people,
2018,Apprentices,Age group,20-29,"Horticultural Professionals, including Sports Turf and Floristry",985,number,Number of people,
2018,Apprentices,Age group,30-39,"Horticultural Professionals, including Sports Turf and Floristry",520,number,Number of people,
2018,Apprentices,Age group,40-49,"Horticultural Professionals, including Sports Turf and Floristry",280,number,Number of people,
2018,Apprentices,Age group,50+,"Horticultural Professionals, including Sports Turf and Floristry",135,number,Number of people,
2018,Apprentices,Ethnic group,European,Hospitality Professionals,520,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Hospitality Professionals,155,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Hospitality Professionals,65,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Hospitality Professionals,145,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Hospitality Professionals,55,number,Number of people,
2018,Apprentices,Ethnic group,Other,Hospitality Professionals,20,number,Number of people,
2018,Apprentices,Ethnic group,Total,Hospitality Professionals,905,number,Number of people,
2018,Apprentices,Gender,Male,Hospitality Professionals,510,number,Number of people,
2018,Apprentices,Gender,Female,Hospitality Professionals,390,number,Number of people,
2018,Apprentices,Age group,*-19,Hospitality Professionals,105,number,Number of people,
2018,Apprentices,Age group,20-29,Hospitality Professionals,530,number,Number of people,
2018,Apprentices,Age group,30-39,Hospitality Professionals,160,number,Number of people,
2018,Apprentices,Age group,40-49,Hospitality Professionals,65,number,Number of people,
2018,Apprentices,Age group,50+,Hospitality Professionals,40,number,Number of people,
2018,Apprentices,Ethnic group,European,Joiners & Glaziers,340,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Joiners & Glaziers,60,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Joiners & Glaziers,40,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Joiners & Glaziers,25,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Joiners & Glaziers,15,number,Number of people,
2018,Apprentices,Ethnic group,Other,Joiners & Glaziers,0,number,Number of people,
2018,Apprentices,Ethnic group,Total,Joiners & Glaziers,485,number,Number of people,
2018,Apprentices,Gender,Male,Joiners & Glaziers,455,number,Number of people,
2018,Apprentices,Gender,Female,Joiners & Glaziers,30,number,Number of people,
2018,Apprentices,Age group,*-19,Joiners & Glaziers,125,number,Number of people,
2018,Apprentices,Age group,20-29,Joiners & Glaziers,270,number,Number of people,
2018,Apprentices,Age group,30-39,Joiners & Glaziers,60,number,Number of people,
2018,Apprentices,Age group,40-49,Joiners & Glaziers,20,number,Number of people,
2018,Apprentices,Age group,50+,Joiners & Glaziers,5,number,Number of people,
2018,Apprentices,Ethnic group,European,Journalists,0,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Journalists,0,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Journalists,0,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Journalists,0,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Journalists,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Journalists,0,number,Number of people,
2018,Apprentices,Ethnic group,Total,Journalists,0,number,Number of people,
2018,Apprentices,Gender,Male,Journalists,0,number,Number of people,
2018,Apprentices,Age group,20-29,Journalists,0,number,Number of people,
2018,Apprentices,Age group,30-39,Journalists,0,number,Number of people,
2018,Apprentices,Age group,40-49,Journalists,0,number,Number of people,
2018,Apprentices,Age group,50+,Journalists,0,number,Number of people,
2018,Apprentices,Ethnic group,European,"Justice, Law Enforcement & Regulatory Control Professionals",5,number,Number of people,
2018,Apprentices,Ethnic group,Māori,"Justice, Law Enforcement & Regulatory Control Professionals",0,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,"Justice, Law Enforcement & Regulatory Control Professionals",0,number,Number of people,
2018,Apprentices,Ethnic group,Asian,"Justice, Law Enforcement & Regulatory Control Professionals",0,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,"Justice, Law Enforcement & Regulatory Control Professionals",0,number,Number of people,
2018,Apprentices,Ethnic group,Other,"Justice, Law Enforcement & Regulatory Control Professionals",0,number,Number of people,
2018,Apprentices,Ethnic group,Total,"Justice, Law Enforcement & Regulatory Control Professionals",5,number,Number of people,
2018,Apprentices,Gender,Male,"Justice, Law Enforcement & Regulatory Control Professionals",0,number,Number of people,
2018,Apprentices,Gender,Female,"Justice, Law Enforcement & Regulatory Control Professionals",0,number,Number of people,
2018,Apprentices,Age group,*-19,"Justice, Law Enforcement & Regulatory Control Professionals",0,number,Number of people,
2018,Apprentices,Age group,20-29,"Justice, Law Enforcement & Regulatory Control Professionals",0,number,Number of people,
2018,Apprentices,Age group,30-39,"Justice, Law Enforcement & Regulatory Control Professionals",0,number,Number of people,
2018,Apprentices,Age group,40-49,"Justice, Law Enforcement & Regulatory Control Professionals",0,number,Number of people,
2018,Apprentices,Age group,50+,"Justice, Law Enforcement & Regulatory Control Professionals",0,number,Number of people,
2018,Apprentices,Ethnic group,European,Manufacturing Professionals - Not Otherwise Specified,810,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Manufacturing Professionals - Not Otherwise Specified,170,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Manufacturing Professionals - Not Otherwise Specified,80,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Manufacturing Professionals - Not Otherwise Specified,35,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Manufacturing Professionals - Not Otherwise Specified,25,number,Number of people,
2018,Apprentices,Ethnic group,Other,Manufacturing Professionals - Not Otherwise Specified,15,number,Number of people,
2018,Apprentices,Ethnic group,Total,Manufacturing Professionals - Not Otherwise Specified,1140,number,Number of people,
2018,Apprentices,Gender,Male,Manufacturing Professionals - Not Otherwise Specified,1110,number,Number of people,
2018,Apprentices,Gender,Female,Manufacturing Professionals - Not Otherwise Specified,30,number,Number of people,
2018,Apprentices,Age group,*-19,Manufacturing Professionals - Not Otherwise Specified,215,number,Number of people,
2018,Apprentices,Age group,20-29,Manufacturing Professionals - Not Otherwise Specified,730,number,Number of people,
2018,Apprentices,Age group,30-39,Manufacturing Professionals - Not Otherwise Specified,150,number,Number of people,
2018,Apprentices,Age group,40-49,Manufacturing Professionals - Not Otherwise Specified,45,number,Number of people,
2018,Apprentices,Age group,50+,Manufacturing Professionals - Not Otherwise Specified,5,number,Number of people,
2018,Apprentices,Ethnic group,European,Maritime Professionals,55,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Maritime Professionals,15,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Maritime Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Maritime Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Maritime Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Maritime Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Total,Maritime Professionals,85,number,Number of people,
2018,Apprentices,Gender,Male,Maritime Professionals,80,number,Number of people,
2018,Apprentices,Gender,Female,Maritime Professionals,10,number,Number of people,
2018,Apprentices,Age group,*-19,Maritime Professionals,45,number,Number of people,
2018,Apprentices,Age group,20-29,Maritime Professionals,30,number,Number of people,
2018,Apprentices,Age group,30-39,Maritime Professionals,5,number,Number of people,
2018,Apprentices,Age group,40-49,Maritime Professionals,0,number,Number of people,
2018,Apprentices,Age group,50+,Maritime Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,European,"Meat Butchery, Process, Inspection & Sales Professionals",315,number,Number of people,
2018,Apprentices,Ethnic group,Māori,"Meat Butchery, Process, Inspection & Sales Professionals",210,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,"Meat Butchery, Process, Inspection & Sales Professionals",40,number,Number of people,
2018,Apprentices,Ethnic group,Asian,"Meat Butchery, Process, Inspection & Sales Professionals",25,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,"Meat Butchery, Process, Inspection & Sales Professionals",10,number,Number of people,
2018,Apprentices,Ethnic group,Other,"Meat Butchery, Process, Inspection & Sales Professionals",5,number,Number of people,
2018,Apprentices,Ethnic group,Total,"Meat Butchery, Process, Inspection & Sales Professionals",620,number,Number of people,
2018,Apprentices,Gender,Male,"Meat Butchery, Process, Inspection & Sales Professionals",550,number,Number of people,
2018,Apprentices,Gender,Female,"Meat Butchery, Process, Inspection & Sales Professionals",70,number,Number of people,
2018,Apprentices,Age group,*-19,"Meat Butchery, Process, Inspection & Sales Professionals",95,number,Number of people,
2018,Apprentices,Age group,20-29,"Meat Butchery, Process, Inspection & Sales Professionals",350,number,Number of people,
2018,Apprentices,Age group,30-39,"Meat Butchery, Process, Inspection & Sales Professionals",115,number,Number of people,
2018,Apprentices,Age group,40-49,"Meat Butchery, Process, Inspection & Sales Professionals",45,number,Number of people,
2018,Apprentices,Age group,50+,"Meat Butchery, Process, Inspection & Sales Professionals",10,number,Number of people,
2018,Apprentices,Ethnic group,European,Mechanical Engineers,1755,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Mechanical Engineers,315,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Mechanical Engineers,75,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Mechanical Engineers,55,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Mechanical Engineers,40,number,Number of people,
2018,Apprentices,Ethnic group,Other,Mechanical Engineers,35,number,Number of people,
2018,Apprentices,Ethnic group,Total,Mechanical Engineers,2335,number,Number of people,
2018,Apprentices,Gender,Male,Mechanical Engineers,2285,number,Number of people,
2018,Apprentices,Gender,Female,Mechanical Engineers,55,number,Number of people,
2018,Apprentices,Age group,*-19,Mechanical Engineers,415,number,Number of people,
2018,Apprentices,Age group,20-29,Mechanical Engineers,1480,number,Number of people,
2018,Apprentices,Age group,30-39,Mechanical Engineers,285,number,Number of people,
2018,Apprentices,Age group,40-49,Mechanical Engineers,130,number,Number of people,
2018,Apprentices,Age group,50+,Mechanical Engineers,25,number,Number of people,
2018,Apprentices,Ethnic group,European,Mining & Extractive Industries Professionals,45,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Mining & Extractive Industries Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Mining & Extractive Industries Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Mining & Extractive Industries Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Mining & Extractive Industries Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Mining & Extractive Industries Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Total,Mining & Extractive Industries Professionals,55,number,Number of people,
2018,Apprentices,Gender,Male,Mining & Extractive Industries Professionals,55,number,Number of people,
2018,Apprentices,Gender,Female,Mining & Extractive Industries Professionals,0,number,Number of people,
2018,Apprentices,Age group,*-19,Mining & Extractive Industries Professionals,0,number,Number of people,
2018,Apprentices,Age group,20-29,Mining & Extractive Industries Professionals,10,number,Number of people,
2018,Apprentices,Age group,30-39,Mining & Extractive Industries Professionals,25,number,Number of people,
2018,Apprentices,Age group,40-49,Mining & Extractive Industries Professionals,10,number,Number of people,
2018,Apprentices,Age group,50+,Mining & Extractive Industries Professionals,10,number,Number of people,
2018,Apprentices,Ethnic group,European,Painters & Decorators,450,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Painters & Decorators,155,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Painters & Decorators,40,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Painters & Decorators,50,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Painters & Decorators,20,number,Number of people,
2018,Apprentices,Ethnic group,Other,Painters & Decorators,15,number,Number of people,
2018,Apprentices,Ethnic group,Total,Painters & Decorators,725,number,Number of people,
2018,Apprentices,Gender,Male,Painters & Decorators,600,number,Number of people,
2018,Apprentices,Gender,Female,Painters & Decorators,125,number,Number of people,
2018,Apprentices,Age group,*-19,Painters & Decorators,90,number,Number of people,
2018,Apprentices,Age group,20-29,Painters & Decorators,435,number,Number of people,
2018,Apprentices,Age group,30-39,Painters & Decorators,140,number,Number of people,
2018,Apprentices,Age group,40-49,Painters & Decorators,45,number,Number of people,
2018,Apprentices,Age group,50+,Painters & Decorators,10,number,Number of people,
2018,Apprentices,Ethnic group,European,"Plasterers, Gib-Stoppers & Partition Installers",150,number,Number of people,
2018,Apprentices,Ethnic group,Māori,"Plasterers, Gib-Stoppers & Partition Installers",45,number,Number of people,
