Year,Training type,Grouping variable,Category,Occupation,Value,Value Unit,Value Label,Null Reason
2018,Apprentices,Ethnic group,Pacific Peoples,"Plasterers, Gib-Stoppers & Partition Installers",20,number,Number of people,
2018,Apprentices,Ethnic group,Asian,"Plasterers, Gib-Stoppers & Partition Installers",25,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,"Plasterers, Gib-Stoppers & Partition Installers",15,number,Number of people,
2018,Apprentices,Ethnic group,Other,"Plasterers, Gib-Stoppers & Partition Installers",10,number,Number of people,
2018,Apprentices,Ethnic group,Total,"Plasterers, Gib-Stoppers & Partition Installers",265,number,Number of people,
2018,Apprentices,Gender,Male,"Plasterers, Gib-Stoppers & Partition Installers",255,number,Number of people,
2018,Apprentices,Gender,Female,"Plasterers, Gib-Stoppers & Partition Installers",5,number,Number of people,
2018,Apprentices,Age group,*-19,"Plasterers, Gib-Stoppers & Partition Installers",25,number,Number of people,
2018,Apprentices,Age group,20-29,"Plasterers, Gib-Stoppers & Partition Installers",150,number,Number of people,
2018,Apprentices,Age group,30-39,"Plasterers, Gib-Stoppers & Partition Installers",65,number,Number of people,
2018,Apprentices,Age group,40-49,"Plasterers, Gib-Stoppers & Partition Installers",20,number,Number of people,
2018,Apprentices,Age group,50+,"Plasterers, Gib-Stoppers & Partition Installers",5,number,Number of people,
2018,Apprentices,Ethnic group,European,Plastics & Materials Processing Professionals,20,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Plastics & Materials Processing Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Plastics & Materials Processing Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Plastics & Materials Processing Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Plastics & Materials Processing Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Plastics & Materials Processing Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Total,Plastics & Materials Processing Professionals,30,number,Number of people,
2018,Apprentices,Gender,Male,Plastics & Materials Processing Professionals,30,number,Number of people,
2018,Apprentices,Gender,Female,Plastics & Materials Processing Professionals,0,number,Number of people,
2018,Apprentices,Age group,*-19,Plastics & Materials Processing Professionals,0,number,Number of people,
2018,Apprentices,Age group,20-29,Plastics & Materials Processing Professionals,10,number,Number of people,
2018,Apprentices,Age group,30-39,Plastics & Materials Processing Professionals,15,number,Number of people,
2018,Apprentices,Age group,40-49,Plastics & Materials Processing Professionals,5,number,Number of people,
2018,Apprentices,Age group,50+,Plastics & Materials Processing Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,European,"Plumbers, Gasfitters & Drainlayers",2770,number,Number of people,
2018,Apprentices,Ethnic group,Māori,"Plumbers, Gasfitters & Drainlayers",585,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,"Plumbers, Gasfitters & Drainlayers",235,number,Number of people,
2018,Apprentices,Ethnic group,Asian,"Plumbers, Gasfitters & Drainlayers",130,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,"Plumbers, Gasfitters & Drainlayers",60,number,Number of people,
2018,Apprentices,Ethnic group,Other,"Plumbers, Gasfitters & Drainlayers",40,number,Number of people,
2018,Apprentices,Ethnic group,Total,"Plumbers, Gasfitters & Drainlayers",3470,number,Number of people,
2018,Apprentices,Gender,Male,"Plumbers, Gasfitters & Drainlayers",3425,number,Number of people,
2018,Apprentices,Gender,Female,"Plumbers, Gasfitters & Drainlayers",40,number,Number of people,
2018,Apprentices,Age group,*-19,"Plumbers, Gasfitters & Drainlayers",570,number,Number of people,
2018,Apprentices,Age group,20-29,"Plumbers, Gasfitters & Drainlayers",2000,number,Number of people,
2018,Apprentices,Age group,30-39,"Plumbers, Gasfitters & Drainlayers",655,number,Number of people,
2018,Apprentices,Age group,40-49,"Plumbers, Gasfitters & Drainlayers",200,number,Number of people,
2018,Apprentices,Age group,50+,"Plumbers, Gasfitters & Drainlayers",45,number,Number of people,
2018,Apprentices,Ethnic group,European,Printing & Print & Packaging Manufacturing Professionals,130,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Printing & Print & Packaging Manufacturing Professionals,35,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Printing & Print & Packaging Manufacturing Professionals,35,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Printing & Print & Packaging Manufacturing Professionals,20,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Printing & Print & Packaging Manufacturing Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Other,Printing & Print & Packaging Manufacturing Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Total,Printing & Print & Packaging Manufacturing Professionals,230,number,Number of people,
2018,Apprentices,Gender,Male,Printing & Print & Packaging Manufacturing Professionals,195,number,Number of people,
2018,Apprentices,Gender,Female,Printing & Print & Packaging Manufacturing Professionals,40,number,Number of people,
2018,Apprentices,Age group,*-19,Printing & Print & Packaging Manufacturing Professionals,5,number,Number of people,
2018,Apprentices,Age group,20-29,Printing & Print & Packaging Manufacturing Professionals,120,number,Number of people,
2018,Apprentices,Age group,30-39,Printing & Print & Packaging Manufacturing Professionals,65,number,Number of people,
2018,Apprentices,Age group,40-49,Printing & Print & Packaging Manufacturing Professionals,35,number,Number of people,
2018,Apprentices,Age group,50+,Printing & Print & Packaging Manufacturing Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,European,Property Sales & Management Service Professionals,60,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Property Sales & Management Service Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Property Sales & Management Service Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Property Sales & Management Service Professionals,10,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Property Sales & Management Service Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Property Sales & Management Service Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Total,Property Sales & Management Service Professionals,80,number,Number of people,
2018,Apprentices,Gender,Male,Property Sales & Management Service Professionals,55,number,Number of people,
2018,Apprentices,Gender,Female,Property Sales & Management Service Professionals,25,number,Number of people,
2018,Apprentices,Age group,*-19,Property Sales & Management Service Professionals,0,number,Number of people,
2018,Apprentices,Age group,20-29,Property Sales & Management Service Professionals,5,number,Number of people,
2018,Apprentices,Age group,30-39,Property Sales & Management Service Professionals,25,number,Number of people,
2018,Apprentices,Age group,40-49,Property Sales & Management Service Professionals,20,number,Number of people,
2018,Apprentices,Age group,50+,Property Sales & Management Service Professionals,25,number,Number of people,
2018,Apprentices,Ethnic group,European,Public Sector Professionals,200,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Public Sector Professionals,30,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Public Sector Professionals,10,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Public Sector Professionals,15,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Public Sector Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Public Sector Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Total,Public Sector Professionals,245,number,Number of people,
2018,Apprentices,Gender,Male,Public Sector Professionals,100,number,Number of people,
2018,Apprentices,Gender,Female,Public Sector Professionals,145,number,Number of people,
2018,Apprentices,Age group,*-19,Public Sector Professionals,0,number,Number of people,
2018,Apprentices,Age group,20-29,Public Sector Professionals,85,number,Number of people,
2018,Apprentices,Age group,30-39,Public Sector Professionals,90,number,Number of people,
2018,Apprentices,Age group,40-49,Public Sector Professionals,45,number,Number of people,
2018,Apprentices,Age group,50+,Public Sector Professionals,25,number,Number of people,
2018,Apprentices,Ethnic group,European,Retail & Sales Professionals,10,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Retail & Sales Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Retail & Sales Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Retail & Sales Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Retail & Sales Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Retail & Sales Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Total,Retail & Sales Professionals,10,number,Number of people,
2018,Apprentices,Gender,Male,Retail & Sales Professionals,10,number,Number of people,
2018,Apprentices,Gender,Female,Retail & Sales Professionals,5,number,Number of people,
2018,Apprentices,Age group,*-19,Retail & Sales Professionals,0,number,Number of people,
2018,Apprentices,Age group,20-29,Retail & Sales Professionals,10,number,Number of people,
2018,Apprentices,Age group,30-39,Retail & Sales Professionals,5,number,Number of people,
2018,Apprentices,Age group,40-49,Retail & Sales Professionals,0,number,Number of people,
2018,Apprentices,Age group,50+,Retail & Sales Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,European,Roofing Professionals,485,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Roofing Professionals,240,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Roofing Professionals,85,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Roofing Professionals,30,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Roofing Professionals,20,number,Number of people,
2018,Apprentices,Ethnic group,Other,Roofing Professionals,15,number,Number of people,
2018,Apprentices,Ethnic group,Total,Roofing Professionals,765,number,Number of people,
2018,Apprentices,Gender,Male,Roofing Professionals,755,number,Number of people,
2018,Apprentices,Gender,Female,Roofing Professionals,10,number,Number of people,
2018,Apprentices,Age group,*-19,Roofing Professionals,75,number,Number of people,
2018,Apprentices,Age group,20-29,Roofing Professionals,510,number,Number of people,
2018,Apprentices,Age group,30-39,Roofing Professionals,135,number,Number of people,
2018,Apprentices,Age group,40-49,Roofing Professionals,40,number,Number of people,
2018,Apprentices,Age group,50+,Roofing Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,European,Security Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Security Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Security Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Security Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Security Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Security Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Total,Security Professionals,10,number,Number of people,
2018,Apprentices,Gender,Male,Security Professionals,5,number,Number of people,
2018,Apprentices,Gender,Female,Security Professionals,0,number,Number of people,
2018,Apprentices,Age group,*-19,Security Professionals,0,number,Number of people,
2018,Apprentices,Age group,20-29,Security Professionals,0,number,Number of people,
2018,Apprentices,Age group,30-39,Security Professionals,5,number,Number of people,
2018,Apprentices,Age group,40-49,Security Professionals,0,number,Number of people,
2018,Apprentices,Age group,50+,Security Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,European,Signwriters and Signmakers,80,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Signwriters and Signmakers,10,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Signwriters and Signmakers,0,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Signwriters and Signmakers,0,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Signwriters and Signmakers,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Signwriters and Signmakers,0,number,Number of people,
2018,Apprentices,Ethnic group,Total,Signwriters and Signmakers,95,number,Number of people,
2018,Apprentices,Gender,Male,Signwriters and Signmakers,75,number,Number of people,
2018,Apprentices,Gender,Female,Signwriters and Signmakers,20,number,Number of people,
2018,Apprentices,Age group,*-19,Signwriters and Signmakers,10,number,Number of people,
2018,Apprentices,Age group,20-29,Signwriters and Signmakers,70,number,Number of people,
2018,Apprentices,Age group,30-39,Signwriters and Signmakers,10,number,Number of people,
2018,Apprentices,Age group,40-49,Signwriters and Signmakers,0,number,Number of people,
2018,Apprentices,Age group,50+,Signwriters and Signmakers,0,number,Number of people,
2018,Apprentices,Ethnic group,European,"Sports, Fitness, Equine & Racing Professionals",325,number,Number of people,
2018,Apprentices,Ethnic group,Māori,"Sports, Fitness, Equine & Racing Professionals",35,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,"Sports, Fitness, Equine & Racing Professionals",20,number,Number of people,
2018,Apprentices,Ethnic group,Asian,"Sports, Fitness, Equine & Racing Professionals",30,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,"Sports, Fitness, Equine & Racing Professionals",5,number,Number of people,
2018,Apprentices,Ethnic group,Other,"Sports, Fitness, Equine & Racing Professionals",20,number,Number of people,
2018,Apprentices,Ethnic group,Total,"Sports, Fitness, Equine & Racing Professionals",420,number,Number of people,
2018,Apprentices,Gender,Male,"Sports, Fitness, Equine & Racing Professionals",195,number,Number of people,
2018,Apprentices,Gender,Female,"Sports, Fitness, Equine & Racing Professionals",225,number,Number of people,
2018,Apprentices,Age group,*-19,"Sports, Fitness, Equine & Racing Professionals",40,number,Number of people,
2018,Apprentices,Age group,20-29,"Sports, Fitness, Equine & Racing Professionals",215,number,Number of people,
2018,Apprentices,Age group,30-39,"Sports, Fitness, Equine & Racing Professionals",90,number,Number of people,
2018,Apprentices,Age group,40-49,"Sports, Fitness, Equine & Racing Professionals",50,number,Number of people,
2018,Apprentices,Age group,50+,"Sports, Fitness, Equine & Racing Professionals",30,number,Number of people,
2018,Apprentices,Ethnic group,European,Stevedore & Port Operations Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Stevedore & Port Operations Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Stevedore & Port Operations Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Stevedore & Port Operations Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Stevedore & Port Operations Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Stevedore & Port Operations Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Total,Stevedore & Port Operations Professionals,5,number,Number of people,
2018,Apprentices,Gender,Male,Stevedore & Port Operations Professionals,5,number,Number of people,
2018,Apprentices,Gender,Female,Stevedore & Port Operations Professionals,0,number,Number of people,
2018,Apprentices,Age group,*-19,Stevedore & Port Operations Professionals,0,number,Number of people,
2018,Apprentices,Age group,20-29,Stevedore & Port Operations Professionals,0,number,Number of people,
2018,Apprentices,Age group,30-39,Stevedore & Port Operations Professionals,0,number,Number of people,
2018,Apprentices,Age group,40-49,Stevedore & Port Operations Professionals,0,number,Number of people,
2018,Apprentices,Age group,50+,Stevedore & Port Operations Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,European,Surveyors,265,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Surveyors,25,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Surveyors,5,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Surveyors,10,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Surveyors,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Surveyors,10,number,Number of people,
2018,Apprentices,Ethnic group,Total,Surveyors,300,number,Number of people,
2018,Apprentices,Gender,Male,Surveyors,260,number,Number of people,
2018,Apprentices,Gender,Female,Surveyors,35,number,Number of people,
2018,Apprentices,Age group,*-19,Surveyors,0,number,Number of people,
2018,Apprentices,Age group,20-29,Surveyors,20,number,Number of people,
2018,Apprentices,Age group,30-39,Surveyors,75,number,Number of people,
2018,Apprentices,Age group,40-49,Surveyors,100,number,Number of people,
2018,Apprentices,Age group,50+,Surveyors,105,number,Number of people,
2018,Apprentices,Ethnic group,European,"Transport, Freight, Distribution & Driving Professionals",795,number,Number of people,
2018,Apprentices,Ethnic group,Māori,"Transport, Freight, Distribution & Driving Professionals",150,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,"Transport, Freight, Distribution & Driving Professionals",50,number,Number of people,
2018,Apprentices,Ethnic group,Asian,"Transport, Freight, Distribution & Driving Professionals",40,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,"Transport, Freight, Distribution & Driving Professionals",15,number,Number of people,
2018,Apprentices,Ethnic group,Other,"Transport, Freight, Distribution & Driving Professionals",5,number,Number of people,
2018,Apprentices,Ethnic group,Total,"Transport, Freight, Distribution & Driving Professionals",970,number,Number of people,
2018,Apprentices,Gender,Male,"Transport, Freight, Distribution & Driving Professionals",955,number,Number of people,
2018,Apprentices,Gender,Female,"Transport, Freight, Distribution & Driving Professionals",15,number,Number of people,
2018,Apprentices,Age group,*-19,"Transport, Freight, Distribution & Driving Professionals",175,number,Number of people,
2018,Apprentices,Age group,20-29,"Transport, Freight, Distribution & Driving Professionals",645,number,Number of people,
2018,Apprentices,Age group,30-39,"Transport, Freight, Distribution & Driving Professionals",125,number,Number of people,
2018,Apprentices,Age group,40-49,"Transport, Freight, Distribution & Driving Professionals",25,number,Number of people,
2018,Apprentices,Age group,50+,"Transport, Freight, Distribution & Driving Professionals",5,number,Number of people,
2018,Apprentices,Ethnic group,European,Wall & Floor Tilers,75,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Wall & Floor Tilers,15,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Wall & Floor Tilers,5,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Wall & Floor Tilers,30,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Wall & Floor Tilers,15,number,Number of people,
2018,Apprentices,Ethnic group,Other,Wall & Floor Tilers,15,number,Number of people,
2018,Apprentices,Ethnic group,Total,Wall & Floor Tilers,155,number,Number of people,
2018,Apprentices,Gender,Male,Wall & Floor Tilers,155,number,Number of people,
2018,Apprentices,Gender,Female,Wall & Floor Tilers,5,number,Number of people,
2018,Apprentices,Age group,*-19,Wall & Floor Tilers,15,number,Number of people,
2018,Apprentices,Age group,20-29,Wall & Floor Tilers,75,number,Number of people,
2018,Apprentices,Age group,30-39,Wall & Floor Tilers,45,number,Number of people,
2018,Apprentices,Age group,40-49,Wall & Floor Tilers,15,number,Number of people,
2018,Apprentices,Age group,50+,Wall & Floor Tilers,5,number,Number of people,
2018,Apprentices,Ethnic group,European,Water Treatment and Reticulation Professionals,155,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Water Treatment and Reticulation Professionals,30,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Water Treatment and Reticulation Professionals,10,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Water Treatment and Reticulation Professionals,10,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Water Treatment and Reticulation Professionals,10,number,Number of people,
2018,Apprentices,Ethnic group,Other,Water Treatment and Reticulation Professionals,5,number,Number of people,
2018,Apprentices,Ethnic group,Total,Water Treatment and Reticulation Professionals,215,number,Number of people,
2018,Apprentices,Gender,Male,Water Treatment and Reticulation Professionals,195,number,Number of people,
2018,Apprentices,Gender,Female,Water Treatment and Reticulation Professionals,15,number,Number of people,
2018,Apprentices,Age group,*-19,Water Treatment and Reticulation Professionals,0,number,Number of people,
2018,Apprentices,Age group,20-29,Water Treatment and Reticulation Professionals,40,number,Number of people,
2018,Apprentices,Age group,30-39,Water Treatment and Reticulation Professionals,60,number,Number of people,
2018,Apprentices,Age group,40-49,Water Treatment and Reticulation Professionals,60,number,Number of people,
2018,Apprentices,Age group,50+,Water Treatment and Reticulation Professionals,55,number,Number of people,
2018,Apprentices,Ethnic group,European,Wood Manufacturing Professionals,90,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Wood Manufacturing Professionals,70,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Wood Manufacturing Professionals,15,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Wood Manufacturing Professionals,15,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Wood Manufacturing Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Other,Wood Manufacturing Professionals,0,number,Number of people,
2018,Apprentices,Ethnic group,Total,Wood Manufacturing Professionals,195,number,Number of people,
2018,Apprentices,Gender,Male,Wood Manufacturing Professionals,190,number,Number of people,
2018,Apprentices,Gender,Female,Wood Manufacturing Professionals,5,number,Number of people,
2018,Apprentices,Age group,*-19,Wood Manufacturing Professionals,10,number,Number of people,
2018,Apprentices,Age group,20-29,Wood Manufacturing Professionals,110,number,Number of people,
2018,Apprentices,Age group,30-39,Wood Manufacturing Professionals,60,number,Number of people,
2018,Apprentices,Age group,40-49,Wood Manufacturing Professionals,10,number,Number of people,
2018,Apprentices,Age group,50+,Wood Manufacturing Professionals,10,number,Number of people,
2018,Apprentices,Ethnic group,European,Workplace Health & Safety - Generic,225,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Workplace Health & Safety - Generic,90,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Workplace Health & Safety - Generic,30,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Workplace Health & Safety - Generic,25,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Workplace Health & Safety - Generic,5,number,Number of people,
2018,Apprentices,Ethnic group,Other,Workplace Health & Safety - Generic,10,number,Number of people,
2018,Apprentices,Ethnic group,Total,Workplace Health & Safety - Generic,345,number,Number of people,
2018,Apprentices,Gender,Male,Workplace Health & Safety - Generic,65,number,Number of people,
2018,Apprentices,Gender,Female,Workplace Health & Safety - Generic,280,number,Number of people,
2018,Apprentices,Age group,*-19,Workplace Health & Safety - Generic,0,number,Number of people,
2018,Apprentices,Age group,20-29,Workplace Health & Safety - Generic,40,number,Number of people,
2018,Apprentices,Age group,30-39,Workplace Health & Safety - Generic,45,number,Number of people,
2018,Apprentices,Age group,40-49,Workplace Health & Safety - Generic,90,number,Number of people,
2018,Apprentices,Age group,50+,Workplace Health & Safety - Generic,170,number,Number of people,
2018,Apprentices,Ethnic group,European,Total,35275,number,Number of people,
2018,Apprentices,Ethnic group,Māori,Total,8190,number,Number of people,
2018,Apprentices,Ethnic group,Pacific Peoples,Total,3075,number,Number of people,
2018,Apprentices,Ethnic group,Asian,Total,3605,number,Number of people,
2018,Apprentices,Ethnic group,MELAA,Total,1065,number,Number of people,
2018,Apprentices,Ethnic group,Other,Total,780,number,Number of people,
2018,Apprentices,Ethnic group,Total,Total,50490,number,Number of people,
2018,Apprentices,Gender,Male,Total,43700,number,Number of people,
2018,Apprentices,Gender,Female,Total,6700,number,Number of people,
2018,Apprentices,Age group,*-19,Total,6735,number,Number of people,
2018,Apprentices,Age group,20-29,Total,27660,number,Number of people,
2018,Apprentices,Age group,30-39,Total,9605,number,Number of people,
2018,Apprentices,Age group,40-49,Total,4205,number,Number of people,
2018,Apprentices,Age group,50+,Total,2285,number,Number of people,
